% isAttack normal:	2000
% isAttack attack:	2000
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack, normal:normal-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-3,8,11,15-16,18,22,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute count numeric
@attribute srv_serror_rate numeric
@attribute diff_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,attack}

@data
tcp,SF,2,0,0,0.67,255,0.02,normal
tcp,SF,27,0,0,0.09,255,0,normal
tcp,SF,2,0,0,0.16,255,0.01,normal
tcp,REJ,1,0,0,0,255,0.06,normal
tcp,S1,1,1,0,0,255,0.01,normal
tcp,SF,12,0,0,0.09,255,0,normal
tcp,SF,3,0,0,0.1,255,0.02,normal
tcp,SF,3,0,0,0,255,0.03,normal
tcp,SF,42,0,0,0,255,0.03,normal
tcp,SF,5,0,0,0.33,255,0.01,normal
tcp,SF,8,0,0,0,255,0,normal
tcp,SF,8,0,0,0,255,0.04,normal
tcp,SF,6,0,0,0.15,255,0.03,normal
tcp,SF,5,0,0,0.43,255,0.08,normal
tcp,SF,2,0,0,0,255,0.02,normal
tcp,SF,1,0,0,0.21,255,0.02,normal
tcp,SF,2,0,0,0,255,0.03,normal
tcp,REJ,1,0,0,0,146,0.05,normal
tcp,SF,2,0,0,0,255,0.05,normal
tcp,SF,2,0,0,0.5,255,0.01,normal
tcp,SF,5,0.2,0,0,255,0,normal
tcp,SF,3,0,0,0,252,0,normal
tcp,SF,4,0,0,0.3,255,0,normal
tcp,REJ,1,0,0,0,255,0.1,normal
tcp,SF,4,0.11,0,0.22,255,0.02,normal
tcp,SF,1,0,0,0,255,0.01,normal
tcp,SF,1,0,0,1,255,0.06,normal
tcp,SF,18,0,0,0,255,0.04,normal
tcp,SF,11,0,0,0,255,0.01,normal
tcp,SF,2,0,0,0.75,255,0.04,normal
tcp,SF,2,0,0,0.4,255,0.05,normal
tcp,SF,1,0,0,0,255,0.03,normal
tcp,SF,7,0,0,0,255,0.01,normal
tcp,SF,2,0,0,0.25,255,0,normal
tcp,SF,13,0,0,0.1,255,0.02,normal
tcp,SF,7,0,0,0.25,255,0.02,normal
tcp,SF,3,0,0,0.5,255,0.02,normal
tcp,SF,25,0.02,0,0.11,108,0.03,normal
tcp,REJ,1,0,0,0,165,0.24,normal
tcp,SF,10,0,0,0.18,255,0,normal
tcp,SF,13,0,0,0.13,255,0.05,normal
tcp,SF,26,0,0,0.07,255,0.01,normal
tcp,SF,2,0,0,0.75,255,0.05,normal
tcp,SF,1,0,0,0.15,255,0.04,normal
tcp,SF,8,0,0,0,119,0,normal
tcp,SF,17,0,0,0,255,0.02,normal
tcp,SF,10,0,0,0.11,255,0.01,normal
tcp,SF,7,0,0,0,255,0,normal
tcp,SF,8,0,0,0,255,0.02,normal
tcp,SF,9,0,0,0.2,255,0,normal
tcp,SF,19,0,0,0.06,255,0.01,normal
tcp,SF,12,0,0,0,255,0,normal
tcp,SF,4,0,0,0,255,0,normal
tcp,SF,14,0,0,0.13,255,0,normal
tcp,SF,25,0,0,0.08,255,0,normal
tcp,SF,2,0,0,0,2,0,normal
tcp,SF,11,0,0,0.23,255,0,normal
tcp,SF,1,0,0,0,255,0.04,normal
tcp,SF,29,0,0,0,255,0,normal
tcp,REJ,1,0,0,1,255,0.17,normal
tcp,SF,3,0,0,0.4,255,0.02,normal
tcp,SF,12,0,0,0,255,0,normal
tcp,SF,16,0.06,0,0,255,0,normal
tcp,SF,1,0,0,0,131,0,normal
tcp,SF,1,0,0,0,41,0.12,normal
tcp,SF,8,0,0,0,255,0,normal
tcp,SF,13,0,0,0.06,255,0,normal
tcp,SF,1,0,0,1,255,0.05,normal
tcp,SF,22,0,0,0,255,0,normal
tcp,SF,2,0,0,0,255,0.02,normal
tcp,SF,26,0,0,0.1,255,0,normal
tcp,SF,11,0,0,0,255,0,normal
tcp,SF,5,0,0,0,255,0.03,normal
tcp,SF,13,0,0,0,247,0.12,normal
tcp,SF,18,0,0,0,255,0,normal
tcp,SF,5,0,0,0.33,255,0.02,normal
tcp,SF,8,0,0,0,255,0,normal
tcp,SF,12,0,0,0,255,0.03,normal
tcp,SF,8,0,0,0.27,255,0.05,normal
tcp,SF,14,0,0,0.17,255,0,normal
tcp,SF,9,0,0,0,255,0.02,normal
tcp,SF,11,0,0,0,242,0.07,normal
tcp,SF,9,0,0,0.15,255,0.03,normal
tcp,SF,3,0.33,0,0,255,0,normal
tcp,SF,2,0,0,0.43,255,0,normal
tcp,SF,4,0,0,0.33,255,0.01,normal
tcp,REJ,4,0,0,0,189,0.21,normal
tcp,SF,11,0,0,0,255,0.01,normal
tcp,SF,3,0,0,0.4,255,0.07,normal
tcp,SF,26,0,0,0,255,0.01,normal
tcp,SF,18,0,0,0,255,0,normal
tcp,SF,7,0,0,0,255,0.02,normal
tcp,SF,9,0,0,0.17,191,0,normal
tcp,SF,15,0,0,0,255,0,normal
tcp,SF,11,0,0,0,255,0,normal
tcp,SF,1,0,0,0.33,254,0.02,normal
tcp,SF,15,0,0,0.09,255,0.03,normal
tcp,SF,1,0,0,0,255,0.02,normal
tcp,SF,10,0,0,0.18,255,0.03,normal
tcp,SF,4,0,0,0,255,0.02,normal
tcp,SF,5,0.2,0,0,255,0.05,normal
tcp,SF,11,0,0,0,255,0,normal
tcp,SF,10,0,0,0.13,255,0,normal
tcp,SF,12,0,0,0.12,255,0,normal
tcp,SF,3,0,0,0,255,0.01,normal
tcp,SF,13,0,0,0,24,0,normal
tcp,SF,2,0,0,0,255,0,normal
tcp,SF,7,0,0,0,255,0.03,normal
tcp,REJ,17,0,0,0,188,0.18,normal
tcp,SF,50,0,0,0.06,255,0.05,normal
tcp,REJ,1,0,0,0,47,0.26,normal
tcp,SF,17,0,0,0,255,0,normal
tcp,SF,4,0,0,0,255,0.01,normal
tcp,SF,5,0,0,0,244,0,normal
tcp,SF,3,0,0,0,255,0.03,normal
tcp,SF,11,0,0,0,255,0.05,normal
tcp,SF,5,0,0,0.22,255,0,normal
tcp,SF,3,0,0,0,255,0.06,normal
tcp,SF,1,0,0,0,255,0.02,normal
tcp,SF,1,0,0,0,255,0.06,normal
tcp,SF,2,0,0,0.1,255,0.06,normal
tcp,SF,13,0,0,0.12,255,0.07,normal
tcp,SF,4,0,0,0,248,0,normal
tcp,SF,2,0,0,0,255,0,normal
tcp,SF,16,0,0,0.06,255,0,normal
tcp,SF,1,0,0,0.13,255,0.01,normal
tcp,SF,14,0,0,0,255,0.03,normal
tcp,SF,3,0,0,0.14,255,0.01,normal
tcp,SF,2,0,0,0,255,0.02,normal
tcp,SF,5,0,0,0,255,0,normal
tcp,SF,27,0,0,0.05,255,0.01,normal
tcp,SF,8,0,0,0,255,0,normal
tcp,SF,31,0,0,0.04,255,0.04,normal
tcp,SF,5,0,0,0,89,0.12,normal
tcp,SF,24,0,0,0.08,255,0,normal
tcp,SF,34,0,0,0,255,0,normal
tcp,SF,5,0,0,0.12,255,0.01,normal
tcp,SF,1,0,0,0,140,0.01,normal
tcp,SF,2,0,0,0.67,255,0.02,normal
tcp,SF,15,0.06,0,0.12,255,0,normal
tcp,SF,12,0,0,0,255,0.03,normal
tcp,SF,41,0,0,0,255,0,normal
tcp,SF,5,0,0,0.25,246,0,normal
tcp,REJ,7,0,0,0,111,0.17,normal
tcp,SF,13,0,0,0,255,0,normal
tcp,SF,33,0,0,0,255,0,normal
tcp,SF,3,0.33,0,0,255,0.02,normal
tcp,REJ,1,0,0,1,201,0.12,normal
tcp,SF,15,0,0,0.12,255,0.13,normal
tcp,SF,24,0,0,0,255,0,normal
tcp,SF,19,0,0,0,255,0.01,normal
tcp,SF,4,0,0,0,255,0.02,normal
tcp,SF,3,0.33,0,0,255,0.01,normal
tcp,SF,4,0,0,0,32,0,normal
tcp,SF,10,0,0,0,255,0.01,normal
tcp,SF,7,0,0,0.25,99,0.12,normal
tcp,SF,30,0,0,0.06,255,0.03,normal
tcp,SF,11,0,0,0,255,0.02,normal
tcp,SF,50,0,0,0,255,0,normal
tcp,SF,19,0,0,0.14,255,0.01,normal
tcp,SF,1,0,0,0,254,0,normal
tcp,SF,8,0,0,0.22,255,0.03,normal
tcp,SF,3,0.25,0,0.5,255,0,normal
tcp,SF,11,0,0,0,255,0.01,normal
tcp,SF,17,0,0,0,253,0.03,normal
tcp,SF,3,0,0,0,255,0.03,normal
tcp,SF,2,0,1,0,244,0,normal
tcp,SF,31,0,0,0,255,0,normal
tcp,SF,9,0,0,0,255,0.04,normal
tcp,SF,29,0,0,0.07,255,0,normal
tcp,SF,5,0,0,0.12,255,0,normal
tcp,SF,3,0,0,0.09,255,0.02,normal
tcp,SF,10,0,0,0,255,0.03,normal
tcp,SF,1,0,0,0,255,0.02,normal
tcp,REJ,1,0,0,0,255,0.09,normal
tcp,SF,1,0,0,0.08,255,0,normal
tcp,SF,1,0,0,0,255,0.04,normal
tcp,SF,7,0,0,0.14,255,0,normal
tcp,SF,29,0,0,0,255,0,normal
tcp,SF,1,0,0,0.6,245,0,normal
tcp,SF,3,0,0,0.6,255,0,normal
tcp,SF,33,0,0,0.06,255,0.02,normal
tcp,SF,3,0,0,0.6,255,0,normal
tcp,SF,12,0,0,0.18,255,0,normal
tcp,SF,2,0,0,0.67,255,0,normal
tcp,SF,8,0,0,0,255,0.04,normal
tcp,SF,13,0,0,0.25,255,0.06,normal
tcp,SF,3,0,0,0,255,0,normal
tcp,SF,15,0,0,0,255,0.02,normal
tcp,REJ,1,0,0,0,255,0.16,normal
tcp,SF,10,0,0,0,255,0.02,normal
tcp,SF,14,0,0,0,255,0,normal
tcp,SF,15,0,0,0.07,255,0,normal
tcp,SF,10,0,0,0.07,255,0.03,normal
tcp,SF,10,0,0,0,255,0.08,normal
tcp,SF,18,0,0,0.15,255,0,normal
tcp,SF,2,0,0,0,255,0,normal
tcp,SF,4,0.2,0,0.4,255,0.03,normal
tcp,REJ,1,0,0,1,255,0.13,normal
tcp,SF,9,0,0,0,203,0.03,normal
tcp,SF,11,0,0,0,255,0.03,normal
tcp,SF,14,0,0,0,255,0.03,normal
tcp,SF,4,0,0,0.05,228,0.01,normal
tcp,SF,9,0,0,0,255,0.06,normal
tcp,SF,14,0,0,0.13,255,0.04,normal
tcp,SF,16,0,0,0,255,0.05,normal
tcp,SF,15,0,0,0,255,0.02,normal
tcp,SF,6,0,0,0.25,255,0.02,normal
tcp,SF,6,0.17,0,0,255,0.01,normal
tcp,SF,11,0,0,0,255,0.02,normal
tcp,SF,3,0.18,0,0.27,255,0.03,normal
tcp,SF,1,0.25,0,1,255,0.02,normal
tcp,SF,2,0,0,0,255,0.05,normal
tcp,SF,14,0,0,0.24,255,0.04,normal
tcp,SF,1,0,0,0,255,0,normal
tcp,SF,29,0,0,0.1,255,0,normal
tcp,SF,9,0,0,0,255,0.01,normal
tcp,SF,6,0,0,0,255,0.02,normal
tcp,SF,20,0,0,0.1,255,0.01,normal
tcp,SF,1,0,0,0,255,0.01,normal
tcp,S1,2,0.06,0,0.12,255,0.01,normal
tcp,SF,20,0,0,0.13,255,0.01,normal
tcp,SF,2,0,0,0,246,0,normal
tcp,SF,17,0,0,0.2,215,0.01,normal
tcp,SF,3,0,0,0.2,255,0,normal
tcp,SF,3,0,0,0,255,0.08,normal
tcp,SF,16,0,0,0,255,0,normal
tcp,SF,8,0,0,0.2,255,0.03,normal
tcp,SF,9,0,0,0.11,255,0,normal
tcp,SF,9,0,0,0,255,0.04,normal
tcp,SF,17,0,0,0,255,0,normal
tcp,SF,2,0,0,0.12,255,0,normal
tcp,SF,12,0,0,0,255,0.01,normal
tcp,SF,5,0,0,0.38,255,0.02,normal
tcp,REJ,1,0,0,0,7,0,normal
tcp,SF,9,0,0,0,255,0.05,normal
tcp,REJ,2,0,0,0,255,0.14,normal
tcp,SF,25,0,0,0,255,0.02,normal
tcp,SF,11,0,0,0,255,0.03,normal
tcp,SF,1,0,0,0,255,0.05,normal
tcp,SF,2,0,0,0.14,255,0,normal
tcp,SF,10,0,0,0,255,0.03,normal
tcp,SF,26,0,0,0.07,255,0,normal
tcp,SF,38,0,0,0.08,255,0,normal
tcp,SF,8,0,0,0,255,0.02,normal
tcp,SF,1,0,0,0,253,0,normal
tcp,SF,1,0,0,0.67,255,0.02,normal
tcp,SF,12,0,0,0,255,0.02,normal
tcp,SF,8,0,0,0,255,0.02,normal
tcp,SF,8,0,0,0,255,0.01,normal
tcp,SF,7,0,0,0,255,0.05,normal
tcp,SF,10,0,0,0.25,255,0.06,normal
tcp,SF,3,0,0,0.29,255,0.01,normal
tcp,REJ,1,0,0,1,206,0.19,normal
tcp,SF,55,0,0,0,255,0.03,normal
tcp,SF,26,0,0,0.07,255,0,normal
tcp,REJ,1,0.33,0,0.67,93,0.09,normal
tcp,SF,21,0,0,0,255,0.03,normal
tcp,SF,5,0,0,0,255,0.04,normal
tcp,S0,1,1,0,0,120,0.17,normal
tcp,SF,1,0,0,0.19,255,0.03,normal
tcp,SF,2,0,0,0,255,0.02,normal
tcp,SF,18,0,0,0,255,0.01,normal
tcp,SF,4,0,0,0,255,0.04,normal
tcp,SF,3,0,0,0,255,0.01,normal
tcp,SF,2,0,0,0.33,255,0.02,normal
tcp,SF,9,0,0,0.2,255,0.01,normal
tcp,REJ,1,0,0,0,255,0.12,normal
tcp,SF,31,0,0,0,255,0,normal
tcp,SF,1,0,0,1,255,0,normal
tcp,SF,28,0,0,0,68,0,normal
tcp,SF,11,0,0,0.12,255,0.02,normal
tcp,REJ,1,0,0,0,255,0.07,normal
tcp,SF,37,0,0,0,255,0,normal
tcp,REJ,1,0,0,0,52,0,normal
tcp,SF,2,0,0,0.75,248,0,normal
tcp,SF,1,0,0,0,255,0,normal
tcp,SF,16,0,0,0.21,255,0,normal
tcp,SF,4,0,0,0,255,0.04,normal
tcp,SF,2,0,0,0,255,0,normal
tcp,SF,18,0,0,0.12,255,0.01,normal
tcp,SF,6,0,0,0,201,0,normal
tcp,SF,13,0,0,0,255,0.02,normal
tcp,SF,12,0,0,0,255,0,normal
tcp,SF,1,0,0,1,255,0.01,normal
tcp,SF,7,0,0,0,255,0,normal
tcp,SF,28,0,0,0,255,0.02,normal
tcp,SF,10,0,0,0.19,255,0.04,normal
tcp,SF,1,0,0,0,255,0.07,normal
tcp,REJ,1,0,0,0,79,0.08,normal
tcp,SF,1,0,0,0,255,0.03,normal
tcp,SF,2,0,0,0.75,248,0.06,normal
tcp,SF,41,0,0,0,255,0.04,normal
tcp,REJ,1,0,0,0,91,0.27,normal
tcp,SF,21,0,0,0,255,0,normal
tcp,SF,34,0.09,0,0,237,0.05,normal
tcp,SF,1,0,0,0.3,255,0,normal
tcp,SF,1,0,0,0.4,255,0.08,normal
tcp,SF,12,0,0,0.11,255,0.05,normal
tcp,SF,6,0,0,0,255,0,normal
tcp,SF,1,0,0,1,255,0.07,normal
tcp,SF,2,0,0,0.57,255,0.02,normal
tcp,SF,25,0,0,0,255,0.02,normal
tcp,SF,4,0,0,0.4,255,0.07,normal
tcp,SF,3,0,0,0.06,176,0,normal
tcp,SF,13,0,0,0.14,255,0.04,normal
tcp,SF,3,0,0,0.5,255,0.05,normal
tcp,SF,4,0,0,0,255,0.04,normal
tcp,SF,2,0,0,0,255,0.07,normal
tcp,SF,35,0,0,0,255,0,normal
tcp,SF,4,0,0,0,255,0.01,normal
tcp,SF,20,0,0,0.1,255,0.03,normal
tcp,SF,1,0,0,0.25,255,0.05,normal
tcp,REJ,1,0,0,1,26,0.19,normal
tcp,SF,1,0,0,0,255,0.02,normal
tcp,SF,1,0,0,0,6,0.33,normal
tcp,SF,16,0,0,0,255,0.01,normal
tcp,SF,1,0,0,0,255,0.01,normal
tcp,SF,17,0,0,0.19,255,0,normal
tcp,SF,3,0,0,0.22,252,0,normal
tcp,SF,1,0,0,0,255,0.03,normal
tcp,SF,8,0,0,0,255,0,normal
tcp,SF,5,0,0,0,246,0,normal
tcp,SF,7,0,0,0.24,255,0,normal
tcp,SF,12,0,0,0,255,0,normal
tcp,SF,11,0.02,0,0.17,255,0,normal
tcp,REJ,1,0,0,0,226,0.16,normal
tcp,SF,30,0,0,0.06,255,0,normal
tcp,SF,4,0,0,0,255,0,normal
tcp,SF,18,0,0,0.11,255,0,normal
tcp,SF,16,0,0,0,198,0.06,normal
tcp,SF,5,0.2,0,0,255,0,normal
tcp,SF,1,0,0,0.12,255,0.05,normal
tcp,SF,8,0,0,0,255,0.04,normal
tcp,SF,2,0,0,0,72,0,normal
tcp,SF,14,0,0,0,255,0.04,normal
tcp,SF,2,0,0,0,241,0,normal
tcp,SF,10,0,0,0.18,255,0,normal
tcp,REJ,1,0,0,0,255,0.07,normal
tcp,SF,17,0,0,0,255,0,normal
tcp,SF,7,0,0,0,254,0,normal
tcp,SF,16,0,0,0.11,255,0.07,normal
tcp,SF,11,0,0,0,255,0.04,normal
tcp,SF,13,0,0,0,255,0,normal
tcp,SF,13,0,0,0.13,255,0.02,normal
tcp,SF,17,0,0,0,255,0.02,normal
tcp,SF,9,0,0,0,156,0.04,normal
tcp,SF,3,0,0,0,255,0.02,normal
tcp,SF,32,0,0,0,255,0,normal
tcp,SF,16,0,0,0,255,0.03,normal
tcp,SF,2,0,0,0.5,255,0.05,normal
tcp,SF,13,0,0,0,255,0,normal
tcp,SF,1,0,0,0.22,255,0.05,normal
tcp,SF,4,0,0,0,255,0.05,normal
tcp,SF,9,0,0,0.12,255,0.07,normal
tcp,REJ,1,0,0,0.5,130,0.27,normal
tcp,SF,10,0,0,0,255,0.01,normal
tcp,SF,6,0,0,0,250,0,normal
tcp,SF,1,0,0,0,255,0.02,normal
tcp,S2,1,1,0,0,255,0.04,normal
tcp,SF,2,0,0,0,255,0.04,normal
tcp,SF,6,0,0,0.27,255,0.01,normal
tcp,SF,1,0,0,0,231,0,normal
tcp,SF,5,0,0,0,255,0.07,normal
tcp,SF,17,0,0,0.11,255,0,normal
tcp,SF,3,0,0,0,225,0,normal
tcp,SF,9,0,0,0,255,0.02,normal
tcp,SF,2,0,0,0.06,229,0,normal
tcp,S1,2,0.33,0,0.5,255,0.05,normal
tcp,SF,7,0,0,0,255,0,normal
tcp,SF,10,0,0,0.33,255,0,normal
tcp,SF,21,0,0,0,255,0.01,normal
tcp,SF,17,0,0,0.11,255,0.04,normal
tcp,SF,1,0,0,0,255,0.01,normal
tcp,SF,2,0,0,0,255,0.01,normal
tcp,SF,7,0,0,0,255,0.03,normal
tcp,SF,10,0,0,0.21,255,0.03,normal
tcp,SF,8,0,0,0,249,0,normal
tcp,SF,23,0,0,0,255,0.06,normal
tcp,SF,3,0,0,0,243,0,normal
tcp,SF,1,0,0,0,243,0,normal
tcp,SF,7,0,0,0,255,0.02,normal
tcp,SF,4,0.25,0,0,255,0.01,normal
tcp,SF,2,0,0,0.5,255,0.05,normal
tcp,SF,17,0,0,0.07,255,0,normal
tcp,SF,24,0,0,0,255,0.07,normal
tcp,SF,8,0,0,0.05,255,0,normal
tcp,S0,2,0.5,0,0,255,0.04,normal
tcp,SF,9,0.05,0,0.37,239,0,normal
tcp,SF,9,0,0,0,255,0,normal
tcp,REJ,6,0,0,0,191,0.21,normal
tcp,SF,10,0.08,0,0.17,255,0.03,normal
tcp,SF,9,0,0,0,255,0.05,normal
tcp,SF,4,0,0,0,255,0.03,normal
tcp,SF,3,0,0,0,255,0,normal
tcp,SF,25,0,0,0.11,255,0,normal
tcp,SF,8,0,0,0.07,255,0,normal
tcp,SF,9,0,0,0,255,0,normal
tcp,SF,5,0,0,0,255,0.02,normal
tcp,SF,1,0,0,0,255,0.03,normal
tcp,S0,1,0.12,0,0.38,255,0.04,normal
tcp,SF,5,0,0,0.19,255,0.03,normal
tcp,SF,27,0,0,0,255,0,normal
tcp,OTH,24670,0,0,0,70,0,attack
tcp,OTH,14996,0,0,0,62,0,attack
tcp,OTH,5767,0,0,0,70,0,attack
tcp,OTH,20318,0,0,0,76,0,attack
tcp,OTH,23763,0,0,0,74,0,attack
tcp,OTH,26254,0,0,0,65,0,attack
tcp,OTH,21538,0,0,0,73,0,attack
tcp,OTH,7133,0,0,0,67,0,attack
tcp,OTH,15356,0,0,0,66,0,attack
tcp,OTH,21309,0,0,0,66,0,attack
tcp,OTH,9675,0,0,0,67,0,attack
tcp,OTH,15000,0,0,0,66,0,attack
tcp,OTH,8335,0,0,0,66,0,attack
tcp,OTH,17815,0,0,0,73,0,attack
tcp,OTH,8832,0,0,0,77,0,attack
tcp,OTH,23549,0,0,0,65,0,attack
tcp,OTH,23649,0,0,0,68,0,attack
tcp,OTH,21150,0,0,0,71,0,attack
tcp,OTH,6459,0,0,0,66,0,attack
tcp,OTH,20546,0,0,0,74,0,attack
tcp,OTH,6556,0,0,0,70,0,attack
tcp,OTH,26523,0,0,0,71,0,attack
tcp,OTH,11391,0,0,0,67,0,attack
tcp,OTH,10672,0,0,0,72,0,attack
tcp,OTH,5694,0,0,0,62,0,attack
tcp,OTH,11067,0,0,0,72,0,attack
tcp,OTH,26769,0,0,0,65,0,attack
tcp,OTH,11121,0,0,0,68,0,attack
tcp,OTH,17490,0,0,0,73,0,attack
tcp,OTH,25027,0,0,0,68,0,attack
tcp,OTH,6702,0,0,0,67,0,attack
tcp,OTH,12574,0,0,0,68,0,attack
tcp,OTH,17542,0,0,0,74,0,attack
tcp,OTH,21789,0,0,0,74,0,attack
tcp,OTH,22359,0,0,0,70,0,attack
tcp,OTH,19793,0,0,0,73,0,attack
tcp,OTH,24077,0,0,0,74,0,attack
tcp,OTH,5639,0,0,0,68,0,attack
tcp,OTH,438,0,0,0,68,0,attack
tcp,OTH,20385,0,0,0,67,0,attack
tcp,OTH,8057,0,0,0,70,0,attack
tcp,OTH,4645,0,0,0,58,0,attack
tcp,OTH,20540,0,0,0,73,0,attack
tcp,OTH,11118,0,0,0,68,0,attack
tcp,OTH,9399,0,0,0,64,0,attack
tcp,OTH,9875,0,0,0,68,0,attack
tcp,OTH,6475,0,0,0,75,0,attack
tcp,OTH,20630,0,0,0,68,0,attack
tcp,OTH,10707,0,0,0,70,0,attack
tcp,OTH,6458,0,0,0,71,0,attack
tcp,OTH,11737,0,0,0,74,0,attack
tcp,OTH,9825,0,0,0,70,0,attack
tcp,OTH,15336,0,0,0,74,0,attack
tcp,OTH,5511,0,0,0,64,0,attack
tcp,OTH,9849,0,0,0,74,0,attack
tcp,OTH,18105,0,0,0,73,0,attack
tcp,OTH,4671,0,0,0,56,0,attack
tcp,OTH,5254,0,0,0,72,0,attack
tcp,OTH,17184,0,0,0,75,0,attack
tcp,OTH,10008,0,0,0,72,0,attack
tcp,OTH,10772,0,0,0,68,0,attack
tcp,OTH,6564,0,0,0,65,0,attack
tcp,OTH,26867,0,0,0,67,0,attack
tcp,OTH,24465,0,0,0,64,0,attack
tcp,OTH,7204,0,0,0,77,0,attack
tcp,OTH,23019,0,0,0,66,0,attack
tcp,OTH,5183,0,0,0,67,0,attack
tcp,OTH,6234,0,0,0,67,0,attack
tcp,OTH,15388,0,0,0,76,0,attack
tcp,OTH,8622,0,0,0,69,0,attack
tcp,OTH,9543,0,0,0,76,0,attack
tcp,OTH,4773,0,0,0,67,0,attack
tcp,OTH,26888,0,0,0,64,0,attack
tcp,OTH,6470,0,0,0,64,0,attack
tcp,OTH,5288,0,0,0,68,0,attack
tcp,OTH,6573,0,0,0,71,0,attack
tcp,OTH,11760,0,0,0,67,0,attack
tcp,OTH,25650,0,0,0,70,0,attack
tcp,OTH,5599,0,0,0,69,0,attack
tcp,OTH,9977,0,0,0,66,0,attack
tcp,OTH,16612,0,0,0,76,0,attack
tcp,OTH,10516,0,0,0,67,0,attack
tcp,OTH,8234,0,0,0,73,0,attack
tcp,OTH,22149,0,0,0,66,0,attack
tcp,OTH,1329,0,0,0,63,0,attack
tcp,OTH,772,0,0,0,67,0,attack
tcp,OTH,8347,0,0,0,69,0,attack
tcp,OTH,22598,0,0,0,67,0,attack
tcp,OTH,3783,0,0,0,68,0,attack
tcp,OTH,8583,0,0,0,66,0,attack
tcp,OTH,20081,0,0,0,62,0,attack
tcp,OTH,20719,0,0,0,67,0,attack
tcp,OTH,7152,0,0,0,71,0,attack
tcp,OTH,26863,0,0,0,67,0,attack
tcp,OTH,11117,0,0,0,72,0,attack
tcp,OTH,20626,0,0,0,69,0,attack
tcp,OTH,12330,0,0,0,69,0,attack
tcp,OTH,9862,0,0,0,75,0,attack
tcp,OTH,9973,0,0,0,67,0,attack
tcp,OTH,14529,0,0,0,68,0,attack
tcp,OTH,14994,0,0,0,64,0,attack
tcp,OTH,5679,0,0,0,67,0,attack
tcp,OTH,27088,0,0,0,72,0,attack
tcp,OTH,23586,0,0,0,66,0,attack
tcp,OTH,20616,0,0,0,70,0,attack
tcp,OTH,9957,0,0,0,72,0,attack
tcp,OTH,15590,0,0,0,76,0,attack
tcp,OTH,17173,0,0,0,75,0,attack
tcp,OTH,12604,0,0,0,67,0,attack
tcp,OTH,214,0,0,0,72,0,attack
tcp,OTH,10737,0,0,0,64,0,attack
tcp,OTH,12622,0,0,0,69,0,attack
tcp,OTH,10582,0,0,0,57,0,attack
tcp,OTH,5151,0,0,0,65,0,attack
tcp,OTH,23421,0,0,0,65,0,attack
tcp,OTH,6997,0,0,0,72,0,attack
tcp,OTH,27108,0,0,0,62,0,attack
tcp,OTH,9988,0,0,0,69,0,attack
tcp,OTH,20440,0,0,0,66,0,attack
tcp,OTH,6602,0,0,0,67,0,attack
tcp,OTH,17615,0,0,0,72,0,attack
tcp,OTH,16347,0,0,0,71,0,attack
tcp,OTH,9861,0,0,0,75,0,attack
tcp,OTH,11390,0,0,0,67,0,attack
tcp,OTH,9936,0,0,0,76,0,attack
tcp,OTH,10610,0,0,0,67,0,attack
tcp,OTH,7581,0,0,0,72,0,attack
tcp,OTH,9897,0,0,0,69,0,attack
tcp,OTH,19670,0,0,0,70,0,attack
tcp,OTH,645,0,0,0,71,0,attack
tcp,OTH,6555,0,0,0,69,0,attack
tcp,OTH,24711,0,0,0,71,0,attack
tcp,OTH,8609,0,0,0,65,0,attack
tcp,OTH,9905,0,0,0,66,0,attack
tcp,OTH,20337,0,0,0,78,0,attack
tcp,OTH,18558,0,0,0,69,0,attack
tcp,OTH,1064,0,0,0,65,0,attack
tcp,OTH,26695,0,0,0,71,0,attack
tcp,OTH,23658,0,0,0,69,0,attack
tcp,OTH,7335,0,0,0,71,0,attack
tcp,OTH,11323,0,0,0,67,0,attack
tcp,OTH,5594,0,0,0,68,0,attack
tcp,OTH,11528,0,0,0,66,0,attack
tcp,OTH,5699,0,0,0,70,0,attack
tcp,OTH,6493,0,0,0,68,0,attack
tcp,OTH,13012,0,0,0,78,0,attack
tcp,OTH,10879,0,0,0,70,0,attack
tcp,OTH,9798,0,0,0,74,0,attack
tcp,OTH,1556,0,0,0,70,0,attack
tcp,OTH,9563,0,0,0,73,0,attack
tcp,OTH,4772,0,0,0,65,0,attack
tcp,OTH,20621,0,0,0,66,0,attack
tcp,OTH,23735,0,0,0,66,0,attack
tcp,OTH,10618,0,0,0,68,0,attack
tcp,OTH,23763,0,0,0,72,0,attack
tcp,OTH,19743,0,0,0,73,0,attack
tcp,OTH,11716,0,0,0,69,0,attack
