% isAttack normal:	2000
% isAttack attack:	2000
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-5,9,12,17,20,22,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute srv_count numeric
@attribute rerror_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,attack}

@data
tcp,SF,230,13542,12,0,24,0,0.01,normal
tcp,SF,214,1718,12,0,255,0,0,normal
tcp,SF,299,424,4,0,64,0,0.04,normal
tcp,SF,241,3198,37,0,25,0,0.05,normal
tcp,SF,235,3710,12,0,70,0,0.04,normal
tcp,SF,217,864,31,0,164,0,0.01,normal
tcp,SF,253,392,11,0,194,0,0.01,normal
tcp,SF,214,4115,2,0,47,0,0.03,normal
tcp,SF,251,1939,1,0,255,0.02,0,normal
tcp,SF,249,1744,1,0,16,0,0.05,normal
tcp,SF,221,35096,7,0,5,0,0.04,normal
tcp,SF,218,316,12,0,255,0,0,normal
tcp,SF,217,6763,3,0,255,0,0,normal
tcp,SF,224,285,16,0,255,0,0,normal
tcp,SF,191,10223,1,0,60,0,0.02,normal
tcp,SF,323,306,24,0,255,0,0,normal
tcp,SF,222,2822,9,0,44,0,0.04,normal
tcp,SF,209,7423,2,0,2,0,0.04,normal
tcp,REJ,0,0,1,1,3,0,0.22,normal
tcp,SF,200,483,12,0,255,0,0,normal
tcp,SF,327,4146,21,0,28,0,0.04,normal
tcp,SF,311,677,6,0,17,0,0.04,normal
tcp,SF,244,3750,4,0,132,0,0.03,normal
tcp,SF,230,857,5,0,25,0,0.03,normal
tcp,SF,338,1483,8,0,177,0,0.02,normal
tcp,SF,297,1329,15,0,137,0,0.03,normal
tcp,SF,260,245,22,0,193,0,0.02,normal
tcp,SF,195,292,9,0,255,0,0,normal
tcp,SF,352,471,16,0,255,0,0,normal
tcp,SF,230,640,11,0,52,0,0.02,normal
tcp,SF,240,1481,9,0,32,0,0.07,normal
tcp,SF,334,667,3,0,255,0,0,normal
tcp,SF,297,17860,17,0,10,0,0.06,normal
tcp,SF,244,4417,12,0,5,0,0.02,normal
tcp,REJ,0,0,2,1,1,0,0.14,normal
tcp,SF,212,1719,7,0,255,0,0,normal
tcp,SF,237,3355,32,0,255,0,0,normal
tcp,SF,207,1695,27,0,101,0,0.03,normal
tcp,SF,308,2698,6,0,255,0.02,0,normal
tcp,SF,271,10615,1,0,31,0,0.03,normal
tcp,SF,229,2196,10,0,182,0,0.03,normal
tcp,SF,176,1533,6,0,73,0,0.05,normal
tcp,SF,221,671,34,0,255,0,0,normal
tcp,SF,275,204,14,0,8,0,0.04,normal
tcp,SF,289,2400,26,0,36,0,0.02,normal
tcp,SF,451,4308,12,0,161,0,0.03,normal
tcp,SF,221,187,67,0,255,0,0,normal
tcp,SF,0,862,44,0,95,0,0.03,normal
tcp,SF,324,3198,32,0,141,0,0.02,normal
tcp,SF,252,11485,45,0,255,0,0,normal
tcp,SF,366,263,34,0,255,0,0,normal
tcp,S1,216,26280,2,0,2,0,0.03,normal
tcp,SF,300,4728,21,0,56,0,0.03,normal
tcp,SF,240,693,13,0,190,0,0.01,normal
tcp,SF,230,2087,7,0,27,0,0.14,normal
tcp,SF,357,933,11,0,255,0,0,normal
tcp,SF,228,1452,26,0,142,0,0.03,normal
tcp,SF,209,3556,11,0,81,0,0.03,normal
tcp,SF,218,802,19,0,12,0,0.02,normal
tcp,SF,279,3101,27,0,252,0,0.01,normal
tcp,SF,204,27946,16,0,49,0,0.03,normal
tcp,SF,325,12884,6,0,183,0,0,normal
tcp,REJ,0,0,1,1,33,0,0.01,normal
tcp,SF,204,882,14,0,255,0,0,normal
tcp,SF,302,11440,23,0.08,23,0,0.01,normal
tcp,SF,288,912,1,0,117,0,0.02,normal
tcp,SF,313,55704,1,0,5,0,0.13,normal
tcp,REJ,0,0,1,1,6,0,0.24,normal
tcp,SF,206,9714,14,0,14,0,0.03,normal
tcp,SF,241,501,11,0,69,0,0.03,normal
tcp,SF,226,4306,7,0,7,0,0.03,normal
tcp,SF,287,630,22,0,255,0,0,normal
tcp,SF,205,365,17,0,255,0,0,normal
tcp,SF,221,813,39,0,255,0,0,normal
tcp,SF,162,2532,2,0,34,0,0.04,normal
tcp,SF,216,8421,35,0,255,0,0,normal
tcp,SF,208,495,20,0,255,0,0,normal
tcp,SF,211,976,29,0,25,0,0.02,normal
tcp,SF,329,641,9,0,147,0,0.02,normal
tcp,SF,222,1295,1,0,22,0,0,normal
tcp,SF,326,788,3,0,255,0,0,normal
tcp,SF,299,308,5,0,255,0,0,normal
tcp,SF,304,5419,7,0,255,0,0,normal
tcp,SF,238,8718,1,0,255,0,0,normal
tcp,SF,245,1578,7,0,202,0,0.02,normal
tcp,SF,253,460,10,0,255,0,0,normal
tcp,SF,304,293,17,0,255,0,0,normal
tcp,SF,220,769,17,0,17,0,0.01,normal
tcp,REJ,0,0,1,1,2,0,0.18,normal
tcp,SF,306,799,22,0,255,0,0,normal
tcp,SF,299,269,46,0,255,0,0,normal
tcp,SF,299,4046,1,0,74,0,0.02,normal
tcp,SF,235,434,1,0,2,0,0.03,normal
tcp,SF,307,3321,66,0,17,0,0.01,normal
tcp,SF,236,16120,6,0,38,0,0.04,normal
tcp,SF,210,746,3,0,167,0,0.02,normal
tcp,SF,288,294,28,0,255,0,0,normal
tcp,SF,144,9813,9,0,209,0,0.01,normal
tcp,SF,231,180,37,0,198,0,0.02,normal
tcp,REJ,0,0,2,1,9,0,0.14,normal
tcp,SF,195,731,1,0,54,0,0.04,normal
tcp,SF,322,392,24,0,255,0,0,normal
tcp,SF,212,6529,36,0,10,0,0.01,normal
tcp,SF,289,2841,11,0,255,0,0,normal
tcp,SF,232,6509,8,0,34,0,0.08,normal
tcp,SF,143,50040,3,0,255,0,0,normal
tcp,SF,202,1792,17,0,255,0,0,normal
tcp,SF,366,4084,7,0,255,0,0,normal
tcp,SF,399,5251,12,0,255,0,0,normal
tcp,SF,225,903,5,0,5,0,0.03,normal
tcp,SF,302,2348,4,0,255,0,0,normal
tcp,SF,175,6850,7,0,64,0,0.02,normal
tcp,SF,237,5193,48,0,1,0,0.01,normal
tcp,SF,183,11087,7,0,27,0,0.02,normal
tcp,SF,147,5936,1,0,17,0,0.03,normal
tcp,REJ,0,0,1,1,9,0,0.01,normal
tcp,SF,241,41234,8,0,32,0,0.04,normal
tcp,SF,295,313,11,0,47,0,0.11,normal
tcp,SF,204,253,28,0,80,0,0.02,normal
tcp,SF,205,2418,13,0,12,0,0.04,normal
tcp,SF,206,2607,26,0,255,0,0,normal
tcp,SF,307,632,2,0,28,0,0.02,normal
tcp,SF,374,2950,26,0,255,0,0,normal
tcp,SF,368,1747,48,0,255,0,0,normal
tcp,SF,226,2040,8,0,58,0,0.05,normal
tcp,SF,303,2698,2,0,255,0.01,0,normal
tcp,SF,292,1231,18,0,169,0,0.04,normal
tcp,SF,303,4705,14,0,37,0,0.01,normal
tcp,SF,234,1191,1,0,56,0,0.05,normal
tcp,SF,241,1071,7,0,32,0,0.05,normal
tcp,SF,219,1565,35,0,255,0,0,normal
tcp,SF,304,3222,7,0,255,0.01,0,normal
tcp,SF,296,275,8,0,27,0,0.03,normal
tcp,SF,193,1845,12,0,255,0,0,normal
tcp,SF,349,263,30,0,49,0,0.11,normal
tcp,SF,234,5973,9,0,138,0,0.03,normal
tcp,SF,260,7334,6,0,58,0,0.02,normal
tcp,SF,318,1099,4,0,45,0,0.03,normal
tcp,SF,239,392,5,0,255,0,0,normal
tcp,SF,333,741,31,0,39,0,0.05,normal
tcp,SF,356,883,51,0,11,0,0.04,normal
tcp,SF,228,1380,8,0,255,0.01,0,normal
tcp,SF,216,9957,37,0,32,0,0.05,normal
tcp,SF,293,4603,19,0,56,0,0.03,normal
tcp,SF,314,1256,7,0,123,0,0.01,normal
tcp,SF,317,1484,21,0,225,0,0.01,normal
tcp,SF,282,170,3,0,34,0,0.03,normal
tcp,SF,199,580,10,0,34,0,0.01,normal
tcp,SF,208,185,20,0,255,0,0,normal
tcp,SF,223,11052,2,0,255,0,0,normal
tcp,SF,280,228,3,0,3,0,0.02,normal
tcp,SF,173,11889,6,0,136,0,0,normal
tcp,SF,289,10736,24,0,160,0,0.01,normal
tcp,SF,234,4785,1,0,94,0,0.01,normal
tcp,SF,239,265,3,0,15,0,0.03,normal
tcp,SF,274,1767,12,0,12,0,0.01,normal
tcp,S0,0,0,3,0,13,0,0.02,normal
tcp,SF,335,458,29,0,255,0,0,normal
tcp,SF,309,398,7,0,255,0,0,normal
tcp,SF,254,535,18,0,133,0,0.02,normal
tcp,SF,237,3211,7,0,255,0,0,normal
tcp,SF,204,746,11,0,117,0,0.02,normal
tcp,SF,149,4767,1,0,1,0,0.02,normal
tcp,SF,346,2281,23,0,255,0,0,normal
tcp,SF,250,470,31,0,255,0,0,normal
tcp,SF,292,1569,13,0,70,0,0.01,normal
tcp,SF,219,331,9,0,255,0,0,normal
tcp,SF,211,1183,9,0,21,0,0.04,normal
tcp,SF,241,1486,5,0,166,0,0.01,normal
tcp,SF,286,310,4,0,112,0,0.02,normal
tcp,SF,195,605,4,0,3,0,0.07,normal
tcp,SF,298,13038,2,0,118,0,0.04,normal
tcp,SF,236,486,24,0,41,0,0.04,normal
tcp,SF,219,12044,6,0,7,0,0.01,normal
tcp,SF,349,310,12,0,255,0,0,normal
tcp,SF,143,5630,4,0,128,0,0.02,normal
tcp,SF,330,3817,12,0,255,0,0,normal
tcp,SF,244,307,1,0,239,0,0.01,normal
tcp,SF,227,990,3,0,10,0,0.08,normal
tcp,SF,204,1295,2,0,2,0,0.01,normal
tcp,SF,379,2651,5,0,255,0,0,normal
tcp,SF,327,2268,3,0,255,0,0,normal
tcp,SF,214,279,17,0,170,0,0.04,normal
tcp,SF,227,4073,9,0,255,0,0,normal
tcp,SF,272,1174,1,0,255,0,0,normal
tcp,SF,241,1946,3,0,26,0,0.04,normal
tcp,S0,0,0,2,0,221,0,0.01,normal
tcp,SF,293,283,5,0,27,0,0.05,normal
tcp,SF,257,2341,71,0,71,0,0.02,normal
tcp,SF,255,2450,7,0,16,0,0.04,normal
tcp,SF,225,704,17,0,58,0,0.04,normal
tcp,SF,265,1125,4,0,106,0,0.02,normal
tcp,REJ,0,0,1,1,8,0,0.05,normal
tcp,SF,242,6757,9,0,255,0,0,normal
tcp,SF,213,6924,17,0,255,0,0,normal
tcp,SF,307,400,42,0,255,0,0,normal
tcp,SF,322,2126,14,0,64,0,0.03,normal
tcp,SF,201,4841,3,0,255,0,0,normal
tcp,SF,207,2568,37,0,255,0,0,normal
tcp,REJ,0,0,1,1,169,0.02,0,normal
tcp,SF,154,3181,1,0,234,0,0.01,normal
tcp,SF,301,3222,7,0,255,0.01,0,normal
tcp,SF,307,5200,4,0,229,0,0.01,normal
tcp,SF,474,7168,29,0,255,0,0,normal
tcp,SF,190,3703,6,0,172,0,0,normal
tcp,SF,234,260,9,0,255,0,0,normal
tcp,SF,302,308,12,0,255,0,0,normal
tcp,SF,183,5465,1,0,13,0,0.07,normal
tcp,SF,373,3427,40,0,255,0,0,normal
tcp,SF,206,2769,16,0,255,0,0,normal
tcp,SF,223,16129,21,0,255,0,0,normal
tcp,SF,190,1925,16,0,255,0,0,normal
tcp,SF,203,1436,15,0,15,0,0.03,normal
tcp,SF,251,1553,17,0,255,0,0,normal
tcp,SF,162,3236,20,0,2,0,0.05,normal
tcp,SF,209,753,19,0,255,0,0,normal
tcp,SF,286,844,39,0,77,0,0.01,normal
tcp,SF,210,581,13,0,13,0,0.01,normal
tcp,SF,301,6656,5,0,16,0,0.03,normal
tcp,SF,266,5377,4,0,6,0,0.04,normal
tcp,SF,216,292,11,0,255,0,0,normal
tcp,REJ,0,0,3,1,19,0,0.03,normal
tcp,SF,206,1648,1,0,1,0,0.05,normal
tcp,SF,207,553,6,0,21,0,0.08,normal
tcp,SF,229,12081,9,0,85,0,0.05,normal
tcp,SF,284,296,11,0,59,0,0.03,normal
tcp,S2,144,0,1,0,255,0,0,normal
tcp,SF,205,6431,31,0,255,0,0,normal
tcp,SF,295,655,37,0,171,0,0.01,normal
tcp,SF,188,2057,3,0,63,0,0.01,normal
tcp,SF,326,2035,6,0,41,0,0.05,normal
tcp,SF,223,6344,3,0,45,0,0.04,normal
tcp,SF,206,854,6,0,33,0,0.03,normal
tcp,SF,320,962,2,0,255,0,0,normal
tcp,SF,233,922,10,0,9,0,0.07,normal
tcp,SF,187,347,12,0,62,0,0.03,normal
tcp,SF,289,2111,4,0,255,0,0,normal
tcp,SF,448,549,9,0,22,0,0.05,normal
tcp,SF,296,1187,34,0,195,0,0.01,normal
tcp,SF,222,576,5,0,32,0,0.05,normal
tcp,SF,255,1727,7,0,255,0.01,0,normal
tcp,SF,297,1969,23,0,255,0,0,normal
tcp,SF,284,148,3,0,6,0,0.03,normal
tcp,SF,319,943,10,0,83,0,0.02,normal
tcp,SF,212,1484,89,0,255,0,0,normal
tcp,SF,168,4555,1,0,1,0,0.11,normal
tcp,SF,466,377,1,0,13,0,0.14,normal
tcp,SF,227,9534,1,0,159,0,0.01,normal
tcp,SF,343,4530,4,0,20,0,0.04,normal
tcp,REJ,0,0,1,1,74,0,0.07,normal
tcp,SF,169,2183,1,0,8,0,0.06,normal
tcp,SF,293,1658,5,0,92,0,0.03,normal
tcp,SF,253,4066,2,0,82,0,0.03,normal
tcp,SF,210,63203,14,0,22,0,0.04,normal
tcp,REJ,0,0,1,1,22,0,0.04,normal
tcp,SF,209,3074,1,0,22,0,0.03,normal
tcp,SF,360,3737,7,0,255,0,0,normal
tcp,SF,240,2052,9,0,33,0,0.02,normal
tcp,SF,213,656,7,0,255,0,0,normal
tcp,SF,314,2387,16,0,139,0,0.05,normal
tcp,SF,236,261,17,0,20,0,0.01,normal
tcp,SF,325,6665,5,0,255,0,0,normal
tcp,SF,327,2109,23,0,128,0,0.04,normal
tcp,SF,238,422,14,0,66,0,0.04,normal
tcp,SF,305,309,5,0,31,0,0.02,normal
tcp,SF,318,21580,21,0,3,0,0.04,normal
tcp,SF,323,4771,4,0,4,0,0.02,normal
tcp,REJ,0,0,1,0,234,0.01,0,normal
tcp,REJ,0,0,1,1,4,0,0.08,normal
tcp,SF,295,26504,5,0,10,0,0.01,normal
tcp,SF,289,3229,15,0,186,0,0.01,normal
tcp,SF,297,277,6,0,125,0,0.05,normal
tcp,SF,216,648,7,0,33,0,0.04,normal
tcp,SF,307,426,17,0,96,0,0.02,normal
tcp,REJ,0,0,1,1,1,0,0.04,normal
tcp,SF,302,1113,12,0,36,0,0.04,normal
tcp,SF,296,2507,6,0,255,0.01,0,normal
tcp,SF,199,4729,7,0,36,0,0.02,normal
tcp,SF,287,690,11,0,255,0,0,normal
tcp,SF,311,2133,19,0,255,0,0,normal
tcp,SF,199,450,3,0,209,0,0.01,normal
tcp,SF,249,677,17,0,255,0,0,normal
tcp,SF,325,2006,12,0,10,0,0.07,normal
tcp,SF,157,9185,1,0,4,0,0.03,normal
tcp,SF,240,11753,7,0,97,0,0.02,normal
tcp,SF,236,1423,11,0,255,0,0,normal
tcp,SF,289,468,2,0,50,0,0.02,normal
tcp,SF,157,9109,17,0,255,0,0,normal
tcp,REJ,0,0,3,1,15,0,0.17,normal
tcp,S1,0,0,1,0,255,0,0,normal
tcp,SF,244,2619,31,0,31,0,0.01,normal
tcp,SF,332,1722,15,0,255,0,0,normal
tcp,REJ,0,0,1,1,116,0,0.15,normal
tcp,SF,227,5770,29,0,255,0,0,normal
tcp,SF,282,1745,8,0,72,0,0.04,normal
tcp,SF,212,259,21,0,255,0,0,normal
tcp,SF,203,1896,4,0,255,0,0,normal
tcp,SF,297,446,29,0,69,0,0.03,normal
tcp,REJ,0,0,1,1,1,0,0.24,normal
tcp,SF,184,5288,3,0,2,0,0.08,normal
tcp,SF,219,1069,12,0,76,0,0.02,normal
tcp,SF,304,929,19,0,14,0,0.08,normal
tcp,SF,288,751,48,0,70,0,0.01,normal
tcp,SF,197,412,11,0,53,0,0.03,normal
tcp,SF,302,307,3,0,255,0,0,normal
tcp,SF,259,7466,9,0,9,0,0.03,normal
tcp,SF,325,1252,24,0,50,0,0.01,normal
tcp,SF,237,1273,14,0,35,0,0.01,normal
tcp,REJ,0,0,1,1,7,0,0.22,normal
tcp,SF,229,782,12,0,255,0,0,normal
tcp,SF,225,12922,10,0,255,0,0,normal
tcp,SF,234,3957,20,0,255,0,0,normal
tcp,SF,209,3299,1,0,1,0,0.02,normal
tcp,SF,322,1564,9,0,255,0,0,normal
tcp,RSTO,0,0,4,1,8,0,0.01,normal
tcp,REJ,0,0,1,1,6,0,0.13,normal
tcp,SF,325,3280,4,0,25,0,0.05,normal
tcp,SF,262,4928,4,0,180,0,0.01,normal
tcp,SF,204,6356,18,0,255,0,0,normal
tcp,SF,216,498,7,0,255,0,0,normal
tcp,SF,200,8633,7,0,31,0,0.04,normal
tcp,SF,234,622,17,0,255,0,0,normal
tcp,SF,226,7897,20,0,19,0,0.05,normal
tcp,SF,153,33054,8,0,255,0,0,normal
tcp,SF,319,807,25,0,255,0,0,normal
tcp,SF,234,327,44,0,204,0,0.02,normal
tcp,SF,255,453,6,0,79,0,0.02,normal
tcp,REJ,0,0,2,1,1,0,0.35,normal
tcp,SF,279,171,5,0,6,0,0.04,normal
tcp,SF,220,2506,5,0,57,0,0.02,normal
tcp,SF,212,1744,3,0,3,0,0.04,normal
tcp,SF,300,3485,6,0,40,0,0.05,normal
tcp,SF,299,3200,14,0,255,0,0,normal
tcp,SF,274,397,13,0,255,0,0,normal
tcp,SF,356,7095,33,0,255,0,0,normal
tcp,SF,285,1151,14,0,22,0,0.04,normal
tcp,SF,211,1018,15,0,15,0,0.03,normal
tcp,SF,227,762,17,0,202,0,0.02,normal
tcp,SF,204,4624,36,0,98,0,0.02,normal
tcp,RSTO,0,0,13,0.33,255,0,0,normal
tcp,SF,315,369,14,0,255,0,0,normal
tcp,SF,153,35215,12,0,255,0,0,normal
tcp,SF,210,1367,2,0,2,0,0.02,normal
tcp,SF,203,745,10,0,5,0,0.07,normal
tcp,SF,266,25618,1,0,7,0,0.01,normal
tcp,REJ,0,0,1,1,2,0,0.21,normal
tcp,SF,307,272,11,0,36,0,0.02,normal
tcp,SF,320,12922,53,0,255,0,0,normal
tcp,SF,308,9021,7,0,21,0,0.05,normal
tcp,SF,215,597,9,0,154,0,0.02,normal
tcp,SF,236,3429,22,0,83,0,0.02,normal
tcp,SF,224,2606,7,0,86,0,0.02,normal
tcp,SF,225,13038,5,0,63,0,0.04,normal
tcp,SF,295,6591,7,0,21,0,0.09,normal
tcp,SF,273,881,1,0,135,0,0.05,normal
tcp,SF,313,3132,13,0,13,0,0.04,normal
tcp,SF,249,10478,2,0,255,0.01,0,normal
tcp,SF,285,1693,6,0,6,0,0.07,normal
tcp,SF,213,124,5,0,74,0,0.04,normal
tcp,SF,239,4062,8,0,255,0,0,normal
tcp,SF,241,3758,5,0,88,0,0.05,normal
tcp,SF,186,6267,20,0,109,0,0.03,normal
tcp,SF,326,1528,32,0,255,0,0,normal
tcp,REJ,0,0,11,0.73,32,0,0.18,normal
tcp,SF,309,296,16,0,255,0,0,normal
tcp,SF,316,267,5,0,255,0,0,normal
tcp,SF,327,362,27,0,255,0,0,normal
tcp,SF,317,6821,3,0,11,0,0.05,normal
tcp,SF,337,4453,6,0,255,0,0,normal
tcp,SF,454,3177,10,0,4,0,0.06,normal
tcp,SF,262,431,1,0,1,0,0.05,normal
tcp,SF,243,357,33,0,12,0,0.06,normal
tcp,SF,384,546,18,0,36,0,0.05,normal
tcp,REJ,0,0,1,1,3,0,0.21,normal
tcp,SF,166,4517,3,0,3,0,0.04,normal
tcp,SF,171,166,1,0,255,0,0,normal
tcp,SF,321,986,6,0,24,0,0.02,normal
tcp,REJ,0,0,1,1,15,0,0.13,normal
tcp,SF,227,1484,7,0,174,0,0.02,normal
tcp,REJ,0,0,1,1,8,0,0.02,normal
tcp,SF,271,2422,11,0,11,0,0.06,normal
tcp,SF,209,619,9,0,29,0,0.04,normal
tcp,SF,248,608,8,0,255,0,0,normal
tcp,SF,179,18391,9,0,255,0,0,normal
tcp,SF,232,550,22,0,255,0,0,normal
tcp,SF,270,44058,1,0,130,0,0.01,normal
tcp,SF,304,4159,14,0,255,0,0,normal
tcp,SF,189,12615,13,0,4,0,0.02,normal
tcp,SF,276,80498,1,0,255,0.01,0,normal
tcp,SF,191,5678,9,0,8,0,0.02,normal
tcp,SF,316,3433,11,0,78,0,0.01,normal
tcp,SF,229,479,6,0,255,0,0,normal
tcp,REJ,0,0,1,1,2,0,0.17,normal
tcp,SF,192,1516,3,0,8,0,0.09,normal
tcp,SF,309,2507,13,0,255,0.02,0,normal
tcp,SF,278,5593,15,0,25,0,0.04,normal
tcp,SF,214,1504,5,0,5,0,0.07,normal
tcp,SF,204,313,38,0,255,0,0,normal
tcp,SF,380,5851,5,0,255,0,0,normal
tcp,SF,237,9308,5,0,1,0,0.04,normal
tcp,SF,240,791,14,0,54,0,0.05,normal
tcp,SF,329,818,8,0,46,0,0.02,normal
tcp,SF,271,147,10,0,1,0,0.03,normal
tcp,SF,227,1300,21,0,43,0,0.02,normal
tcp,SF,246,2327,23,0,60,0,0.06,normal
tcp,SF,231,561,12,0,11,0,0.06,normal
tcp,SF,190,1925,7,0,255,0,0,normal
tcp,SF,320,11132,10,0,34,0,0.04,normal
tcp,SF,289,670,4,0,255,0,0,normal
tcp,SF,330,2155,10,0,168,0,0.02,normal
tcp,SF,335,728,21,0,255,0,0,normal
tcp,SF,204,375,23,0,160,0,0.01,normal
tcp,REJ,0,0,2,1,8,0,0.11,normal
tcp,SF,195,10849,3,0,5,0,0.06,normal
tcp,SF,291,261,8,0,255,0,0,normal
tcp,SF,284,8079,1,0,31,0,0.01,normal
tcp,SF,250,270,1,0,255,0,0,normal
tcp,SF,234,685,77,0,132,0,0.02,normal
tcp,SF,273,11943,31,0,126,0,0.01,normal
tcp,SF,312,1984,2,0,55,0,0.02,normal
tcp,SF,217,1591,11,0,136,0,0.03,normal
tcp,SF,225,3926,5,0,255,0,0,normal
tcp,SF,201,8222,1,0,136,0,0.04,normal
tcp,SF,218,20131,1,0,1,0,0.01,normal
tcp,SF,297,29678,1,0,68,0,0.02,normal
tcp,SF,232,8119,19,0,10,0,0.05,normal
tcp,SF,238,1585,21,0,93,0,0.02,normal
tcp,SF,252,451,3,0,255,0,0,normal
tcp,SF,352,720,4,0,141,0,0.03,normal
tcp,SF,192,36186,1,0,255,0,0,normal
tcp,SF,289,2804,3,0,9,0,0.04,normal
tcp,SF,342,382,9,0,255,0,0,normal
tcp,SF,167,10962,2,0,108,0,0.03,normal
tcp,SF,386,9683,5,0,15,0,0.02,normal
tcp,SF,263,10939,2,0,10,0,0.05,normal
tcp,SF,332,281,7,0,255,0.01,0,normal
tcp,SF,234,1434,7,0,6,0,0.02,normal
tcp,SF,315,2084,7,0,7,0,0.01,normal
tcp,SF,214,278,24,0,7,0,0.05,normal
tcp,SF,218,1342,2,0,34,0,0.05,normal
tcp,SF,301,2545,5,0,255,0,0,normal
tcp,SF,207,3018,7,0,50,0,0.05,normal
tcp,SF,267,1619,1,0,255,0.01,0,normal
tcp,SF,326,2445,4,0,78,0,0.02,normal
tcp,SF,265,3773,20,0,41,0,0.04,normal
tcp,SF,336,950,47,0,114,0,0.02,normal
tcp,SF,164,7096,6,0,9,0,0.05,normal
tcp,SF,333,1300,17,0,16,0,0.05,normal
tcp,REJ,0,0,1,1,2,0,0.12,normal
tcp,SF,223,14244,6,0,25,0,0.06,normal
tcp,SF,228,1621,14,0,34,0,0.05,normal
tcp,SF,197,321,54,0,115,0,0.03,normal
tcp,SF,258,4302,9,0,1,0,0.5,normal
tcp,SF,220,3876,34,0,49,0,0.04,normal
tcp,SF,283,450,11,0,53,0,0.05,normal
tcp,SF,190,1928,22,0,255,0,0,normal
tcp,SF,322,3327,15,0,19,0,0.04,normal
tcp,SF,209,2198,6,0,19,0,0.04,normal
tcp,SF,229,19107,2,0,20,0,0.02,normal
tcp,SF,229,5048,13,0,17,0,0.06,normal
tcp,SF,216,1308,30,0,130,0,0.02,normal
tcp,REJ,0,0,1,1,41,0,0.1,normal
tcp,SF,185,19735,13,0,255,0,0,normal
tcp,SF,291,1396,1,0,255,0,0,normal
tcp,SF,327,1041,10,0,100,0,0.03,normal
tcp,SF,202,5197,6,0,4,0,0.05,normal
tcp,SF,312,30739,4,0,155,0,0.03,normal
tcp,REJ,0,0,1,1,115,0,0.03,normal
tcp,SF,261,281,4,0,255,0.01,0,normal
tcp,SF,298,279,26,0,69,0,0.07,normal
tcp,SF,224,693,12,0,123,0,0.05,normal
tcp,SF,304,2824,19,0,97,0,0.04,normal
tcp,SF,216,484,7,0,70,0,0.06,normal
tcp,SF,215,1431,13,0,64,0,0.02,normal
tcp,SF,180,4199,39,0,108,0,0.03,normal
tcp,SF,307,782,11,0,53,0,0.02,normal
tcp,SF,162,2966,1,0,1,0,0.02,normal
tcp,SF,314,271,15,0,255,0,0,normal
tcp,SF,237,876,16,0,122,0,0.02,normal
tcp,SF,0,381,25,0,244,0,0.01,normal
tcp,SF,233,19796,1,0,185,0,0.02,normal
tcp,SF,289,406,12,0,255,0,0,normal
tcp,SF,415,235,13,0,14,0,0.04,normal
tcp,SF,246,392,8,0,27,0,0.01,normal
tcp,SF,211,43148,11,0,180,0,0.02,normal
tcp,SF,296,1425,4,0,115,0,0.02,normal
tcp,SF,288,294,12,0,144,0,0.02,normal
tcp,SF,233,13614,3,0,10,0,0.01,normal
tcp,SF,256,3123,17,0,110,0,0.02,normal
tcp,SF,204,8064,9,0,255,0,0,normal
tcp,SF,188,5556,2,0,228,0,0.01,normal
tcp,SF,171,4145,9,0,214,0,0,normal
tcp,SF,313,927,8,0,8,0,0.06,normal
tcp,SF,297,1645,4,0,15,0,0.01,normal
tcp,SF,232,310,4,0,255,0,0,normal
tcp,SF,222,1159,3,0,6,0,0.04,normal
tcp,SF,240,369,4,0,4,0,0.01,normal
tcp,SF,328,321,15,0,255,0,0,normal
tcp,SF,219,1579,12,0,60,0,0.02,normal
tcp,SF,240,6445,14,0,255,0,0,normal
tcp,SF,235,405,2,0,255,0,0,normal
tcp,SF,335,630,28,0,9,0,0.06,normal
tcp,SF,299,1075,5,0,81,0.02,0,normal
tcp,SF,201,2491,19,0,255,0,0,normal
tcp,SF,267,23875,12,0,211,0,0.04,normal
tcp,SF,377,2654,5,0,78,0,0.03,normal
tcp,SF,185,504,2,0,255,0,0,normal
tcp,SF,215,3256,8,0,32,0,0.06,normal
tcp,SF,235,12623,5,0,255,0,0,normal
tcp,SF,236,13452,1,0,1,0,0.04,normal
tcp,SF,230,1582,25,0,21,0,0.02,normal
tcp,SF,241,300,2,0,255,0,0,normal
tcp,REJ,0,0,1,1,8,0,0.09,normal
tcp,SF,238,3307,3,0,3,0,0.05,normal
tcp,SF,204,9180,7,0,154,0,0.03,normal
tcp,SF,232,2382,3,0,255,0,0,normal
tcp,SF,228,686,9,0,26,0,0.01,normal
tcp,SF,229,2658,3,0,255,0,0,normal
