% isAttack normal:	571
% isAttack attack:	3229
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,17,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_host_count numeric
@attribute isAttack {normal,attack}

@data
OTH,49,attack
S1,100,attack
S1,100,attack
S1,99,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
OTH,29,attack
S1,100,attack
S1,100,attack
OTH,50,attack
S1,100,attack
S1,99,attack
S1,100,attack
OTH,50,attack
OTH,22,attack
OTH,55,attack
S1,100,attack
S1,100,attack
OTH,100,attack
S1,100,attack
S1,100,attack
S1,1,attack
S1,100,attack
RSTO,88,attack
OTH,50,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
OTH,61,attack
OTH,89,attack
OTH,50,attack
OTH,50,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,49,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,53,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
OTH,50,attack
OTH,50,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,48,attack
S1,100,attack
S1,100,attack
OTH,88,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,39,attack
OTH,36,attack
OTH,50,attack
S1,100,attack
S1,100,attack
OTH,50,attack
OTH,10,attack
RSTO,100,attack
OTH,50,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
S1,82,attack
S1,100,attack
S1,100,attack
OTH,57,attack
S1,100,attack
S2,100,attack
OTH,45,attack
OTH,100,attack
S1,100,attack
RSTO,100,attack
S1,99,attack
S1,100,attack
S1,100,attack
OTH,49,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
RSTO,99,attack
OTH,47,attack
S1,100,attack
OTH,89,attack
S1,100,attack
OTH,34,attack
OTH,50,attack
S1,100,attack
RSTO,43,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,98,attack
OTH,45,attack
OTH,50,attack
S1,100,attack
S1,100,attack
OTH,47,attack
S1,100,attack
S1,100,attack
S1,100,attack
RSTO,100,attack
OTH,84,attack
OTH,50,attack
OTH,50,attack
S1,100,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,50,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
RSTO,100,attack
OTH,50,attack
S1,100,attack
S1,99,attack
S1,100,attack
OTH,51,attack
RSTO,100,attack
OTH,87,attack
S1,99,attack
OTH,65,attack
OTH,91,attack
S1,100,attack
OTH,10,attack
OTH,50,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,89,attack
S1,100,attack
OTH,23,attack
OTH,53,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,54,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,50,attack
OTH,76,attack
S1,100,attack
S1,100,attack
S1,100,attack
RSTO,99,attack
S1,100,attack
OTH,53,attack
S1,100,attack
OTH,84,attack
S1,100,attack
RSTO,28,attack
S1,100,attack
S1,100,attack
OTH,46,attack
RSTO,87,attack
OTH,50,attack
OTH,51,attack
OTH,50,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
RSTO,100,attack
S1,100,attack
RSTO,100,attack
RSTO,32,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,50,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,50,attack
S1,100,attack
OTH,50,attack
S1,100,attack
RSTO,100,attack
S1,100,attack
OTH,4,attack
S1,100,attack
OTH,57,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,47,attack
S1,100,attack
S1,100,attack
OTH,80,attack
OTH,50,attack
S1,100,attack
S1,100,attack
RSTO,55,attack
OTH,50,attack
S1,100,attack
S1,100,attack
OTH,50,attack
S2,100,attack
OTH,98,attack
RSTO,63,attack
RSTO,81,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
RSTO,100,attack
OTH,89,attack
OTH,50,attack
OTH,73,attack
S1,100,attack
S1,100,attack
S1,89,attack
S1,100,attack
RSTO,75,attack
S1,100,attack
OTH,50,attack
OTH,90,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S2,100,attack
S1,100,attack
S2,100,attack
OTH,54,attack
OTH,90,attack
S1,100,attack
OTH,86,attack
OTH,50,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,27,attack
OTH,30,attack
OTH,50,attack
S1,100,attack
OTH,44,attack
OTH,100,attack
RSTO,97,attack
S1,100,attack
S1,100,attack
OTH,50,attack
OTH,50,attack
S2,100,attack
OTH,92,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,20,attack
OTH,53,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,24,attack
OTH,40,attack
S1,100,attack
OTH,6,attack
S1,100,attack
S1,100,attack
RSTO,100,attack
S1,100,attack
OTH,48,attack
S1,100,attack
OTH,50,attack
S1,100,attack
OTH,29,attack
OTH,50,attack
S1,86,attack
S1,100,attack
S1,100,attack
OTH,52,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,79,attack
S1,100,attack
S1,100,attack
OTH,71,attack
OTH,7,attack
OTH,50,attack
S1,100,attack
OTH,47,attack
OTH,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,61,attack
S1,100,attack
S1,89,attack
OTH,53,attack
OTH,50,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,39,attack
S2,100,attack
OTH,12,attack
OTH,77,attack
S1,100,attack
OTH,46,attack
RSTO,100,attack
OTH,45,attack
S1,100,attack
S1,100,attack
RSTO,99,attack
S1,100,attack
OTH,50,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
OTH,72,attack
OTH,88,attack
S1,100,attack
OTH,50,attack
OTH,50,attack
S1,100,attack
OTH,50,attack
OTH,60,attack
S1,100,attack
S1,100,attack
S1,89,attack
OTH,50,attack
OTH,80,attack
OTH,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
RSTO,99,attack
S1,100,attack
OTH,50,attack
S1,100,attack
S1,100,attack
S1,100,attack
RSTO,100,attack
OTH,86,attack
S1,100,attack
OTH,48,attack
S1,100,attack
RSTO,98,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,85,attack
OTH,49,attack
S1,100,attack
RSTO,99,attack
OTH,50,attack
S1,100,attack
OTH,47,attack
RSTO,99,attack
OTH,50,attack
OTH,50,attack
OTH,49,attack
S1,100,attack
OTH,34,attack
S1,100,attack
S1,89,attack
S1,100,attack
S1,100,attack
OTH,48,attack
OTH,6,attack
S1,100,attack
S1,100,attack
OTH,50,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,45,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,44,attack
RSTO,100,attack
OTH,67,attack
OTH,50,attack
OTH,88,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,50,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
S1,67,attack
OTH,67,attack
OTH,100,attack
S1,100,attack
OTH,40,attack
S1,100,attack
RSTO,100,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
S2,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S2,100,attack
OTH,87,attack
S1,100,attack
OTH,53,attack
OTH,50,attack
S2,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,76,attack
S1,100,attack
OTH,23,attack
S1,100,attack
OTH,46,attack
OTH,50,attack
S1,100,attack
S1,100,attack
OTH,48,attack
S1,100,attack
OTH,57,attack
OTH,84,attack
S1,100,attack
RSTO,100,attack
S1,100,attack
OTH,77,attack
S1,100,attack
OTH,45,attack
S1,100,attack
OTH,71,attack
S1,100,attack
S1,100,attack
OTH,50,attack
S1,100,attack
S1,100,attack
S2,100,attack
RSTO,100,attack
OTH,50,attack
S1,100,attack
OTH,50,attack
S1,100,attack
OTH,50,attack
S1,100,attack
OTH,50,attack
OTH,34,attack
S1,100,attack
OTH,1,attack
OTH,50,attack
OTH,50,attack
OTH,51,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,48,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,88,attack
OTH,50,attack
RSTO,100,attack
OTH,45,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,49,attack
OTH,90,attack
S1,100,attack
RSTO,87,attack
S2,100,attack
S1,100,attack
OTH,50,attack
OTH,83,attack
OTH,50,attack
OTH,92,attack
S1,99,attack
OTH,50,attack
S1,100,attack
OTH,30,attack
S1,100,attack
S1,94,attack
OTH,54,attack
S1,100,attack
OTH,88,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,100,attack
S2,100,attack
OTH,50,attack
OTH,82,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,50,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
OTH,53,attack
S1,100,attack
S1,100,attack
OTH,65,attack
OTH,50,attack
OTH,81,attack
OTH,35,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,80,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,89,attack
OTH,50,attack
S1,100,attack
S1,100,attack
OTH,100,attack
S1,100,attack
S1,100,attack
OTH,53,attack
S1,100,attack
OTH,63,attack
S1,100,attack
OTH,92,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,49,attack
OTH,100,attack
S1,99,attack
S1,100,attack
S1,100,attack
S1,100,attack
RSTO,100,attack
OTH,50,attack
S1,100,attack
RSTO,100,attack
RSTO,100,attack
OTH,46,attack
S1,100,attack
RSTO,63,attack
OTH,50,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,84,attack
OTH,50,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,99,attack
OTH,48,attack
OTH,84,attack
OTH,50,attack
S2,100,attack
S1,100,attack
OTH,50,attack
S1,100,attack
S1,100,attack
S1,100,attack
RSTO,99,attack
OTH,20,attack
RSTO,100,attack
OTH,50,attack
OTH,44,attack
S1,99,attack
S1,100,attack
S1,100,attack
S1,100,attack
RSTO,8,attack
OTH,43,attack
OTH,50,attack
S1,100,attack
S1,100,attack
S1,70,attack
OTH,80,attack
S1,100,attack
RSTO,16,attack
S1,100,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
RSTO,100,attack
OTH,43,attack
S1,100,attack
S1,100,attack
OTH,52,attack
S1,100,attack
RSTO,100,attack
OTH,75,attack
OTH,50,attack
S1,94,attack
S1,100,attack
S1,99,attack
OTH,71,attack
S1,100,attack
S1,100,attack
OTH,50,attack
OTH,51,attack
RSTO,100,attack
OTH,92,attack
S1,100,attack
OTH,100,attack
OTH,55,attack
OTH,50,attack
OTH,4,attack
OTH,50,attack
S1,93,attack
OTH,50,attack
RSTO,13,attack
S1,100,attack
OTH,50,attack
OTH,50,attack
S1,100,attack
S1,99,attack
RSTO,71,attack
S1,100,attack
OTH,50,attack
OTH,45,attack
S1,99,attack
