% isAttack HIGH_RATE:	888
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R4,9,12,18,21,23,27'

@attribute src_bytes numeric
@attribute srv_count numeric
@attribute rerror_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_serror_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
78,5589,0,62,0.02,0,HIGH_RATE
78,3297,0,60,0.02,0,HIGH_RATE
78,1325,0,64,0.02,0,HIGH_RATE
78,6277,0,59,0.02,0,HIGH_RATE
78,2384,0,62,0.02,0,HIGH_RATE
78,848,0,64,0.02,0,HIGH_RATE
78,2690,0,61,0.02,0,HIGH_RATE
78,4386,0,58,0.02,0,HIGH_RATE
78,4908,0,66,0.01,0,HIGH_RATE
78,6309,0,63,0.02,0,HIGH_RATE
78,5888,0,66,0.01,0,HIGH_RATE
78,3114,0,72,0.01,0,HIGH_RATE
78,225,0,63,0.02,0,HIGH_RATE
78,6230,0,57,0,0,HIGH_RATE
78,2617,0,63,0.02,0,HIGH_RATE
78,3295,0,63,0.02,0,HIGH_RATE
78,291,0,63,0.02,0,HIGH_RATE
78,3484,0,62,0.02,0,HIGH_RATE
78,5337,0,66,0.01,0,HIGH_RATE
78,85,0,57,0.02,0,HIGH_RATE
78,393,0,60,0.02,0,HIGH_RATE
78,2125,0,72,0.01,0,HIGH_RATE
78,3204,0,60,0.02,0,HIGH_RATE
78,5327,0,59,0.02,0,HIGH_RATE
78,4704,0,66,0.01,0,HIGH_RATE
78,6313,0,63,0.02,0,HIGH_RATE
78,3646,0,63,0.02,0,HIGH_RATE
78,1197,0,61,0.02,0,HIGH_RATE
78,1775,0,62,0.02,0,HIGH_RATE
78,1427,0,69,0.01,0,HIGH_RATE
78,3438,0,66,0.01,0,HIGH_RATE
78,5129,0,66,0.01,0,HIGH_RATE
78,5810,0,69,0.01,0,HIGH_RATE
78,2708,0,63,0.02,0,HIGH_RATE
78,2436,0,62,0.02,0,HIGH_RATE
78,992,0,65,0.03,0,HIGH_RATE
78,105,0,60,0.03,0,HIGH_RATE
78,1549,0,66,0.01,0,HIGH_RATE
78,5496,0,64,0.02,0,HIGH_RATE
78,5030,0,64,0.02,0,HIGH_RATE
78,608,0,60,0.02,0,HIGH_RATE
78,1384,0,64,0.02,0,HIGH_RATE
78,2605,0,63,0.02,0,HIGH_RATE
78,759,0,70,0.01,0,HIGH_RATE
78,4419,0,61,0.02,0,HIGH_RATE
78,4216,0,60,0,0,HIGH_RATE
78,3520,0,67,0.01,0,HIGH_RATE
78,2364,0,61,0.02,0,HIGH_RATE
78,3077,0,64,0.02,0,HIGH_RATE
78,6321,0,60,0.02,0,HIGH_RATE
78,816,0,60,0.02,0,HIGH_RATE
78,2977,0,61,0.02,0,HIGH_RATE
78,3836,0,66,0.01,0,HIGH_RATE
78,2372,0,63,0.02,0,HIGH_RATE
78,5012,0,62,0.02,0,HIGH_RATE
78,2653,0,65,0.02,0,HIGH_RATE
78,3340,0,58,0.02,0,HIGH_RATE
78,4547,0,70,0.01,0,HIGH_RATE
78,4432,0,61,0.02,0,HIGH_RATE
78,64,0,64,0.02,0,HIGH_RATE
78,4055,0,57,0.02,0,HIGH_RATE
78,6195,0,60,0.02,0,HIGH_RATE
78,4348,0,56,0.02,0,HIGH_RATE
78,3647,0,57,0.02,0,HIGH_RATE
78,5211,0,50,0.02,0,HIGH_RATE
78,4891,0,63,0.02,0,HIGH_RATE
78,2102,0,72,0.01,0,HIGH_RATE
78,3427,0,62,0.02,0,HIGH_RATE
78,5399,0,61,0.02,0,HIGH_RATE
78,3726,0,60,0.02,0,HIGH_RATE
78,2980,0,59,0.02,0,HIGH_RATE
78,4944,0,68,0.01,0,HIGH_RATE
78,3500,0,53,0.02,0,HIGH_RATE
78,1305,0,66,0.01,0,HIGH_RATE
78,5035,0,64,0.02,0,HIGH_RATE
78,1841,0,63,0.02,0,HIGH_RATE
78,1392,0,71,0.01,0,HIGH_RATE
78,4379,0,55,0.02,0,HIGH_RATE
78,1983,0,61,0.02,0,HIGH_RATE
78,4567,0,62,0.02,0,HIGH_RATE
78,3799,0,56,0.02,0,HIGH_RATE
78,5358,0,60,0.02,0,HIGH_RATE
78,5268,0,66,0.01,0,HIGH_RATE
78,2904,0,62,0.02,0,HIGH_RATE
78,4172,0,62,0.02,0,HIGH_RATE
78,1075,0,65,0.02,0,HIGH_RATE
78,6178,0,66,0.01,0,HIGH_RATE
78,1375,0,59,0.02,0,HIGH_RATE
78,1435,0,63,0.02,0,HIGH_RATE
78,960,0,60,0.02,0,HIGH_RATE
78,1929,0,64,0.02,0,HIGH_RATE
78,770,0,70,0.01,0,HIGH_RATE
78,5997,0,64,0.02,0,HIGH_RATE
78,5321,0,65,0.02,0,HIGH_RATE
78,3336,0,63,0.02,0,HIGH_RATE
78,2751,0,65,0.02,0,HIGH_RATE
78,1814,0,63,0.02,0,HIGH_RATE
78,1812,0,63,0.02,0,HIGH_RATE
78,4460,0,62,0.02,0,HIGH_RATE
78,1271,0,63,0.02,0,HIGH_RATE
78,4942,0,66,0.01,0,HIGH_RATE
78,539,0,62,0.02,0,HIGH_RATE
78,4976,0,65,0.02,0,HIGH_RATE
78,4678,0,59,0.02,0,HIGH_RATE
78,431,0,65,0.03,0,HIGH_RATE
78,4717,0,58,0.02,0,HIGH_RATE
78,4735,0,62,0.02,0,HIGH_RATE
78,978,0,62,0.02,0,HIGH_RATE
78,4339,0,56,0.02,0,HIGH_RATE
78,2357,0,57,0.02,0,HIGH_RATE
78,4851,0,63,0.02,0,HIGH_RATE
78,2748,0,62,0.02,0,HIGH_RATE
78,677,0,81,0.02,0,HIGH_RATE
78,1874,0,67,0.01,0,HIGH_RATE
78,5514,0,68,0.01,0,HIGH_RATE
78,786,0,69,0.01,0,HIGH_RATE
78,3869,0,62,0.02,0,HIGH_RATE
78,2050,0,59,0.02,0,HIGH_RATE
78,6070,0,65,0.02,0,HIGH_RATE
78,1158,0,67,0.01,0,HIGH_RATE
78,5025,0,66,0.03,0,HIGH_RATE
78,6006,0,64,0.02,0,HIGH_RATE
78,1255,0,65,0.02,0,HIGH_RATE
78,504,0,68,0.01,0,HIGH_RATE
78,472,0,64,0.02,0,HIGH_RATE
78,6002,0,66,0.01,0,HIGH_RATE
78,1118,0,70,0.01,0,HIGH_RATE
78,3609,0,58,0.02,0,HIGH_RATE
78,24,0,24,0,0,HIGH_RATE
78,4760,0,62,0.02,0,HIGH_RATE
78,1365,0,58,0.02,0,HIGH_RATE
78,3727,0,61,0.02,0,HIGH_RATE
78,5400,0,61,0.02,0,HIGH_RATE
78,4145,0,74,0.03,0,HIGH_RATE
78,5369,0,61,0.02,0,HIGH_RATE
78,999,0,70,0.01,0,HIGH_RATE
78,758,0,70,0.01,0,HIGH_RATE
78,3386,0,62,0.02,0,HIGH_RATE
78,1982,0,61,0.02,0,HIGH_RATE
78,5433,0,58,0.02,0,HIGH_RATE
78,2296,0,63,0.02,0,HIGH_RATE
78,4758,0,63,0.02,0,HIGH_RATE
78,1430,0,62,0.02,0,HIGH_RATE
78,2270,0,69,0.01,0,HIGH_RATE
78,6062,0,68,0.01,0,HIGH_RATE
78,2843,0,62,0.02,0,HIGH_RATE
78,1217,0,56,0.02,0,HIGH_RATE
78,3622,0,58,0.02,0,HIGH_RATE
78,6219,0,58,0.02,0,HIGH_RATE
78,1468,0,63,0.02,0,HIGH_RATE
78,5779,0,61,0.02,0,HIGH_RATE
78,2793,0,61,0.02,0,HIGH_RATE
78,1161,0,70,0.01,0,HIGH_RATE
78,6183,0,71,0.01,0,HIGH_RATE
78,2330,0,58,0.02,0,HIGH_RATE
78,498,0,68,0.03,0,HIGH_RATE
78,654,0,79,0.03,0,HIGH_RATE
78,1327,0,66,0.01,0,HIGH_RATE
78,2761,0,65,0.02,0,HIGH_RATE
78,3926,0,64,0.02,0,HIGH_RATE
78,2518,0,62,0.02,0,HIGH_RATE
78,3963,0,64,0.02,0,HIGH_RATE
78,809,0,57,0.02,0,HIGH_RATE
78,4093,0,67,0.01,0,HIGH_RATE
78,1170,0,58,0.02,0,HIGH_RATE
78,4269,0,60,0.02,0,HIGH_RATE
78,4531,0,62,0.02,0,HIGH_RATE
78,4358,0,61,0.02,0,HIGH_RATE
78,3686,0,69,0.01,0,HIGH_RATE
78,5456,0,64,0.02,0,HIGH_RATE
78,75,0,60,0.02,0,HIGH_RATE
78,3716,0,60,0.02,0,HIGH_RATE
78,4421,0,62,0.02,0,HIGH_RATE
78,5920,0,64,0.02,0,HIGH_RATE
78,4837,0,61,0.02,0,HIGH_RATE
78,617,0,65,0.02,0,HIGH_RATE
78,2780,0,60,0.02,0,HIGH_RATE
78,5102,0,66,0.01,0,HIGH_RATE
78,6280,0,61,0.02,0,HIGH_RATE
78,3082,0,62,0.02,0,HIGH_RATE
78,2623,0,63,0.02,0,HIGH_RATE
78,1886,0,63,0.02,0,HIGH_RATE
78,4126,0,73,0.01,0,HIGH_RATE
78,356,0,54,0.02,0,HIGH_RATE
78,5933,0,55,0.02,0,HIGH_RATE
78,1068,0,61,0.02,0,HIGH_RATE
78,5661,0,61,0.02,0,HIGH_RATE
78,5973,0,62,0.02,0,HIGH_RATE
78,1575,0,63,0.02,0,HIGH_RATE
78,683,0,86,0.02,0,HIGH_RATE
78,5207,0,53,0.02,0,HIGH_RATE
78,672,0,83,0.01,0,HIGH_RATE
78,4925,0,61,0.02,0,HIGH_RATE
78,592,0,61,0.02,0,HIGH_RATE
78,5701,0,62,0.02,0,HIGH_RATE
78,5226,0,62,0.02,0,HIGH_RATE
78,3290,0,70,0.01,0,HIGH_RATE
78,5388,0,65,0.02,0,HIGH_RATE
78,2458,0,63,0.02,0,HIGH_RATE
78,3989,0,60,0.02,0,HIGH_RATE
78,1991,0,58,0.02,0,HIGH_RATE
78,5645,0,61,0.02,0,HIGH_RATE
78,3111,0,72,0.01,0,HIGH_RATE
78,3080,0,62,0.02,0,HIGH_RATE
78,2084,0,66,0.01,0,HIGH_RATE
78,2958,0,59,0.02,0,HIGH_RATE
78,2012,0,63,0.02,0,HIGH_RATE
78,5766,0,73,0.01,0,HIGH_RATE
78,3223,0,62,0.02,0,HIGH_RATE
78,1069,0,62,0.02,0,HIGH_RATE
78,2172,0,57,0.02,0,HIGH_RATE
78,5384,0,64,0.02,0,HIGH_RATE
78,134,0,64,0.02,0,HIGH_RATE
78,5459,0,64,0.02,0,HIGH_RATE
78,404,0,61,0.02,0,HIGH_RATE
78,4574,0,63,0.02,0,HIGH_RATE
78,346,0,63,0.02,0,HIGH_RATE
78,5442,0,59,0,0,HIGH_RATE
78,2280,0,56,0.02,0,HIGH_RATE
78,327,0,58,0.02,0,HIGH_RATE
78,5938,0,52,0.02,0,HIGH_RATE
78,612,0,62,0.02,0,HIGH_RATE
78,3154,0,68,0.01,0,HIGH_RATE
78,4881,0,63,0.02,0,HIGH_RATE
78,3978,0,65,0.02,0,HIGH_RATE
78,6106,0,71,0.01,0,HIGH_RATE
78,224,0,63,0.02,0,HIGH_RATE
78,761,0,70,0.01,0,HIGH_RATE
78,3466,0,59,0.02,0,HIGH_RATE
78,856,0,62,0.02,0,HIGH_RATE
78,3801,0,56,0.02,0,HIGH_RATE
78,1100,0,74,0.01,0,HIGH_RATE
78,5029,0,64,0.02,0,HIGH_RATE
78,2470,0,60,0.02,0,HIGH_RATE
78,2217,0,64,0.02,0,HIGH_RATE
78,201,0,68,0.01,0,HIGH_RATE
78,5493,0,63,0.02,0,HIGH_RATE
78,984,0,68,0.01,0,HIGH_RATE
78,439,0,60,0.02,0,HIGH_RATE
78,4551,0,62,0.02,0,HIGH_RATE
78,4989,0,57,0.02,0,HIGH_RATE
78,3509,0,58,0.02,0,HIGH_RATE
78,5927,0,65,0.02,0,HIGH_RATE
78,5614,0,61,0.02,0,HIGH_RATE
78,2919,0,65,0.02,0,HIGH_RATE
78,6152,0,70,0.01,0,HIGH_RATE
78,1280,0,61,0.02,0,HIGH_RATE
78,2758,0,65,0.02,0,HIGH_RATE
78,4556,0,62,0.02,0,HIGH_RATE
78,2971,0,61,0.02,0,HIGH_RATE
78,4355,0,58,0.03,0,HIGH_RATE
78,336,0,67,0.01,0,HIGH_RATE
78,3561,0,69,0.01,0,HIGH_RATE
78,5711,0,60,0.02,0,HIGH_RATE
78,4647,0,62,0.02,0,HIGH_RATE
78,4342,0,56,0.02,0,HIGH_RATE
78,4877,0,62,0.02,0,HIGH_RATE
78,638,0,72,0.03,0,HIGH_RATE
78,6188,0,74,0.01,0,HIGH_RATE
78,2103,0,73,0.01,0,HIGH_RATE
78,5945,0,57,0.02,0,HIGH_RATE
78,2275,0,62,0.02,0,HIGH_RATE
78,2310,0,60,0.02,0,HIGH_RATE
78,2795,0,61,0.02,0,HIGH_RATE
78,731,0,68,0.01,0,HIGH_RATE
78,1554,0,69,0.01,0,HIGH_RATE
78,3953,0,58,0,0,HIGH_RATE
78,3408,0,69,0.01,0,HIGH_RATE
78,277,0,71,0.01,0,HIGH_RATE
78,1513,0,58,0.02,0,HIGH_RATE
78,1393,0,60,0.02,0,HIGH_RATE
78,136,0,64,0.02,0,HIGH_RATE
78,2440,0,64,0.02,0,HIGH_RATE
78,4607,0,58,0.02,0,HIGH_RATE
78,5516,0,69,0.01,0,HIGH_RATE
78,2461,0,66,0.01,0,HIGH_RATE
78,3118,0,72,0.01,0,HIGH_RATE
78,4691,0,60,0.02,0,HIGH_RATE
78,3576,0,60,0.02,0,HIGH_RATE
78,3108,0,71,0.01,0,HIGH_RATE
78,5257,0,59,0.02,0,HIGH_RATE
78,4506,0,57,0.02,0,HIGH_RATE
78,236,0,63,0.02,0,HIGH_RATE
78,5508,0,65,0.02,0,HIGH_RATE
78,3360,0,64,0.02,0,HIGH_RATE
78,4931,0,65,0.02,0,HIGH_RATE
78,67,0,67,0.01,0,HIGH_RATE
78,3690,0,54,0.02,0,HIGH_RATE
78,1976,0,61,0,0,HIGH_RATE
78,3288,0,68,0.03,0,HIGH_RATE
78,4369,0,62,0.02,0,HIGH_RATE
78,4399,0,61,0.02,0,HIGH_RATE
78,2331,0,58,0.02,0,HIGH_RATE
78,5988,0,63,0.02,0,HIGH_RATE
78,3900,0,60,0.02,0,HIGH_RATE
78,5214,0,53,0.02,0,HIGH_RATE
78,2004,0,60,0.02,0,HIGH_RATE
78,4058,0,57,0.02,0,HIGH_RATE
78,5304,0,64,0.02,0,HIGH_RATE
78,2008,0,59,0.02,0,HIGH_RATE
78,3565,0,66,0.03,0,HIGH_RATE
78,6193,0,71,0.01,0,HIGH_RATE
78,3976,0,65,0.02,0,HIGH_RATE
78,3505,0,54,0.02,0,HIGH_RATE
78,6271,0,59,0.02,0,HIGH_RATE
78,4025,0,55,0.02,0,HIGH_RATE
78,5266,0,66,0.01,0,HIGH_RATE
78,3246,0,67,0.01,0,HIGH_RATE
78,3392,0,63,0.02,0,HIGH_RATE
78,1809,0,63,0.02,0,HIGH_RATE
78,703,0,82,0.01,0,HIGH_RATE
78,5487,0,63,0.03,0,HIGH_RATE
78,3008,0,61,0.02,0,HIGH_RATE
78,3871,0,62,0.02,0,HIGH_RATE
78,1692,0,56,0.02,0,HIGH_RATE
78,4455,0,61,0.02,0,HIGH_RATE
78,4605,0,58,0.02,0,HIGH_RATE
78,6121,0,57,0.02,0,HIGH_RATE
78,5008,0,61,0.02,0,HIGH_RATE
78,1872,0,65,0.02,0,HIGH_RATE
78,1018,0,69,0.01,0,HIGH_RATE
78,565,0,57,0.02,0,HIGH_RATE
78,1146,0,60,0.02,0,HIGH_RATE
78,6222,0,58,0.02,0,HIGH_RATE
78,5822,0,55,0.02,0,HIGH_RATE
78,2611,0,59,0.02,0,HIGH_RATE
78,6342,0,73,0.01,0,HIGH_RATE
78,773,0,71,0.01,0,HIGH_RATE
78,3735,0,66,0.01,0,HIGH_RATE
78,1600,0,61,0.02,0,HIGH_RATE
78,3497,0,58,0.02,0,HIGH_RATE
78,2881,0,58,0.02,0,HIGH_RATE
78,5210,0,54,0.02,0,HIGH_RATE
78,1927,0,63,0.02,0,HIGH_RATE
78,5095,0,60,0.02,0,HIGH_RATE
78,949,0,57,0.02,0,HIGH_RATE
78,3797,0,56,0.02,0,HIGH_RATE
78,3507,0,56,0.02,0,HIGH_RATE
78,3970,0,60,0.02,0,HIGH_RATE
78,1950,0,61,0.02,0,HIGH_RATE
78,2502,0,67,0,0,HIGH_RATE
78,4311,0,61,0.02,0,HIGH_RATE
78,5904,0,58,0.02,0,HIGH_RATE
78,2166,0,51,0.02,0,HIGH_RATE
78,5089,0,60,0.02,0,HIGH_RATE
78,951,0,57,0.02,0,HIGH_RATE
78,1473,0,68,0.01,0,HIGH_RATE
78,5034,0,64,0.02,0,HIGH_RATE
78,1168,0,70,0.01,0,HIGH_RATE
78,3298,0,61,0.02,0,HIGH_RATE
78,5627,0,63,0.02,0,HIGH_RATE
78,5960,0,64,0.02,0,HIGH_RATE
78,3804,0,54,0.02,0,HIGH_RATE
78,1323,0,62,0.02,0,HIGH_RATE
78,3335,0,63,0.02,0,HIGH_RATE
78,88,0,57,0.02,0,HIGH_RATE
78,37,0,37,0,0,HIGH_RATE
78,3696,0,56,0.02,0,HIGH_RATE
78,1010,0,69,0.01,0,HIGH_RATE
78,3339,0,58,0.02,0,HIGH_RATE
78,5359,0,60,0.02,0,HIGH_RATE
78,3522,0,69,0.01,0,HIGH_RATE
78,3397,0,64,0.02,0,HIGH_RATE
78,304,0,54,0.02,0,HIGH_RATE
78,2144,0,63,0.02,0,HIGH_RATE
78,5461,0,64,0.02,0,HIGH_RATE
78,441,0,60,0.02,0,HIGH_RATE
78,4362,0,65,0.02,0,HIGH_RATE
78,1758,0,62,0.02,0,HIGH_RATE
78,3434,0,66,0.01,0,HIGH_RATE
78,487,0,63,0.02,0,HIGH_RATE
78,5497,0,65,0.02,0,HIGH_RATE
78,1228,0,58,0.02,0,HIGH_RATE
78,2288,0,60,0.02,0,HIGH_RATE
78,1152,0,61,0.02,0,HIGH_RATE
78,2036,0,70,0.03,0,HIGH_RATE
78,3150,0,64,0.02,0,HIGH_RATE
78,1806,0,61,0.02,0,HIGH_RATE
78,2590,0,65,0.02,0,HIGH_RATE
78,4856,0,57,0.02,0,HIGH_RATE
78,1126,0,62,0.02,0,HIGH_RATE
78,543,0,62,0.02,0,HIGH_RATE
78,3280,0,65,0.02,0,HIGH_RATE
78,4488,0,66,0.01,0,HIGH_RATE
78,651,0,79,0.03,0,HIGH_RATE
78,595,0,61,0.02,0,HIGH_RATE
78,1455,0,62,0.02,0,HIGH_RATE
78,5222,0,61,0.02,0,HIGH_RATE
78,4484,0,66,0.01,0,HIGH_RATE
78,5370,0,61,0.02,0,HIGH_RATE
78,6256,0,62,0.02,0,HIGH_RATE
78,4503,0,66,0.01,0,HIGH_RATE
78,3374,0,58,0.02,0,HIGH_RATE
78,3129,0,69,0.01,0,HIGH_RATE
78,6189,0,71,0.01,0,HIGH_RATE
78,2142,0,62,0.02,0,HIGH_RATE
78,1903,0,59,0.02,0,HIGH_RATE
78,3109,0,72,0.01,0,HIGH_RATE
78,6092,0,69,0.01,0,HIGH_RATE
78,4327,0,70,0.01,0,HIGH_RATE
78,2673,0,64,0.02,0,HIGH_RATE
78,2211,0,64,0.02,0,HIGH_RATE
78,3886,0,60,0.02,0,HIGH_RATE
78,5252,0,65,0.02,0,HIGH_RATE
78,3832,0,65,0.02,0,HIGH_RATE
78,3895,0,60,0.02,0,HIGH_RATE
78,908,0,61,0.02,0,HIGH_RATE
78,3037,0,57,0.02,0,HIGH_RATE
78,4815,0,61,0.03,0,HIGH_RATE
78,4312,0,62,0.02,0,HIGH_RATE
78,40,0,40,0,0,HIGH_RATE
78,1212,0,56,0.02,0,HIGH_RATE
78,2656,0,65,0.02,0,HIGH_RATE
78,2138,0,61,0.02,0,HIGH_RATE
78,5339,0,66,0.01,0,HIGH_RATE
78,4646,0,61,0.02,0,HIGH_RATE
78,1818,0,59,0.02,0,HIGH_RATE
78,3449,0,71,0.01,0,HIGH_RATE
78,2143,0,62,0.02,0,HIGH_RATE
78,3748,0,66,0.01,0,HIGH_RATE
78,83,0,57,0.02,0,HIGH_RATE
78,3179,0,54,0.02,0,HIGH_RATE
78,3699,0,59,0.02,0,HIGH_RATE
78,254,0,64,0.02,0,HIGH_RATE
78,5763,0,70,0.01,0,HIGH_RATE
78,3952,0,58,0.03,0,HIGH_RATE
78,699,0,92,0.02,0,HIGH_RATE
78,5924,0,65,0.02,0,HIGH_RATE
78,3041,0,61,0.02,0,HIGH_RATE
78,2604,0,63,0.02,0,HIGH_RATE
78,3450,0,71,0.01,0,HIGH_RATE
78,2501,0,67,0.01,0,HIGH_RATE
78,3533,0,56,0.02,0,HIGH_RATE
78,5864,0,61,0.03,0,HIGH_RATE
78,5518,0,59,0.02,0,HIGH_RATE
78,2349,0,61,0.02,0,HIGH_RATE
78,3962,0,64,0.03,0,HIGH_RATE
78,2464,0,59,0.02,0,HIGH_RATE
78,4006,0,61,0.02,0,HIGH_RATE
78,6221,0,58,0.02,0,HIGH_RATE
78,1021,0,69,0.01,0,HIGH_RATE
78,4777,0,61,0.02,0,HIGH_RATE
78,4926,0,61,0.02,0,HIGH_RATE
78,3827,0,61,0.02,0,HIGH_RATE
78,5816,0,55,0.02,0,HIGH_RATE
78,1301,0,62,0.02,0,HIGH_RATE
78,4935,0,66,0.01,0,HIGH_RATE
78,3931,0,66,0.01,0,HIGH_RATE
78,5381,0,64,0.02,0,HIGH_RATE
78,5954,0,58,0.02,0,HIGH_RATE
78,3394,0,63,0.02,0,HIGH_RATE
78,1748,0,61,0.02,0,HIGH_RATE
78,3319,0,69,0.03,0,HIGH_RATE
78,5565,0,65,0.02,0,HIGH_RATE
78,4305,0,55,0.04,0,HIGH_RATE
78,1201,0,61,0.02,0,HIGH_RATE
78,1061,0,57,0.02,0,HIGH_RATE
78,2858,0,62,0.02,0,HIGH_RATE
78,2906,0,62,0.02,0,HIGH_RATE
78,5871,0,61,0.02,0,HIGH_RATE
78,1655,0,63,0.02,0,HIGH_RATE
78,3524,0,64,0.02,0,HIGH_RATE
78,2000,0,63,0.02,0,HIGH_RATE
78,1379,0,59,0.02,0,HIGH_RATE
78,1055,0,57,0,0,HIGH_RATE
78,1004,0,75,0.01,0,HIGH_RATE
78,5491,0,63,0.03,0,HIGH_RATE
78,2498,0,67,0.01,0,HIGH_RATE
78,6194,0,60,0.02,0,HIGH_RATE
78,1340,0,62,0.02,0,HIGH_RATE
78,2947,0,65,0.03,0,HIGH_RATE
78,6157,0,64,0.02,0,HIGH_RATE
78,5582,0,65,0.02,0,HIGH_RATE
78,2960,0,59,0.02,0,HIGH_RATE
78,1461,0,68,0.01,0,HIGH_RATE
78,4880,0,63,0.02,0,HIGH_RATE
78,1434,0,63,0.02,0,HIGH_RATE
78,1159,0,68,0.01,0,HIGH_RATE
78,4418,0,61,0.02,0,HIGH_RATE
78,1505,0,60,0.02,0,HIGH_RATE
78,3600,0,68,0.01,0,HIGH_RATE
78,4915,0,60,0.02,0,HIGH_RATE
78,6089,0,69,0.01,0,HIGH_RATE
78,5465,0,64,0.02,0,HIGH_RATE
78,3122,0,72,0.01,0,HIGH_RATE
78,5731,0,66,0.01,0,HIGH_RATE
78,1696,0,58,0.02,0,HIGH_RATE
78,5678,0,61,0.02,0,HIGH_RATE
78,5538,0,61,0.02,0,HIGH_RATE
78,743,0,68,0.01,0,HIGH_RATE
78,2539,0,63,0,0,HIGH_RATE
78,1463,0,68,0.01,0,HIGH_RATE
78,2018,0,68,0.01,0,HIGH_RATE
78,2250,0,64,0.02,0,HIGH_RATE
78,2490,0,64,0.02,0,HIGH_RATE
78,1734,0,62,0.02,0,HIGH_RATE
78,5755,0,67,0.01,0,HIGH_RATE
78,5294,0,63,0.02,0,HIGH_RATE
78,5182,0,66,0.01,0,HIGH_RATE
78,4502,0,66,0.01,0,HIGH_RATE
78,2473,0,63,0.02,0,HIGH_RATE
78,2782,0,60,0.02,0,HIGH_RATE
78,1079,0,65,0.02,0,HIGH_RATE
78,6083,0,66,0.03,0,HIGH_RATE
78,3430,0,65,0.02,0,HIGH_RATE
78,6172,0,74,0.03,0,HIGH_RATE
78,3259,0,59,0.03,0,HIGH_RATE
78,3325,0,64,0.02,0,HIGH_RATE
78,5952,0,57,0.02,0,HIGH_RATE
78,4897,0,65,0.02,0,HIGH_RATE
78,118,0,61,0.02,0,HIGH_RATE
78,4373,0,62,0.02,0,HIGH_RATE
78,2962,0,59,0.02,0,HIGH_RATE
78,2861,0,62,0.02,0,HIGH_RATE
78,295,0,63,0.02,0,HIGH_RATE
78,5111,0,62,0.02,0,HIGH_RATE
78,1416,0,63,0.02,0,HIGH_RATE
78,3549,0,63,0.02,0,HIGH_RATE
78,2236,0,61,0.02,0,HIGH_RATE
78,1578,0,63,0.02,0,HIGH_RATE
78,5717,0,64,0.02,0,HIGH_RATE
78,6116,0,55,0.02,0,HIGH_RATE
78,131,0,65,0.02,0,HIGH_RATE
78,6297,0,61,0.02,0,HIGH_RATE
78,4911,0,56,0.02,0,HIGH_RATE
78,1867,0,61,0.02,0,HIGH_RATE
78,3636,0,68,0.01,0,HIGH_RATE
78,4514,0,59,0.02,0,HIGH_RATE
78,3075,0,64,0.02,0,HIGH_RATE
78,4015,0,67,0.01,0,HIGH_RATE
78,3330,0,64,0.02,0,HIGH_RATE
78,3635,0,67,0.01,0,HIGH_RATE
78,5264,0,66,0.01,0,HIGH_RATE
78,3061,0,62,0.02,0,HIGH_RATE
78,3518,0,67,0.01,0,HIGH_RATE
78,3779,0,64,0.02,0,HIGH_RATE
78,3724,0,60,0.02,0,HIGH_RATE
78,5965,0,64,0.02,0,HIGH_RATE
78,2831,0,65,0.02,0,HIGH_RATE
78,6328,0,67,0.01,0,HIGH_RATE
78,846,0,62,0.02,0,HIGH_RATE
78,2930,0,59,0.02,0,HIGH_RATE
78,1041,0,61,0.02,0,HIGH_RATE
78,6139,0,67,0.01,0,HIGH_RATE
78,4003,0,60,0.03,0,HIGH_RATE
78,1805,0,61,0.02,0,HIGH_RATE
78,5300,0,66,0.01,0,HIGH_RATE
78,2924,0,61,0.02,0,HIGH_RATE
78,437,0,65,0.02,0,HIGH_RATE
78,4009,0,63,0.02,0,HIGH_RATE
78,4209,0,56,0.02,0,HIGH_RATE
78,3230,0,64,0.02,0,HIGH_RATE
78,2787,0,60,0.02,0,HIGH_RATE
78,1926,0,62,0.02,0,HIGH_RATE
78,5665,0,61,0.02,0,HIGH_RATE
78,6024,0,62,0.02,0,HIGH_RATE
78,5572,0,57,0.02,0,HIGH_RATE
78,3717,0,60,0.02,0,HIGH_RATE
78,6250,0,61,0.02,0,HIGH_RATE
78,328,0,59,0.02,0,HIGH_RATE
78,1848,0,60,0.02,0,HIGH_RATE
78,3830,0,63,0.02,0,HIGH_RATE
78,395,0,62,0.02,0,HIGH_RATE
78,1824,0,59,0.02,0,HIGH_RATE
78,71,0,60,0.02,0,HIGH_RATE
78,4097,0,62,0.02,0,HIGH_RATE
78,107,0,52,0,0,HIGH_RATE
78,6276,0,59,0.02,0,HIGH_RATE
