% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	372
% isAttack slowBody:	571
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-5,8,11,14-20,22-23,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute srv_serror_rate numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute dst_host_serror_rate numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
tcp,S1,248,140,176,1,1,0,0,100,100,1,0,0,1,httpFlood
tcp,S3,377,755,882,0.8,0.66,0.34,0.2,100,100,1,0,0,1,httpFlood
tcp,S3,374,755,76,1,1,0,0,76,76,1,0,0,1,httpFlood
tcp,OTH,60,0,164,0,1,0,0,33,33,1,0,0,0,httpFlood
tcp,RSTO,446,755,582,0,1,0,0,100,100,1,0,0,0,httpFlood
tcp,S3,374,755,145,1,1,0,0,100,100,1,0,0,1,httpFlood
tcp,S3,374,755,151,1,1,0,0,100,100,1,0,0,1,httpFlood
tcp,RSTO,446,755,526,0,1,0,0,100,100,1,0,0,0,httpFlood
tcp,OTH,60,0,179,0,1,0,0,33,33,1,0,0,0,httpFlood
tcp,OTH,66,0,165,0,1,0,0,100,100,1,0,0,0,httpFlood
tcp,S3,380,755,780,0.26,1,0,0,100,100,1,0,0,1,httpFlood
tcp,S3,374,755,179,1,1,0,0,100,100,1,0,0,1,httpFlood
tcp,S3,380,755,952,0.11,1,0,0,100,100,1,0,0,0.99,httpFlood
tcp,S3,374,755,154,1,1,0,0,100,100,1,0,0,1,httpFlood
tcp,S3,374,755,110,0.09,1,0,0,74,74,1,0,0,0.14,httpFlood
tcp,S3,374,755,150,1,1,0,0,100,100,1,0,0,1,httpFlood
tcp,OTH,66,0,115,0,1,0,0,100,100,1,0,0,0,httpFlood
tcp,S3,374,755,150,1,1,0,0,100,100,1,0,0,1,httpFlood
tcp,S3,374,755,291,1,1,0,0,100,100,1,0,0,1,httpFlood
tcp,OTH,60,0,179,0,1,0,0,33,33,1,0,0,0,httpFlood
tcp,S3,380,755,962,0.11,1,0,0,100,100,1,0,0,1,httpFlood
tcp,S3,374,755,53,1,1,0,0,98,98,1,0,0,1,httpFlood
tcp,S3,377,755,909,0.81,0.67,0.33,0.19,100,100,1,0,0,1,httpFlood
tcp,OTH,60,0,177,0,1,0,0,33,33,1,0,0,0,httpFlood
tcp,S3,377,755,1018,0.83,0.7,0.3,0.17,100,100,1,0,0,1,httpFlood
tcp,RSTO,446,755,392,0,1,0,0,100,100,1,0,0,0,httpFlood
tcp,OTH,60,0,180,0,1,0,0,33,33,1,0,0,0,httpFlood
tcp,S3,374,755,147,1,1,0,0,100,100,1,0,0,1,httpFlood
tcp,OTH,66,0,76,0,1,0,0,94,94,1,0,0,0,httpFlood
tcp,RSTO,446,755,822,0,1,0,0,100,100,1,0,0,0,httpFlood
tcp,S3,377,755,889,0.8,0.66,0.34,0.2,100,100,1,0,0,1,httpFlood
tcp,OTH,60,0,136,0,1,0,0.22,33,33,1,0,0,0,httpFlood
tcp,OTH,66,0,95,0,1,0,0,65,65,1,0,0,0,httpFlood
tcp,S3,377,755,554,0.63,0.45,0.55,0.37,100,100,1,0,0,1,httpFlood
tcp,S3,377,755,939,0.82,0.68,0.32,0.18,100,100,1,0,0,1,httpFlood
tcp,S3,374,755,148,1,1,0,0,100,100,1,0,0,1,httpFlood
tcp,OTH,60,0,67,0,1,0,0.36,13,30,1,0,0.57,0,httpFlood
tcp,S3,374,755,148,1,1,0,0,100,100,1,0,0,1,httpFlood
tcp,OTH,60,0,180,0,1,0,0,33,33,1,0,0,0,httpFlood
tcp,OTH,66,0,177,0,1,0,0,99,99,1,0,0,0,httpFlood
tcp,OTH,60,0,177,0,1,0,0,33,33,1,0,0,0,httpFlood
tcp,S3,374,755,138,0.28,1,0,0,94,94,1,0,0,0.4,httpFlood
tcp,S3,377,755,483,0.55,0.37,0.63,0.45,100,100,1,0,0,1,httpFlood
tcp,OTH,66,0,209,0,1,0,0,98,98,1,0,0,0,httpFlood
tcp,OTH,60,0,136,0,1,0,0,21,21,1,0,0,0,httpFlood
tcp,S3,380,755,728,0.2,1,0,0,100,100,1,0,0,1,httpFlood
tcp,RSTO,446,755,658,0,1,0,0,100,100,1,0,0,0,httpFlood
tcp,S3,374,755,160,1,1,0,0,100,100,1,0,0,1,httpFlood
tcp,S3,380,755,150,1,1,0,0,100,100,1,0,0,1,httpFlood
tcp,S3,374,755,129,1,1,0,0,100,100,1,0,0,1,httpFlood
tcp,OTH,60,0,136,0,1,0,0.22,33,33,1,0,0,0,httpFlood
tcp,OTH,66,0,255,0,1,0,0,98,98,1,0,0,0,httpFlood
tcp,S3,377,755,877,0.8,0.65,0.35,0.2,100,100,1,0,0,1,httpFlood
tcp,S2,1529,140,82,1,1,0,0,94,94,1,0,0,0.87,slowBody
tcp,S1,148,0,389,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,448,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,346,0.41,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,105,0,191,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,S1,148,0,179,1,0.99,0.01,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,392,0,1,0,0,84,84,1,0,0,0,slowBody
tcp,S1,296,0,201,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,213,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,1107,0,1,0,0,59,59,1,0,0,0,slowBody
tcp,S1,74,0,398,0.99,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,374,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,396,0.9,1,0,0,100,100,1,0,0,0.98,slowBody
tcp,OTH,60,0,955,0,1,0,0,45,45,1,0,0,0,slowBody
tcp,S1,370,0,120,0.99,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,667,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,91,0,46,0,1,0,0,54,54,1,0,0,0,slowBody
tcp,S1,370,0,619,0.59,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,107,0,167,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,OTH,120,0,183,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,OTH,60,0,1035,0,1,0,0,52,52,1,0,0,0,slowBody
tcp,OTH,60,0,744,0,1,0,0,45,45,1,0,0,0,slowBody
tcp,RSTO,1131,958,39,0,1,0,0,54,54,1,0,0,0,slowBody
tcp,S1,296,0,73,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,857,0,1,0,0,47,47,1,0,0,0,slowBody
tcp,S1,370,0,207,0.02,1,0,0,100,100,1,0,0,0.04,slowBody
tcp,S1,370,0,473,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,263,0.22,1,0,0,100,100,1,0,0,0.58,slowBody
tcp,OTH,60,0,730,0,1,0,0,45,45,1,0,0,0,slowBody
tcp,OTH,110,0,260,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,S1,370,0,481,0.48,1,0,0,100,100,1,0,0,0.77,slowBody
tcp,S1,652,206,157,0.99,0.99,0.01,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,461,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,345,0.89,1,0,0,100,100,1,0,0,0.98,slowBody
tcp,S1,296,0,66,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,222,0,575,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,750,0.63,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,143,0,167,0,1,0,0,100,100,1,0,0,0,slowBody
tcp,S1,148,0,302,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,590,0.86,1,0,0,100,100,1,0,0,0.68,slowBody
tcp,S1,370,0,196,0.81,1,0,0,100,100,1,0,0,0.65,slowBody
tcp,RSTO,1090,1024,185,0,1,0,0,100,100,1,0,0,0,slowBody
tcp,S1,296,0,218,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,66,0,442,0,1,0,0,80,80,1,0,0,0,slowBody
tcp,S1,148,0,267,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,689,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,622,140,195,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,755,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,231,0.84,1,0,0,100,100,1,0,0,0.65,slowBody
tcp,S1,370,0,308,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,1012,0,1,0,0,49,49,1,0,0,0,slowBody
tcp,S1,813,206,204,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,729,0,1,0,0,46,46,1,0,0,0,slowBody
tcp,OTH,101,0,244,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,S1,296,0,656,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S2,1418,140,155,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,763,0,1,0,0,23,23,1,0,0,0,slowBody
tcp,S2,1559,140,145,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,499,0.49,1,0,0,100,100,1,0,0,0.93,slowBody
tcp,OTH,66,0,338,0,1,0,0,76,76,1,0,0,0,slowBody
tcp,OTH,66,0,599,0,1,0,0,89,89,1,0,0,0,slowBody
tcp,S1,296,0,296,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,106,0,57,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,S1,74,0,197,0.99,0.99,0.01,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,685,0,1,0,0,49,49,1,0,0,0,slowBody
tcp,S1,370,0,248,0.17,1,0,0,100,100,1,0,0,0.43,slowBody
tcp,S1,370,0,265,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,548,140,648,0.99,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,101,0,170,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,S2,4726,74,608,0.86,1,0,0,100,100,1,0,0,0.86,slowBody
tcp,OTH,73,0,132,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,S1,370,0,224,0.1,1,0,0,100,100,1,0,0,0.22,slowBody
tcp,OTH,100,0,156,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,S2,1517,140,217,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,609,0.59,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,1115,0,1,0,0,59,59,1,0,0,0,slowBody
tcp,S1,370,0,525,0.52,1,0,0,100,100,1,0,0,0.97,slowBody
tcp,S1,645,206,499,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,678,0.63,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,608,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,136,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,122,0,269,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,OTH,60,0,689,0,1,0,0,55,55,1,0,0,0,slowBody
tcp,OTH,60,0,884,0,1,0,0,48,48,1,0,0,0,slowBody
tcp,S1,296,0,670,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,600,0.58,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,285,0.28,1,0,0,100,100,1,0,0,0.8,slowBody
tcp,OTH,95,0,268,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,S1,148,0,129,1,0.99,0.01,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,316,0,1,0,0,66,66,1,0,0,0,slowBody
tcp,S1,296,0,473,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,148,0,126,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,148,0,500,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,825,0,1,0,0,46,46,1,0,0,0,slowBody
tcp,S1,148,0,158,1,0.99,0.01,0,100,100,1,0,0,1,slowBody
tcp,S2,1460,140,169,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,1011,0,1,0,0,52,52,1,0,0,0,slowBody
tcp,OTH,60,0,1020,0,1,0,0,54,54,1,0,0,0,slowBody
tcp,S1,296,0,985,0.72,1,0,0,100,100,1,0,0,1,slowBody
tcp,RSTO,1143,958,182,0,1,0,0,100,100,1,0,0,0,slowBody
tcp,S1,370,0,358,0.43,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,328,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,1016,0,1,0,0,49,49,1,0,0,0,slowBody
tcp,S1,370,0,432,0.42,1,0,0,100,100,1,0,0,0.55,slowBody
tcp,OTH,96,0,40,0,1,0,0,54,54,1,0,0,0,slowBody
tcp,S1,646,206,125,0.99,0.99,0.01,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,238,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,958,0.71,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,808,0.66,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,129,0,72,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,S1,777,206,89,0.86,0.99,0.01,0,86,85,0.99,0.01,0,0.88,slowBody
tcp,S1,370,0,478,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,737,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,RSTO,904,953,48,0,0.98,0.02,0,80,79,0.99,0.01,0,0,slowBody
tcp,OTH,97,0,198,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,S1,296,0,717,0.62,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,897,0,1,0,0,24,24,1,0,0,0,slowBody
tcp,S1,296,0,195,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,148,0,658,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,981,0,1,0,0,48,48,1,0,0,0,slowBody
tcp,S1,370,0,203,0.82,1,0,0,100,100,1,0,0,0.65,slowBody
tcp,S1,148,0,196,1,0.99,0.01,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,781,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,91,0,28,0,1,0,0,60,60,1,0,0,0,slowBody
tcp,RSTO,5004,760,644,0.87,1,0,0,100,100,1,0,0,0.99,slowBody
tcp,S1,296,0,472,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,576,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,66,0,528,0,1,0,0,85,85,1,0,0,0,slowBody
tcp,S1,296,0,426,0.36,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,148,0,331,1,1,0,0,100,100,1,0,0,0.99,slowBody
tcp,OTH,107,0,257,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,S1,74,0,154,0.99,0.99,0.01,0,100,100,1,0,0,1,slowBody
tcp,S1,3512,74,668,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,RSTO,1109,958,46,0,1,0,0,71,71,1,0,0,0,slowBody
tcp,OTH,60,0,665,0,1,0,0,63,63,1,0,0,0,slowBody
tcp,RSTO,1069,958,48,0,1,0,0,79,79,1,0,0,0,slowBody
tcp,S2,3945,74,226,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,74,0,263,0.98,1,0,0,100,100,1,0,0,0.98,slowBody
tcp,S1,370,0,575,0.86,1,0,0,100,100,1,0,0,0.56,slowBody
tcp,OTH,91,0,19,0,1,0,0,53,53,1,0,0,0,slowBody
tcp,RSTO,1143,1024,720,0.62,1,0,0,100,100,1,0,0,0.81,slowBody
tcp,OTH,60,0,1031,0,1,0,0,49,49,1,0,0,0,slowBody
tcp,S1,665,206,45,0.98,0.98,0.02,0,75,74,0.99,0.01,0,0.57,slowBody
tcp,OTH,60,0,1104,0,1,0,0,56,56,1,0,0,0,slowBody
tcp,S1,148,0,155,1,0.99,0.01,0,100,100,1,0,0,1,slowBody
tcp,S1,222,0,661,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,257,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,786,206,188,0.94,0.99,0.01,0,100,100,1,0,0,1,slowBody
tcp,S1,652,206,52,0.98,0.98,0.02,0,75,74,0.99,0.01,0,0.67,slowBody
tcp,RSTO,1132,1024,171,0,1,0,0,100,100,1,0,0,0,slowBody
tcp,S1,370,0,312,0.34,1,0,0,100,100,1,0,0,0.98,slowBody
tcp,OTH,60,0,674,0,1,0,0,47,47,1,0,0,0,slowBody
tcp,S1,74,0,424,0.99,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,134,0.99,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,548,140,536,0.99,1,0,0,89,89,1,0,0,0.99,slowBody
tcp,S1,370,0,498,0.49,1,0,0,100,100,1,0,0,0.92,slowBody
tcp,S1,296,0,100,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,1025,0,1,0,0,49,49,1,0,0,0,slowBody
tcp,OTH,60,0,519,0,1,0,0,69,69,1,0,0,0,slowBody
tcp,S1,370,0,117,0.99,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,597,0.58,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,205,0,1,0,0,100,100,1,0,0,0.01,slowBody
tcp,S1,296,0,362,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,780,206,158,0.92,0.99,0.01,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,316,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,790,0.65,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,66,0,489,0,1,0,0,86,86,1,0,0,0,slowBody
tcp,OTH,66,0,568,0,1,0,0,79,79,1,0,0,0,slowBody
tcp,S1,296,0,217,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,74,0,319,0.99,1,0,0,100,100,1,0,0,0.98,slowBody
tcp,S1,370,0,45,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,537,0.53,1,0,0,99,99,1,0,0,0.97,slowBody
tcp,S1,148,0,468,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,915,0,1,0,0,42,42,1,0,0,0,slowBody
tcp,OTH,81,0,234,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,S1,370,0,239,0.85,1,0,0,100,100,1,0,0,0.65,slowBody
tcp,S1,296,0,232,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,900,0,1,0,0,27,27,1,0,0,0,slowBody
tcp,S1,548,140,657,0.99,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,378,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S2,5090,148,300,0.88,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,319,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,626,206,16,0.93,0.94,0.06,0,64,63,0.98,0.02,0,0.22,slowBody
tcp,OTH,60,0,823,0,1,0,0,48,48,1,0,0,0,slowBody
tcp,S1,296,0,20,1,1,0,0,21,21,1,0,0,1,slowBody
tcp,RSTO,1146,958,156,0,0.99,0.01,0,100,100,1,0,0,0,slowBody
tcp,OTH,54,0,4,0,1,0,0,7,7,1,0,0,0,slowBody
tcp,S1,660,206,67,0.98,0.99,0.01,0,83,82,0.99,0.01,0,0.78,slowBody
tcp,S1,648,206,516,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,RSTO,1145,958,37,0,1,0,0,62,62,1,0,0,0,slowBody
tcp,OTH,60,0,642,0,1,0,0,67,67,1,0,0,0,slowBody
tcp,S1,296,0,41,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,525,0,7,0,1,0,0,7,7,1,0,0,0,slowBody
tcp,OTH,60,0,698,0,1,0,0,48,48,1,0,0,0,slowBody
tcp,S1,640,206,176,0.99,0.99,0.01,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,740,0,1,0,0,27,27,1,0,0,0,slowBody
tcp,RSTO,1115,958,162,0,1,0,0,100,100,1,0,0,0,slowBody
tcp,S1,296,0,405,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,563,0.55,1,0,0,100,100,1,0,0,0.97,slowBody
tcp,RSTO,1170,1024,406,0.39,1,0,0,100,100,1,0,0,0.56,slowBody
tcp,OTH,60,0,745,0,1,0,0,30,30,1,0,0,0,slowBody
tcp,RSTO,1085,1024,66,0,1,0,0,87,87,1,0,0,0,slowBody
tcp,OTH,66,0,593,0,1,0,0,90,90,1,0,0,0,slowBody
tcp,OTH,66,0,620,0,1,0,0,92,92,1,0,0,0,slowBody
tcp,S1,370,0,427,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,RSTO,1160,958,6,0,1,0,0,21,21,1,0,0,0,slowBody
tcp,S1,296,0,340,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,876,0,1,0,0,48,48,1,0,0,0,slowBody
tcp,S1,370,0,664,0.62,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,336,0,1,0,1,0,0,66,66,1,0,0,0,slowBody
tcp,OTH,60,0,759,0,1,0,0,27,27,1,0,0,0,slowBody
tcp,S1,370,0,215,0.06,1,0,0,100,100,1,0,0,0.12,slowBody
tcp,S1,770,206,134,0.91,0.99,0.01,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,313,0.35,1,0,0,99,99,1,0,0,0.98,slowBody
tcp,S1,296,0,49,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,74,0,301,0.99,1,0,0,100,100,1,0,0,0.98,slowBody
tcp,S1,296,0,298,0.08,1,0,0,100,100,1,0,0,0.24,slowBody
tcp,S1,370,0,307,0.33,1,0,0,100,100,1,0,0,0.98,slowBody
tcp,RSTO,1056,958,21,0,1,0,0,65,65,1,0,0,0,slowBody
tcp,S1,370,0,274,0.25,1,0,0,100,100,1,0,0,0.69,slowBody
tcp,RSTO,1169,1024,404,0.39,1,0,0,100,100,1,0,0,0.58,slowBody
tcp,OTH,66,0,332,0,1,0,0,73,73,1,0,0,0,slowBody
tcp,S1,296,0,667,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,394,0.3,1,0,0,100,100,1,0,0,1,slowBody
tcp,RSTO,1127,1024,98,0,1,0,0,100,100,1,0,0,0,slowBody
tcp,S1,148,0,50,1,0.98,0.02,0,85,84,0.99,0.01,0,0.58,slowBody
tcp,OTH,116,0,79,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,S1,370,0,266,0.73,1,0,0,100,100,1,0,0,0.47,slowBody
tcp,S1,148,0,457,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,104,0,30,0,1,0,0,34,34,1,0,0,0,slowBody
tcp,OTH,60,0,1007,0,1,0,0,53,53,1,0,0,0,slowBody
tcp,OTH,60,0,727,0,1,0,0,45,45,1,0,0,0,slowBody
tcp,S1,370,0,14,0.86,1,0,0,100,100,1,0,0,0.46,slowBody
tcp,S1,370,0,570,0.56,1,0,0,99,99,1,0,0,0.97,slowBody
tcp,S1,370,0,682,0.63,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,148,0,425,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,213,0.05,1,0,0,100,100,1,0,0,0.1,slowBody
tcp,S1,370,0,382,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,86,0,49,0,1,0,0,53,53,1,0,0,0,slowBody
tcp,S1,296,0,654,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,318,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,566,0,2,0,1,0,0,8,8,1,0,0,0,slowBody
tcp,OTH,111,0,179,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,OTH,113,0,241,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,OTH,176,0,41,0,1,0,0,49,49,1,0,0,0,slowBody
tcp,S1,222,0,959,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,771,0,1,0,0,42,42,1,0,0,0,slowBody
tcp,OTH,100,0,148,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,RSTO,1124,958,6,0,0.83,0.17,0,31,30,0.97,0.03,0,0,slowBody
tcp,OTH,66,0,382,0,1,0,0,85,85,1,0,0,0,slowBody
tcp,S1,370,0,375,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,27,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,129,0,53,0,1,0,0,51,51,1,0,0,0,slowBody
tcp,S1,370,0,253,0.85,1,0,0,100,100,1,0,0,0.77,slowBody
tcp,S1,370,0,187,0.99,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,665,140,533,1,1,0,0,94,94,1,0,0,0.99,slowBody
tcp,S1,370,0,502,0.5,1,0,0,99,99,1,0,0,0.96,slowBody
tcp,OTH,95,0,47,0,1,0,0,54,54,1,0,0,0,slowBody
tcp,RSTO,997,1019,333,0.38,1,0,0,99,99,1,0,0,0.97,slowBody
tcp,OTH,628,0,0,0,0,0,0,0,0,0,0,0,0,slowBody
tcp,S1,222,0,738,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,296,0,235,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,668,0.62,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,715,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,OTH,66,0,372,0,1,0,0,90,90,1,0,0,0,slowBody
tcp,S1,370,0,480,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,66,0,436,0,1,0,0,88,88,1,0,0,0,slowBody
tcp,OTH,119,0,114,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,RSTO,1148,958,75,0,1,0,0,89,89,1,0,0,0,slowBody
tcp,OTH,90,0,52,0,1,0,0,50,50,1,0,0,0,slowBody
tcp,S1,74,0,96,0.98,0.99,0.01,0,96,95,0.99,0.01,0,0.97,slowBody
tcp,S1,74,0,409,0.99,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,370,0,311,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,S1,745,206,525,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,686,0,1,0,0,49,49,1,0,0,0,slowBody
tcp,S1,643,206,180,1,1,0,0,100,100,1,0,0,1,slowBody
tcp,OTH,60,0,1049,0,1,0,0,49,49,1,0,0,0,slowBody
tcp,S1,370,0,272,0.25,1,0,0,100,100,1,0,0,0.67,slowBody
tcp,S1,370,0,623,1,1,0,0,100,100,1,0,0,1,slowBody
