% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,12,17,20,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute rerror_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
OTH,0,70,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,63,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,77,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,62,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,63,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,63,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,62,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,77,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,61,0,HIGH_RATE
OTH,0,64,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,82,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,46,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,79,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,63,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,80,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,61,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,52,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,62,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,57,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,77,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,61,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,63,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,63,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,63,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,77,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,61,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,77,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,61,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,64,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,61,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,62,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,63,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,79,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,41,0,HIGH_RATE
OTH,0,35,0,HIGH_RATE
OTH,0,43,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,30,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,32,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,37,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,36,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,21,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,22,0,HIGH_RATE
OTH,0,23,0,HIGH_RATE
OTH,0,31,0,HIGH_RATE
OTH,0,26,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,12,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,38,0,HIGH_RATE
OTH,0,37,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,18,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,28,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,22,0,HIGH_RATE
OTH,0,26,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,21,0,HIGH_RATE
OTH,0,13,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,29,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,30,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,29,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,24,0,HIGH_RATE
OTH,0,31,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,22,0,HIGH_RATE
OTH,0,39,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,26,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,35,0,HIGH_RATE
OTH,0,30,0,HIGH_RATE
OTH,0,38,0,HIGH_RATE
OTH,0,17,0,HIGH_RATE
OTH,0,19,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,24,0,HIGH_RATE
OTH,0,23,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,39,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,38,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,11,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,0,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,41,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,27,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,24,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,38,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,20,0,HIGH_RATE
OTH,0,25,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,27,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,24,0,HIGH_RATE
OTH,0,21,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,22,0,HIGH_RATE
OTH,0,11,0,HIGH_RATE
OTH,0,35,0,HIGH_RATE
OTH,0,29,0,HIGH_RATE
OTH,0,27,0,HIGH_RATE
OTH,0,30,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,20,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,15,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,41,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,18,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,24,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,15,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,8,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,21,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,26,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,7,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,14,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,14,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,25,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,11,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,23,0,HIGH_RATE
OTH,0,18,0,HIGH_RATE
OTH,0,4,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,41,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,25,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,30,0,HIGH_RATE
OTH,0,5,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,41,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,21,0,HIGH_RATE
OTH,0,41,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,24,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,25,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,41,0,HIGH_RATE
OTH,0,25,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,19,0,HIGH_RATE
OTH,0,3,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,32,0,HIGH_RATE
OTH,0,36,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,43,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,24,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,37,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,17,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,22,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,17,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,23,0,HIGH_RATE
OTH,0,16,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,41,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,2,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,6,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,12,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,42,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,37,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,32,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,41,0,HIGH_RATE
OTH,0,33,0,HIGH_RATE
OTH,0,23,0,HIGH_RATE
OTH,0,34,0,HIGH_RATE
OTH,0,40,0,HIGH_RATE
OTH,0,10,0,HIGH_RATE
