% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	372
% isAttack slowBody:	571
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-4,8,17-18,20,22,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
udp,OTH,60,108,40,40,0,0,udpFlood
udp,OTH,60,112,34,34,0,0,udpFlood
udp,OTH,60,160,33,33,0,0,udpFlood
udp,OTH,60,116,37,37,0,0,udpFlood
udp,OTH,60,122,33,33,0,0,udpFlood
udp,OTH,60,80,36,36,0,0,udpFlood
udp,OTH,60,108,33,33,0,0,udpFlood
udp,OTH,60,131,33,33,0,0,udpFlood
udp,OTH,60,164,33,33,0,0,udpFlood
udp,OTH,60,141,21,21,0,0,udpFlood
udp,OTH,60,106,40,40,0,0,udpFlood
udp,OTH,60,111,34,34,0,0,udpFlood
udp,OTH,60,108,34,34,0,0,udpFlood
udp,OTH,60,48,22,22,0,0,udpFlood
udp,OTH,60,141,23,23,0,0,udpFlood
udp,OTH,60,34,31,31,0,0,udpFlood
udp,OTH,60,65,26,26,0,0,udpFlood
udp,OTH,60,103,34,34,0,0,udpFlood
udp,OTH,60,83,40,40,0,0,udpFlood
udp,OTH,60,116,34,34,0,0,udpFlood
udp,OTH,60,110,33,33,0,0,udpFlood
udp,OTH,60,142,33,33,0,0,udpFlood
udp,OTH,60,138,12,12,0,0,udpFlood
udp,OTH,60,94,42,42,0,0,udpFlood
udp,OTH,60,106,34,34,0,0,udpFlood
udp,OTH,60,108,38,38,0,0,udpFlood
udp,OTH,60,114,37,37,0,0,udpFlood
udp,OTH,60,165,33,33,0,0,udpFlood
udp,OTH,60,111,33,33,0,0,udpFlood
udp,OTH,60,153,33,33,0,0,udpFlood
udp,OTH,60,159,33,33,0,0,udpFlood
udp,OTH,60,114,33,33,0,0,udpFlood
udp,OTH,60,139,18,18,0,0,udpFlood
udp,OTH,60,146,33,33,0,0,udpFlood
udp,OTH,60,104,34,34,0,0,udpFlood
udp,OTH,60,140,33,33,0,0,udpFlood
udp,OTH,60,31,28,28,0,0,udpFlood
udp,OTH,60,142,33,33,0,0,udpFlood
udp,OTH,60,105,33,33,0,0,udpFlood
udp,OTH,60,109,34,34,0,0,udpFlood
udp,OTH,60,141,22,22,0,0,udpFlood
udp,OTH,60,26,26,26,0,0,udpFlood
udp,OTH,60,107,33,33,0,0,udpFlood
udp,OTH,60,115,33,33,0,0,udpFlood
udp,OTH,60,113,33,33,0,0,udpFlood
udp,OTH,60,140,21,21,0,0,udpFlood
udp,OTH,60,138,13,13,0,0,udpFlood
udp,OTH,60,117,33,33,0,0,udpFlood
udp,OTH,60,87,42,42,0,0,udpFlood
udp,OTH,60,141,29,29,0,0,udpFlood
udp,OTH,60,160,33,33,0,0,udpFlood
udp,OTH,60,138,33,33,0,0,udpFlood
udp,OTH,60,110,33,33,0,0,udpFlood
udp,OTH,60,143,33,33,0,0,udpFlood
udp,OTH,60,125,33,33,0,0,udpFlood
udp,OTH,60,137,33,33,0,0,udpFlood
udp,OTH,60,33,30,30,0,0,udpFlood
udp,OTH,60,103,34,34,0,0,udpFlood
udp,OTH,60,113,33,33,0,0,udpFlood
udp,OTH,60,92,42,42,0,0,udpFlood
udp,OTH,60,159,33,33,0,0,udpFlood
udp,OTH,60,114,33,33,0,0,udpFlood
udp,OTH,60,160,33,33,0,0,udpFlood
udp,OTH,60,138,33,33,0,0,udpFlood
udp,OTH,60,78,34,34,0,0,udpFlood
udp,OTH,60,114,33,33,0,0,udpFlood
udp,OTH,60,80,42,42,0,0,udpFlood
udp,OTH,60,71,29,29,0,0,udpFlood
udp,OTH,60,159,33,33,0,0,udpFlood
udp,OTH,60,112,33,33,0,0,udpFlood
udp,OTH,60,107,33,33,0,0,udpFlood
udp,OTH,60,138,33,33,0,0,udpFlood
udp,OTH,60,109,34,34,0,0,udpFlood
udp,OTH,60,110,34,34,0,0,udpFlood
udp,OTH,60,153,33,33,0,0,udpFlood
udp,OTH,60,113,34,34,0,0,udpFlood
udp,OTH,60,108,33,33,0,0,udpFlood
udp,OTH,60,121,33,33,0,0,udpFlood
udp,OTH,60,108,33,33,0,0,udpFlood
udp,OTH,60,52,24,24,0,0,udpFlood
udp,OTH,60,141,31,31,0,0,udpFlood
udp,OTH,60,142,33,33,0,0,udpFlood
udp,OTH,60,100,42,42,0,0,udpFlood
udp,OTH,60,157,33,33,0,0,udpFlood
udp,OTH,60,128,33,33,0,0,udpFlood
udp,OTH,60,164,33,33,0,0,udpFlood
udp,OTH,60,47,22,22,0,0,udpFlood
udp,OTH,60,104,39,39,0,0,udpFlood
udp,OTH,60,130,33,33,0,0,udpFlood
udp,OTH,60,108,34,34,0,0,udpFlood
udp,OTH,60,108,34,34,0,0,udpFlood
udp,OTH,60,110,34,34,0,0,udpFlood
udp,OTH,60,102,34,34,0,0,udpFlood
udp,OTH,60,120,33,33,0,0,udpFlood
udp,OTH,60,85,40,40,0,0,udpFlood
udp,OTH,60,29,26,26,0,0,udpFlood
udp,OTH,60,142,33,33,0,0,udpFlood
udp,OTH,60,120,35,35,0,0,udpFlood
udp,OTH,60,74,30,30,0,0,udpFlood
udp,OTH,60,111,38,38,0,0,udpFlood
udp,OTH,60,17,17,17,0,0,udpFlood
udp,OTH,60,138,19,19,0,0,udpFlood
udp,OTH,60,110,40,40,0,0,udpFlood
udp,OTH,60,121,33,33,0,0,udpFlood
udp,OTH,60,56,24,24,0,0,udpFlood
udp,OTH,60,23,23,23,0,0,udpFlood
udp,OTH,60,139,33,33,0,0,udpFlood
udp,OTH,60,129,33,33,0,0,udpFlood
udp,OTH,60,105,39,39,0,0,udpFlood
udp,OTH,60,101,34,34,0,0,udpFlood
udp,OTH,60,77,33,33,0,0,udpFlood
udp,OTH,60,119,34,34,0,0,udpFlood
udp,OTH,60,113,38,38,0,0,udpFlood
udp,OTH,60,109,33,33,0,0,udpFlood
udp,OTH,60,138,11,11,0,0,udpFlood
udp,OTH,60,114,33,33,0,0,udpFlood
udp,OTH,60,105,33,33,0,0,udpFlood
udp,OTH,60,145,33,33,0,0,udpFlood
udp,OTH,60,0,0,0,0,0,udpFlood
udp,OTH,60,101,34,34,0,0,udpFlood
udp,OTH,60,88,41,41,0,0,udpFlood
udp,OTH,60,102,33,33,0,0,udpFlood
udp,OTH,60,30,27,27,0,0,udpFlood
udp,OTH,60,138,33,33,0,0,udpFlood
udp,OTH,60,121,33,33,0,0,udpFlood
udp,OTH,60,88,40,40,0,0,udpFlood
udp,OTH,60,108,33,33,0,0,udpFlood
udp,OTH,60,111,33,33,0,0,udpFlood
udp,OTH,60,112,33,33,0,0,udpFlood
udp,OTH,60,24,24,24,0,0,udpFlood
udp,OTH,60,117,33,33,0,0,udpFlood
udp,OTH,60,143,33,33,0,0,udpFlood
udp,OTH,60,109,38,38,0,0,udpFlood
udp,OTH,60,108,33,33,0,0,udpFlood
udp,OTH,60,115,34,34,0,0,udpFlood
udp,OTH,60,118,34,34,0,0,udpFlood
udp,OTH,60,121,33,33,0,0,udpFlood
udp,OTH,60,139,20,20,0,0,udpFlood
udp,OTH,60,60,25,25,0,0,udpFlood
udp,OTH,60,112,33,33,0,0,udpFlood
udp,OTH,60,69,27,27,0,0,udpFlood
udp,OTH,60,160,33,33,0,0,udpFlood
udp,OTH,60,95,42,42,0,0,udpFlood
udp,OTH,60,128,33,33,0,0,udpFlood
udp,OTH,60,141,33,33,0,0,udpFlood
udp,OTH,60,102,40,40,0,0,udpFlood
udp,OTH,60,155,33,33,0,0,udpFlood
udp,OTH,60,108,34,34,0,0,udpFlood
udp,OTH,60,87,40,40,0,0,udpFlood
udp,OTH,60,145,33,33,0,0,udpFlood
udp,OTH,60,125,33,33,0,0,udpFlood
udp,OTH,60,86,40,40,0,0,udpFlood
udp,OTH,60,94,42,42,0,0,udpFlood
udp,OTH,60,113,34,34,0,0,udpFlood
udp,OTH,60,57,24,24,0,0,udpFlood
udp,OTH,60,140,21,21,0,0,udpFlood
udp,OTH,60,117,33,33,0,0,udpFlood
udp,OTH,60,112,33,33,0,0,udpFlood
udp,OTH,60,110,33,33,0,0,udpFlood
udp,OTH,60,45,22,22,0,0,udpFlood
udp,OTH,60,137,11,11,0,0,udpFlood
udp,OTH,60,119,35,35,0,0,udpFlood
udp,OTH,60,141,29,29,0,0,udpFlood
udp,OTH,60,141,27,27,0,0,udpFlood
udp,OTH,60,141,30,30,0,0,udpFlood
udp,OTH,60,154,33,33,0,0,udpFlood
udp,OTH,60,128,33,33,0,0,udpFlood
udp,OTH,60,106,33,33,0,0,udpFlood
udp,OTH,60,101,40,40,0,0,udpFlood
udp,OTH,60,109,33,33,0,0,udpFlood
udp,OTH,60,137,20,20,0,0,udpFlood
udp,OTH,60,86,42,42,0,0,udpFlood
udp,OTH,60,138,15,15,0,0,udpFlood
udp,OTH,60,102,33,33,0,0,udpFlood
udp,OTH,60,120,33,33,0,0,udpFlood
udp,OTH,60,116,33,33,0,0,udpFlood
udp,OTH,60,145,33,33,0,0,udpFlood
udp,OTH,60,117,34,34,0,0,udpFlood
udp,OTH,60,85,41,41,0,0,udpFlood
udp,OTH,60,101,34,34,0,0,udpFlood
udp,OTH,60,142,33,33,0,0,udpFlood
udp,OTH,60,103,33,33,0,0,udpFlood
udp,OTH,60,141,33,33,0,0,udpFlood
udp,OTH,60,93,42,42,0,0,udpFlood
udp,OTH,60,93,42,42,0,0,udpFlood
udp,OTH,60,132,33,33,0,0,udpFlood
udp,OTH,60,110,33,33,0,0,udpFlood
udp,OTH,60,135,18,18,0,0,udpFlood
udp,OTH,60,116,33,33,0,0,udpFlood
udp,OTH,60,87,42,42,0,0,udpFlood
udp,OTH,60,103,40,40,0,0,udpFlood
udp,OTH,60,143,33,33,0,0,udpFlood
udp,OTH,60,141,24,24,0,0,udpFlood
udp,OTH,60,145,33,33,0,0,udpFlood
udp,OTH,60,151,33,33,0,0,udpFlood
udp,OTH,60,15,15,15,0,0,udpFlood
udp,OTH,60,86,42,42,0,0,udpFlood
udp,OTH,60,106,33,33,0,0,udpFlood
udp,OTH,60,114,33,33,0,0,udpFlood
udp,OTH,60,8,8,8,0,0,udpFlood
udp,OTH,60,108,33,33,0,0,udpFlood
udp,OTH,60,138,33,33,0,0,udpFlood
udp,OTH,60,164,33,33,0,0,udpFlood
udp,OTH,60,49,21,21,0,0,udpFlood
udp,OTH,60,123,33,33,0,0,udpFlood
udp,OTH,60,151,33,33,0,0,udpFlood
udp,OTH,60,64,26,26,0,0,udpFlood
udp,OTH,60,125,33,33,0,0,udpFlood
udp,OTH,60,110,33,33,0,0,udpFlood
udp,OTH,60,160,33,33,0,0,udpFlood
udp,OTH,60,119,33,33,0,0,udpFlood
udp,OTH,60,142,33,33,0,0,udpFlood
udp,OTH,60,84,40,40,0,0,udpFlood
udp,OTH,60,7,7,7,0,0,udpFlood
udp,OTH,60,125,33,33,0,0,udpFlood
udp,OTH,60,86,40,40,0,0,udpFlood
udp,OTH,60,14,14,14,0,0,udpFlood
udp,OTH,60,81,42,42,0,0,udpFlood
udp,OTH,60,138,14,14,0,0,udpFlood
udp,OTH,60,91,42,42,0,0,udpFlood
udp,OTH,60,112,33,33,0,0,udpFlood
udp,OTH,60,141,34,34,0,0,udpFlood
udp,OTH,60,123,33,33,0,0,udpFlood
udp,OTH,60,131,33,33,0,0,udpFlood
udp,OTH,60,114,33,33,0,0,udpFlood
udp,OTH,60,62,25,25,0,0,udpFlood
udp,OTH,60,121,33,33,0,0,udpFlood
udp,OTH,60,112,34,34,0,0,udpFlood
udp,OTH,60,114,33,33,0,0,udpFlood
udp,OTH,60,131,33,33,0,0,udpFlood
udp,OTH,60,11,11,11,0,0,udpFlood
udp,OTH,60,145,33,33,0,0,udpFlood
udp,OTH,60,129,33,33,0,0,udpFlood
udp,OTH,60,109,33,33,0,0,udpFlood
udp,OTH,60,54,23,23,0,0,udpFlood
udp,OTH,60,136,18,18,0,0,udpFlood
udp,OTH,60,4,4,4,0,0,udpFlood
udp,OTH,60,148,33,33,0,0,udpFlood
udp,OTH,60,87,41,41,0,0,udpFlood
udp,OTH,60,142,33,33,0,0,udpFlood
udp,OTH,60,142,33,33,0,0,udpFlood
udp,OTH,60,141,33,33,0,0,udpFlood
udp,OTH,60,117,33,33,0,0,udpFlood
udp,OTH,60,153,33,33,0,0,udpFlood
udp,OTH,60,117,33,33,0,0,udpFlood
udp,OTH,60,121,33,33,0,0,udpFlood
udp,OTH,60,28,25,25,0,0,udpFlood
udp,OTH,60,160,33,33,0,0,udpFlood
udp,OTH,60,143,30,30,0,0,udpFlood
udp,OTH,60,5,5,5,0,0,udpFlood
udp,OTH,60,130,33,33,0,0,udpFlood
udp,OTH,60,142,33,33,0,0,udpFlood
udp,OTH,60,105,40,40,0,0,udpFlood
udp,OTH,60,116,33,33,0,0,udpFlood
udp,OTH,60,121,33,33,0,0,udpFlood
udp,OTH,60,80,41,41,0,0,udpFlood
udp,OTH,60,131,33,33,0,0,udpFlood
udp,OTH,60,104,34,34,0,0,udpFlood
udp,OTH,60,138,21,21,0,0,udpFlood
udp,OTH,60,89,41,41,0,0,udpFlood
udp,OTH,60,112,33,33,0,0,udpFlood
udp,OTH,60,42,34,34,0,0,udpFlood
udp,OTH,60,118,33,33,0,0,udpFlood
udp,OTH,60,108,33,33,0,0,udpFlood
udp,OTH,60,86,42,42,0,0,udpFlood
udp,OTH,60,125,33,33,0,0,udpFlood
udp,OTH,60,113,33,33,0,0,udpFlood
udp,OTH,60,110,33,33,0,0,udpFlood
udp,OTH,60,55,24,24,0,0,udpFlood
udp,OTH,60,112,34,34,0,0,udpFlood
udp,OTH,60,25,25,25,0,0,udpFlood
udp,OTH,60,113,34,34,0,0,udpFlood
udp,OTH,60,121,33,33,0,0,udpFlood
udp,OTH,60,98,41,41,0,0,udpFlood
udp,OTH,60,61,25,25,0,0,udpFlood
udp,OTH,60,161,33,33,0,0,udpFlood
udp,OTH,60,147,33,33,0,0,udpFlood
udp,OTH,60,136,33,33,0,0,udpFlood
udp,OTH,60,104,34,34,0,0,udpFlood
udp,OTH,60,112,33,33,0,0,udpFlood
udp,OTH,60,90,42,42,0,0,udpFlood
udp,OTH,60,117,33,33,0,0,udpFlood
udp,OTH,60,153,33,33,0,0,udpFlood
udp,OTH,60,103,33,33,0,0,udpFlood
udp,OTH,60,104,40,40,0,0,udpFlood
udp,OTH,60,145,33,33,0,0,udpFlood
udp,OTH,60,112,33,33,0,0,udpFlood
udp,OTH,60,121,33,33,0,0,udpFlood
udp,OTH,60,19,19,19,0,0,udpFlood
udp,OTH,60,3,3,3,0,0,udpFlood
udp,OTH,60,109,33,33,0,0,udpFlood
udp,OTH,60,161,33,33,0,0,udpFlood
udp,OTH,60,141,32,32,0,0,udpFlood
udp,OTH,60,118,36,36,0,0,udpFlood
udp,OTH,60,114,33,33,0,0,udpFlood
udp,OTH,60,153,33,33,0,0,udpFlood
udp,OTH,60,112,33,33,0,0,udpFlood
udp,OTH,60,107,33,33,0,0,udpFlood
udp,OTH,60,156,33,33,0,0,udpFlood
udp,OTH,60,105,33,33,0,0,udpFlood
udp,OTH,60,97,43,43,0,0,udpFlood
udp,OTH,60,117,33,33,0,0,udpFlood
udp,OTH,60,145,33,33,0,0,udpFlood
udp,OTH,60,141,24,24,0,0,udpFlood
udp,OTH,60,109,33,33,0,0,udpFlood
udp,OTH,60,114,33,33,0,0,udpFlood
udp,OTH,60,84,42,42,0,0,udpFlood
udp,OTH,60,40,37,37,0,0,udpFlood
udp,OTH,60,102,34,34,0,0,udpFlood
udp,OTH,60,139,17,17,0,0,udpFlood
udp,OTH,60,145,33,33,0,0,udpFlood
udp,OTH,60,145,33,33,0,0,udpFlood
udp,OTH,60,133,33,33,0,0,udpFlood
udp,OTH,60,82,42,42,0,0,udpFlood
udp,OTH,60,106,34,34,0,0,udpFlood
udp,OTH,60,50,22,22,0,0,udpFlood
udp,OTH,60,130,33,33,0,0,udpFlood
udp,OTH,60,139,17,17,0,0,udpFlood
udp,OTH,60,113,33,33,0,0,udpFlood
udp,OTH,60,109,33,33,0,0,udpFlood
udp,OTH,60,110,33,33,0,0,udpFlood
udp,OTH,60,109,33,33,0,0,udpFlood
udp,OTH,60,125,33,33,0,0,udpFlood
udp,OTH,60,117,33,33,0,0,udpFlood
udp,OTH,60,84,40,40,0,0,udpFlood
udp,OTH,60,142,33,33,0,0,udpFlood
udp,OTH,60,53,23,23,0,0,udpFlood
udp,OTH,60,138,16,16,0,0,udpFlood
udp,OTH,60,83,42,42,0,0,udpFlood
udp,OTH,60,83,41,41,0,0,udpFlood
udp,OTH,60,142,33,33,0,0,udpFlood
udp,OTH,60,153,33,33,0,0,udpFlood
udp,OTH,60,141,34,34,0,0,udpFlood
udp,OTH,60,110,33,33,0,0,udpFlood
udp,OTH,60,142,33,33,0,0,udpFlood
udp,OTH,60,95,42,42,0,0,udpFlood
udp,OTH,60,105,34,34,0,0,udpFlood
udp,OTH,60,2,2,2,0,0,udpFlood
udp,OTH,60,111,34,34,0,0,udpFlood
udp,OTH,60,6,6,6,0,0,udpFlood
udp,OTH,60,102,33,33,0,0,udpFlood
udp,OTH,60,142,33,33,0,0,udpFlood
udp,OTH,60,134,33,33,0,0,udpFlood
udp,OTH,60,145,33,33,0,0,udpFlood
udp,OTH,60,146,33,33,0,0,udpFlood
udp,OTH,60,138,12,12,0,0,udpFlood
udp,OTH,60,163,33,33,0,0,udpFlood
udp,OTH,60,98,42,42,0,0,udpFlood
udp,OTH,60,104,34,34,0,0,udpFlood
udp,OTH,60,115,37,37,0,0,udpFlood
udp,OTH,60,107,34,34,0,0,udpFlood
udp,OTH,60,114,33,33,0,0,udpFlood
udp,OTH,60,110,33,33,0,0,udpFlood
udp,OTH,60,110,33,33,0,0,udpFlood
tcp,S3,374,125,100,100,0,0,httpFlood
tcp,RSTO,446,455,100,100,0,0,httpFlood
tcp,OTH,66,65,94,94,0,0,httpFlood
tcp,S3,374,150,100,100,0,0,httpFlood
tcp,OTH,60,180,33,33,0,0,httpFlood
tcp,S3,374,75,75,75,0,0,httpFlood
tcp,S3,374,144,100,100,0,0,httpFlood
tcp,S3,377,993,100,100,0,0,httpFlood
tcp,S3,377,956,100,100,0,0,httpFlood
tcp,S3,374,132,100,100,0,0,httpFlood
tcp,RSTO,446,633,100,100,0,0,httpFlood
tcp,S3,380,754,100,100,0,0,httpFlood
tcp,S3,374,153,100,100,0,0,httpFlood
tcp,RSTO,446,738,100,100,0,0,httpFlood
tcp,OTH,66,74,94,94,0,0,httpFlood
tcp,OTH,60,171,33,33,0,0,httpFlood
tcp,S3,377,935,100,100,0,0,httpFlood
tcp,S3,380,905,100,100,0,0,httpFlood
tcp,OTH,60,174,33,33,0,0,httpFlood
tcp,RSTO,446,692,100,100,0,0,httpFlood
tcp,S3,374,149,100,100,0,0,httpFlood
tcp,S3,374,152,100,100,0,0,httpFlood
tcp,S3,374,147,100,100,0,0,httpFlood
tcp,OTH,66,66,44,44,0,0,httpFlood
tcp,S3,380,978,100,100,0,0,httpFlood
tcp,OTH,66,20,75,75,0,0,httpFlood
tcp,S3,374,149,100,100,0,0,httpFlood
tcp,S3,377,760,99,99,0,0,httpFlood
tcp,S3,374,5,5,5,0,0,httpFlood
tcp,RSTO,446,522,100,100,0,0,httpFlood
tcp,RSTO,446,541,100,100,0,0,httpFlood
tcp,S3,374,153,100,100,0,0,httpFlood
tcp,RSTO,446,490,100,100,0,0,httpFlood
tcp,S3,377,657,100,100,0,0,httpFlood
tcp,OTH,66,82,94,94,0,0,httpFlood
tcp,S3,374,100,100,100,0,0,httpFlood
tcp,S3,374,110,100,100,0,0,httpFlood
tcp,S3,374,163,100,100,0,0,httpFlood
tcp,OTH,66,21,21,21,0,0,httpFlood
tcp,S3,374,359,100,100,0,0,httpFlood
tcp,OTH,60,167,33,33,0,0,httpFlood
tcp,S3,380,758,100,100,0,0,httpFlood
tcp,S3,374,146,100,100,0,0,httpFlood
tcp,S3,374,146,100,100,0,0,httpFlood
tcp,S3,392,749,100,100,0,0,httpFlood
tcp,OTH,60,170,33,33,0,0,httpFlood
tcp,S3,374,163,100,100,0,0,httpFlood
tcp,S3,374,135,100,100,0,0,httpFlood
tcp,S3,374,264,100,100,0,0,httpFlood
tcp,S3,377,470,100,100,0,0,httpFlood
tcp,S3,374,140,94,94,0,0,httpFlood
tcp,OTH,66,25,80,80,0,0,httpFlood
tcp,OTH,66,155,100,100,0,0,httpFlood
tcp,RSTO,446,841,100,100,0,0,httpFlood
tcp,S3,377,714,100,100,0,0,httpFlood
tcp,S3,374,62,62,62,0,0,httpFlood
tcp,S3,374,146,100,100,0,0,httpFlood
tcp,OTH,60,179,33,33,0,0,httpFlood
tcp,S3,377,358,85,69,0.36,0.22,httpFlood
tcp,RSTO,446,536,100,100,0,0,httpFlood
tcp,OTH,60,178,33,33,0,0,httpFlood
tcp,OTH,60,177,33,33,0,0,httpFlood
tcp,OTH,60,132,31,31,0,0,httpFlood
tcp,S3,374,151,100,100,0,0,httpFlood
tcp,OTH,66,114,44,27,0.8,0.67,httpFlood
tcp,S3,374,141,100,100,0,0,httpFlood
tcp,OTH,66,186,98,98,0,0,httpFlood
tcp,S3,374,47,98,98,0,0,httpFlood
tcp,S1,242,151,100,100,0,0,httpFlood
tcp,RSTO,446,480,100,100,0,0,httpFlood
tcp,S3,374,150,100,100,0,0,httpFlood
tcp,OTH,66,171,100,100,0,0,httpFlood
tcp,S3,377,307,68,35,0.96,0.91,httpFlood
tcp,OTH,66,237,98,98,0,0,httpFlood
tcp,S1,242,185,100,100,0,0,httpFlood
tcp,S3,374,168,100,100,0,0,httpFlood
tcp,S3,374,81,81,81,0,0,httpFlood
tcp,S3,380,766,100,100,0,0,httpFlood
tcp,S3,374,112,75,75,0,0,httpFlood
tcp,RSTO,446,500,100,100,0,0,httpFlood
tcp,OTH,66,55,37,37,0,0,httpFlood
tcp,S3,380,933,100,100,0,0,httpFlood
tcp,OTH,66,153,100,100,0,0,httpFlood
tcp,S3,377,849,99,99,0,0,httpFlood
tcp,S3,374,158,100,100,0,0,httpFlood
tcp,OTH,60,167,33,33,0,0,httpFlood
tcp,S3,374,120,100,100,0,0,httpFlood
tcp,S3,374,70,70,70,0,0,httpFlood
tcp,S3,374,230,100,100,0,0,httpFlood
tcp,OTH,60,179,33,33,0,0,httpFlood
tcp,S3,374,169,100,100,0,0,httpFlood
tcp,S3,377,494,100,100,0,0,httpFlood
tcp,OTH,60,178,33,33,0,0,httpFlood
tcp,OTH,60,147,31,31,0,0,httpFlood
tcp,S3,386,123,100,100,0,0,httpFlood
tcp,S3,374,174,100,100,0,0,httpFlood
tcp,S3,380,163,100,100,0,0,httpFlood
tcp,S3,374,144,100,100,0,0,httpFlood
tcp,S3,377,394,96,94,0.06,0.04,httpFlood
tcp,OTH,66,125,100,100,0,0,httpFlood
tcp,S3,374,186,100,100,0,0,httpFlood
tcp,OTH,66,249,98,98,0,0,httpFlood
tcp,S3,377,1009,100,100,0,0,httpFlood
tcp,S3,374,127,100,100,0,0,httpFlood
tcp,S3,374,151,100,100,0,0,httpFlood
tcp,S3,377,1026,100,100,0,0,httpFlood
tcp,OTH,60,7,7,7,0,0,httpFlood
tcp,S1,242,457,100,100,0,0,httpFlood
tcp,OTH,60,25,25,25,0,0,httpFlood
tcp,S3,377,466,100,100,0,0,httpFlood
tcp,S3,377,644,100,100,0,0,httpFlood
tcp,S3,374,59,59,59,0,0,httpFlood
tcp,OTH,60,172,33,33,0,0,httpFlood
tcp,S3,377,623,100,100,0,0,httpFlood
tcp,S1,248,213,100,100,0,0,httpFlood
tcp,S3,374,130,100,100,0,0,httpFlood
tcp,RSTO,446,783,100,100,0,0,httpFlood
tcp,OTH,66,191,98,98,0,0,httpFlood
tcp,S3,374,144,100,100,0,0,httpFlood
tcp,S3,374,132,100,100,0,0,httpFlood
tcp,S3,377,362,86,72,0.33,0.19,httpFlood
tcp,S3,386,372,100,100,0,0,httpFlood
tcp,S3,374,157,100,100,0,0,httpFlood
tcp,S3,464,109,100,100,0,0,httpFlood
tcp,S3,374,66,66,66,0,0,httpFlood
tcp,OTH,66,166,100,100,0,0,httpFlood
tcp,S3,374,111,100,100,0,0,httpFlood
tcp,S3,374,123,100,100,0,0,httpFlood
tcp,S3,377,727,100,100,0,0,httpFlood
tcp,S3,374,71,71,71,0,0,httpFlood
tcp,OTH,66,24,24,24,0,0,httpFlood
tcp,OTH,60,52,14,33,0,0.58,httpFlood
tcp,S3,374,144,100,100,0,0,httpFlood
tcp,S3,377,817,99,99,0,0,httpFlood
tcp,S3,374,148,100,100,0,0,httpFlood
tcp,S3,392,760,100,100,0,0,httpFlood
tcp,S3,377,917,100,100,0,0,httpFlood
tcp,S3,377,486,100,100,0,0,httpFlood
tcp,S3,374,86,86,86,0,0,httpFlood
tcp,S3,374,141,100,100,0,0,httpFlood
tcp,S3,377,646,100,100,0,0,httpFlood
tcp,S3,380,869,100,100,0,0,httpFlood
tcp,RSTO,446,532,100,100,0,0,httpFlood
tcp,S3,374,151,100,100,0,0,httpFlood
tcp,OTH,66,160,100,100,0,0,httpFlood
tcp,RSTO,446,517,100,100,0,0,httpFlood
tcp,S3,374,161,100,100,0,0,httpFlood
tcp,OTH,66,51,34,34,0,0,httpFlood
tcp,S3,380,947,100,100,0,0,httpFlood
tcp,S3,374,136,100,100,0,0,httpFlood
tcp,OTH,66,288,100,100,0,0,httpFlood
tcp,S3,374,165,100,100,0,0,httpFlood
tcp,S3,374,142,100,100,0,0,httpFlood
tcp,RSTO,446,580,100,100,0,0,httpFlood
tcp,S3,374,131,100,100,0,0,httpFlood
tcp,OTH,60,177,33,33,0,0,httpFlood
tcp,S3,377,955,100,100,0,0,httpFlood
tcp,S3,374,54,54,54,0,0,httpFlood
tcp,S3,374,13,13,13,0,0,httpFlood
tcp,OTH,66,156,100,100,0,0,httpFlood
tcp,RSTO,446,431,100,100,0,0,httpFlood
tcp,S3,374,142,100,100,0,0,httpFlood
tcp,S3,377,325,74,47,0.72,0.55,httpFlood
tcp,S3,377,556,100,100,0,0,httpFlood
tcp,S3,374,341,100,100,0,0,httpFlood
tcp,S3,380,967,100,100,0,0,httpFlood
tcp,S3,377,607,100,100,0,0,httpFlood
tcp,S3,374,142,100,100,0,0,httpFlood
tcp,RSTO,446,839,100,100,0,0,httpFlood
tcp,S3,374,97,97,97,0,0,httpFlood
tcp,OTH,60,179,33,33,0,0,httpFlood
tcp,S3,377,378,91,83,0.19,0.11,httpFlood
tcp,OTH,60,129,32,32,0,0,httpFlood
tcp,OTH,60,124,33,33,0,0,httpFlood
tcp,OTH,66,145,53,45,0.32,0.2,httpFlood
tcp,OTH,60,95,37,37,0,0,httpFlood
tcp,OTH,60,142,31,31,0,0,httpFlood
tcp,OTH,66,98,100,100,0,0,httpFlood
tcp,OTH,66,112,100,100,0,0,httpFlood
tcp,S3,377,563,100,100,0,0,httpFlood
tcp,OTH,66,14,14,14,0,0,httpFlood
