% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack slowBody:	571
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3-5,8-9,16,22,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,slowBody}

@data
OTH,66,0,805,805,0,0,httpFlood
OTH,66,0,932,932,0,0,httpFlood
S3,374,755,10,10,0,0,httpFlood
S3,374,755,299,299,0,0,httpFlood
RSTO,440,755,362,362,0,0,httpFlood
S3,374,755,509,509,0,0,httpFlood
S3,374,755,552,552,0,0,httpFlood
S3,374,755,1004,1004,0,0,httpFlood
OTH,66,0,391,391,0,0,httpFlood
S3,374,755,873,873,0,0,httpFlood
S3,374,755,1091,1091,0,0,httpFlood
OTH,66,0,641,641,0,0,httpFlood
OTH,66,0,998,998,0,0,httpFlood
S3,374,755,276,276,0,0,httpFlood
OTH,66,0,24,24,0,0,httpFlood
OTH,66,0,297,297,0,0,httpFlood
S1,242,140,158,158,0,0,httpFlood
RSTO,440,755,485,485,0,0,httpFlood
S3,374,755,1149,1149,0,0,httpFlood
S3,374,755,341,341,0,0,httpFlood
S3,374,755,331,331,0,0,httpFlood
OTH,66,0,881,881,0,0,httpFlood
S3,374,755,648,648,0,0,httpFlood
OTH,66,0,859,859,0,0,httpFlood
S3,374,755,50,50,0,0,httpFlood
S3,374,755,532,532,0,0,httpFlood
S3,374,755,148,148,0,0,httpFlood
OTH,66,0,10,10,0,0,httpFlood
OTH,66,0,851,851,0,0,httpFlood
OTH,66,0,106,106,0,0,httpFlood
S3,374,755,127,127,0,0,httpFlood
S3,374,755,446,446,0,0,httpFlood
S3,374,755,359,359,0,0,httpFlood
OTH,66,0,227,227,0,0,httpFlood
S3,986,755,155,155,0,0,httpFlood
RSTO,440,755,378,378,0,0,httpFlood
RSTO,440,755,570,570,0,0,httpFlood
S3,374,755,255,255,0,0,httpFlood
S3,374,755,144,144,0,0,httpFlood
RSTO,440,755,125,125,0,0,httpFlood
S3,374,755,1275,1275,0,0,httpFlood
OTH,66,0,401,401,0,0,httpFlood
S3,374,755,473,473,0,0,httpFlood
OTH,66,0,21,21,0,0,httpFlood
OTH,66,0,922,922,0,0,httpFlood
S3,374,755,1229,1229,0,0,httpFlood
S3,374,755,149,149,0,0,httpFlood
S3,374,755,471,471,0,0,httpFlood
OTH,66,0,741,741,0,0,httpFlood
OTH,66,0,866,866,0,0,httpFlood
OTH,66,0,190,190,0,0,httpFlood
S3,374,755,926,926,0,0,httpFlood
RSTO,440,755,440,440,0,0,httpFlood
OTH,66,0,890,890,0,0,httpFlood
OTH,66,0,995,995,0,0,httpFlood
OTH,66,0,948,948,0,0,httpFlood
S3,374,755,814,814,0,0,httpFlood
OTH,66,0,833,833,0,0,httpFlood
OTH,66,0,199,199,0,0,httpFlood
S3,374,755,130,130,0,0,httpFlood
S3,374,755,1118,1118,0,0,httpFlood
RSTO,440,755,613,613,0,0,httpFlood
S3,374,755,668,668,0,0,httpFlood
S3,374,755,273,273,0,0,httpFlood
S3,374,755,125,125,0,0,httpFlood
S3,374,755,1240,1240,0,0,httpFlood
S3,374,755,559,559,0,0,httpFlood
RSTO,440,755,105,105,0,0,httpFlood
S3,374,755,140,140,0,0,httpFlood
S3,374,755,246,246,0,0,httpFlood
S3,374,755,297,297,0,0,httpFlood
S3,374,755,148,148,0,0,httpFlood
S3,374,755,698,698,0,0,httpFlood
RSTO,440,755,388,388,0,0,httpFlood
OTH,66,0,431,431,0,0,httpFlood
OTH,66,0,398,398,0,0,httpFlood
RSTO,440,755,47,47,0,0,httpFlood
RSTO,440,755,138,138,0,0,httpFlood
OTH,66,0,389,389,0,0,httpFlood
S3,374,755,139,139,0,0,httpFlood
S3,374,755,134,134,0,0,httpFlood
S3,374,755,1241,1241,0,0,httpFlood
OTH,66,0,470,470,0,0,httpFlood
S3,374,755,1163,1163,0,0,httpFlood
S3,374,755,143,143,0,0,httpFlood
S3,374,755,843,843,0,0,httpFlood
S3,374,755,1105,1105,0,0,httpFlood
S3,374,755,447,447,0,0,httpFlood
OTH,66,0,427,427,0,0,httpFlood
S3,374,755,754,754,0,0,httpFlood
S3,374,755,126,126,0,0,httpFlood
OTH,66,0,248,248,0,0,httpFlood
S3,374,755,302,302,0,0,httpFlood
S3,374,755,681,681,0,0,httpFlood
S3,374,755,1274,1274,0,0,httpFlood
OTH,66,0,700,700,0,0,httpFlood
S3,374,755,314,314,0,0,httpFlood
OTH,66,0,925,925,0,0,httpFlood
OTH,66,0,254,254,0,0,httpFlood
S3,374,755,1054,1054,0,0,httpFlood
S3,374,755,1083,1083,0,0,httpFlood
S3,374,755,1246,1246,0,0,httpFlood
S3,374,755,445,445,0,0,httpFlood
OTH,66,0,49,49,0,0,httpFlood
OTH,66,0,479,479,0,0,httpFlood
S3,1134,755,154,154,0,0,httpFlood
OTH,66,0,50,50,0,0,httpFlood
S3,374,755,147,147,0,0,httpFlood
S3,374,755,418,418,0,0,httpFlood
S3,374,755,278,278,0,0,httpFlood
S3,374,755,78,78,0,0,httpFlood
S3,374,755,384,384,0,0,httpFlood
S3,374,755,143,143,0,0,httpFlood
S3,374,755,179,179,0,0,httpFlood
S3,374,755,147,147,0,0,httpFlood
S3,374,755,134,134,0,0,httpFlood
RSTO,440,755,373,373,0,0,httpFlood
S3,374,755,564,564,0,0,httpFlood
OTH,66,0,110,110,0,0,httpFlood
S3,374,755,815,815,0,0,httpFlood
S3,374,755,177,177,0,0,httpFlood
S3,374,755,724,724,0,0,httpFlood
OTH,66,0,674,674,0,0,httpFlood
S3,374,755,1273,1273,0,0,httpFlood
S3,374,755,793,793,0,0,httpFlood
S3,374,755,582,582,0,0,httpFlood
RSTO,440,755,312,312,0,0,httpFlood
S3,374,755,41,41,0,0,httpFlood
RSTO,440,755,324,324,0,0,httpFlood
OTH,66,0,476,476,0,0,httpFlood
S3,374,755,63,63,0,0,httpFlood
S3,374,755,111,111,0,0,httpFlood
S3,374,755,146,146,0,0,httpFlood
S3,374,755,37,37,0,0,httpFlood
RSTO,440,755,272,272,0,0,httpFlood
S3,374,755,1205,1205,0,0,httpFlood
S1,242,140,203,203,0,0,httpFlood
S3,374,755,588,588,0,0,httpFlood
OTH,66,0,128,128,0,0,httpFlood
S3,374,755,160,160,0,0,httpFlood
OTH,66,0,388,388,0,0,httpFlood
OTH,66,0,359,359,0,0,httpFlood
S3,374,755,491,491,0,0,httpFlood
OTH,66,0,647,647,0,0,httpFlood
S3,374,755,285,285,0,0,httpFlood
S3,374,755,767,767,0,0,httpFlood
OTH,66,0,334,334,0,0,httpFlood
S3,374,755,250,250,0,0,httpFlood
OTH,66,0,75,75,0,0,httpFlood
S3,374,755,1050,1050,0,0,httpFlood
S3,374,755,86,86,0,0,httpFlood
S3,374,755,15,15,0,0,httpFlood
OTH,66,0,11,11,0,0,httpFlood
RSTO,440,755,469,469,0,0,httpFlood
OTH,66,0,837,837,0,0,httpFlood
S3,374,755,261,261,0,0,httpFlood
S3,374,755,3,3,0,0,httpFlood
S3,374,755,116,116,0,0,httpFlood
OTH,66,0,436,436,0,0,httpFlood
S3,374,755,139,139,0,0,httpFlood
S3,374,755,932,932,0,0,httpFlood
S3,374,755,394,394,0,0,httpFlood
S3,374,755,208,208,0,0,httpFlood
S3,374,755,511,511,0,0,httpFlood
S3,374,755,649,649,0,0,httpFlood
S3,374,755,915,915,0,0,httpFlood
S3,374,755,508,508,0,0,httpFlood
S3,374,755,149,149,0,0,httpFlood
OTH,66,0,1010,1010,0,0,httpFlood
S3,374,755,425,425,0,0,httpFlood
OTH,66,0,946,946,0,0,httpFlood
S3,374,755,537,537,0,0,httpFlood
S3,374,755,127,127,0,0,httpFlood
OTH,66,0,13,13,0,0,httpFlood
S3,374,755,131,131,0,0,httpFlood
OTH,66,0,159,159,0,0,httpFlood
OTH,66,0,115,115,0,0,httpFlood
RSTO,440,755,276,276,0,0,httpFlood
OTH,66,0,891,891,0,0,httpFlood
S3,374,755,366,366,0,0,httpFlood
S3,374,755,572,572,0,0,httpFlood
S3,374,755,1208,1208,0,0,httpFlood
S3,374,755,128,128,0,0,httpFlood
OTH,66,0,134,134,0,0,httpFlood
S3,374,755,150,150,0,0,httpFlood
OTH,66,0,69,69,0,0,httpFlood
OTH,66,0,748,748,0,0,httpFlood
S3,374,755,833,833,0,0,httpFlood
S3,374,755,747,747,0,0,httpFlood
S3,374,755,952,952,0,0,httpFlood
OTH,66,0,238,238,0,0,httpFlood
S3,374,755,982,982,0,0,httpFlood
S3,374,755,339,339,0,0,httpFlood
OTH,66,0,810,810,0,0,httpFlood
OTH,66,0,385,385,0,0,httpFlood
OTH,66,0,468,468,0,0,httpFlood
S3,374,755,1231,1231,0,0,httpFlood
S3,374,755,521,521,0,0,httpFlood
OTH,66,0,171,171,0,0,httpFlood
OTH,66,0,872,872,0,0,httpFlood
OTH,66,0,521,521,0,0,httpFlood
S3,374,755,145,145,0,0,httpFlood
RSTO,440,755,156,156,0,0,httpFlood
S3,374,755,156,156,0,0,httpFlood
S3,374,755,260,260,0,0,httpFlood
OTH,66,0,497,497,0,0,httpFlood
OTH,66,0,405,405,0,0,httpFlood
OTH,66,0,605,605,0,0,httpFlood
S3,374,755,782,782,0,0,httpFlood
S3,374,755,817,817,0,0,httpFlood
S3,374,755,339,339,0,0,httpFlood
S3,374,755,57,57,0,0,httpFlood
OTH,66,0,25,25,0,0,httpFlood
OTH,66,0,37,37,0,0,httpFlood
S3,374,755,96,96,0,0,httpFlood
S3,374,755,907,907,0,0,httpFlood
S3,374,755,951,951,0,0,httpFlood
RSTO,440,755,530,530,0,0,httpFlood
RSTO,440,755,568,568,0,0,httpFlood
S3,374,755,968,968,0,0,httpFlood
OTH,66,0,139,139,0,0,httpFlood
OTH,66,0,915,915,0,0,httpFlood
OTH,66,0,1,1,0,0,httpFlood
OTH,66,0,459,459,0,0,httpFlood
RSTO,440,755,483,483,0,0,httpFlood
OTH,66,0,314,314,0,0,httpFlood
OTH,66,0,739,739,0,0,httpFlood
S3,374,755,104,104,0,0,httpFlood
OTH,66,0,493,493,0,0,httpFlood
OTH,66,0,59,59,0,0,httpFlood
OTH,66,0,342,342,0,0,httpFlood
RSTO,440,755,350,350,0,0,httpFlood
OTH,66,0,200,200,0,0,httpFlood
OTH,66,0,119,119,0,0,httpFlood
OTH,66,0,315,315,0,0,httpFlood
OTH,66,0,88,88,0,0,httpFlood
S3,374,755,901,901,0,0,httpFlood
S3,374,755,1104,1104,0,0,httpFlood
S3,374,755,1171,1171,0,0,httpFlood
OTH,66,0,455,455,0,0,httpFlood
OTH,66,0,862,862,0,0,httpFlood
OTH,66,0,842,842,0,0,httpFlood
OTH,66,0,425,425,0,0,httpFlood
OTH,66,0,785,785,0,0,httpFlood
S3,374,755,232,232,0,0,httpFlood
S3,374,755,1090,1090,0,0,httpFlood
S3,374,755,157,157,0,0,httpFlood
S3,374,755,1127,1127,0,0,httpFlood
OTH,66,0,434,434,0,0,httpFlood
S3,374,755,408,408,0,0,httpFlood
OTH,66,0,237,237,0,0,httpFlood
S3,374,755,147,147,0,0,httpFlood
OTH,66,0,646,646,0,0,httpFlood
S3,374,755,1191,1191,0,0,httpFlood
S3,374,755,992,992,0,0,httpFlood
S3,374,755,237,237,0,0,httpFlood
S3,374,755,199,199,0,0,httpFlood
OTH,66,0,821,821,0,0,httpFlood
S3,374,755,153,153,0,0,httpFlood
OTH,66,0,136,136,0,0,httpFlood
S3,374,755,575,575,0,0,httpFlood
OTH,66,0,625,625,0,0,httpFlood
S3,374,755,772,772,0,0,httpFlood
S3,374,755,112,112,0,0,httpFlood
OTH,66,0,464,464,0,0,httpFlood
OTH,66,0,44,44,0,0,httpFlood
OTH,66,0,441,441,0,0,httpFlood
OTH,66,0,142,142,0,0,httpFlood
OTH,66,0,319,319,0,0,httpFlood
S3,374,755,1085,1085,0,0,httpFlood
OTH,66,0,411,411,0,0,httpFlood
S3,374,755,29,29,0,0,httpFlood
OTH,66,0,806,806,0,0,httpFlood
S3,374,755,834,834,0,0,httpFlood
RSTO,440,755,401,401,0,0,httpFlood
S3,374,755,113,113,0,0,httpFlood
S3,374,755,742,742,0,0,httpFlood
S1,242,140,172,172,0,0,httpFlood
S3,374,755,1221,1221,0,0,httpFlood
S3,374,755,542,542,0,0,httpFlood
S3,374,755,842,842,0,0,httpFlood
S1,242,140,200,200,0,0,httpFlood
S1,242,140,195,195,0,0,httpFlood
OTH,66,0,99,99,0,0,httpFlood
RSTO,440,755,113,113,0,0,httpFlood
OTH,66,0,357,357,0,0,httpFlood
S3,374,755,1122,1122,0,0,httpFlood
S3,374,755,885,885,0,0,httpFlood
OTH,66,0,364,364,0,0,httpFlood
S3,374,755,1039,1039,0,0,httpFlood
S3,374,755,1158,1158,0,0,httpFlood
OTH,66,0,92,92,0,0,httpFlood
OTH,66,0,387,387,0,0,httpFlood
S1,242,140,165,165,0,0,httpFlood
S3,374,755,1250,1250,0,0,httpFlood
OTH,66,0,1,1,0,0,httpFlood
OTH,66,0,653,653,0,0,httpFlood
S3,374,755,129,129,0,0,httpFlood
S3,374,755,137,137,0,0,httpFlood
OTH,66,0,1,1,0,0,httpFlood
OTH,66,0,250,250,0,0,httpFlood
S3,374,755,150,150,0,0,httpFlood
OTH,66,0,104,104,0,0,httpFlood
OTH,66,0,102,102,0,0,httpFlood
S3,374,755,154,154,0,0,httpFlood
OTH,66,0,46,46,0,0,httpFlood
S1,242,140,226,226,0,0,httpFlood
OTH,66,0,560,560,0,0,httpFlood
S3,374,755,449,449,0,0,httpFlood
RSTO,440,755,483,483,0,0,httpFlood
OTH,66,0,355,355,0,0,httpFlood
RSTO,440,755,612,612,0,0,httpFlood
S3,374,755,718,718,0,0,httpFlood
OTH,66,0,42,42,0,0,httpFlood
S3,374,755,128,128,0,0,httpFlood
OTH,66,0,487,487,0,0,httpFlood
OTH,66,0,402,402,0,0,httpFlood
OTH,66,0,33,33,0,0,httpFlood
OTH,66,0,132,132,0,0,httpFlood
OTH,66,0,30,30,0,0,httpFlood
S3,374,755,175,175,0,0,httpFlood
S3,374,755,1223,1223,0,0,httpFlood
S3,374,755,126,126,0,0,httpFlood
S3,374,755,360,360,0,0,httpFlood
OTH,66,0,57,57,0,0,httpFlood
OTH,66,0,586,586,0,0,httpFlood
S3,374,755,313,313,0,0,httpFlood
OTH,66,0,486,486,0,0,httpFlood
S3,374,755,130,130,0,0,httpFlood
OTH,66,0,253,253,0,0,httpFlood
OTH,66,0,201,201,0,0,httpFlood
S3,374,755,366,366,0,0,httpFlood
RSTO,440,755,517,517,0,0,httpFlood
S1,242,140,194,194,0,0,httpFlood
OTH,66,0,473,473,0,0,httpFlood
S3,374,755,144,144,0,0,httpFlood
S3,374,755,137,137,0,0,httpFlood
OTH,66,0,101,101,0,0,httpFlood
S3,374,755,174,174,0,0,httpFlood
S3,374,755,148,148,0,0,httpFlood
OTH,66,0,797,797,0,0,httpFlood
S3,374,755,1228,1228,0,0,httpFlood
S3,374,755,399,399,0,0,httpFlood
S3,374,755,1188,1188,0,0,httpFlood
OTH,66,0,219,219,0,0,httpFlood
S3,374,755,994,994,0,0,httpFlood
S3,374,755,98,98,0,0,httpFlood
S3,374,755,325,325,0,0,httpFlood
OTH,66,0,716,716,0,0,httpFlood
S3,374,755,518,518,0,0,httpFlood
OTH,66,0,41,41,0,0,httpFlood
OTH,66,0,780,780,0,0,httpFlood
S3,374,755,140,140,0,0,httpFlood
S3,374,755,140,140,0,0,httpFlood
S3,374,755,148,148,0,0,httpFlood
OTH,66,0,997,997,0,0,httpFlood
OTH,66,0,212,212,0,0,httpFlood
OTH,66,0,202,202,0,0,httpFlood
OTH,66,0,936,936,0,0,httpFlood
S3,374,755,897,897,0,0,httpFlood
S3,374,755,77,77,0,0,httpFlood
RSTO,440,755,320,320,0,0,httpFlood
S3,374,755,412,412,0,0,httpFlood
S3,374,755,765,765,0,0,httpFlood
OTH,66,0,293,293,0,0,httpFlood
S3,374,755,872,872,0,0,httpFlood
OTH,66,0,71,71,0,0,httpFlood
S3,374,755,988,988,0,0,httpFlood
OTH,66,0,620,620,0,0,httpFlood
S3,374,755,141,141,0,0,httpFlood
S3,374,755,358,358,0,0,httpFlood
S3,374,755,1071,1071,0,0,httpFlood
OTH,66,0,18,18,0,0,httpFlood
S3,374,755,529,529,0,0,httpFlood
OTH,66,0,56,56,0,0,httpFlood
RSTO,440,755,267,267,0,0,httpFlood
S3,374,755,167,167,0,0,httpFlood
OTH,66,0,230,230,0,0,httpFlood
OTH,66,0,490,490,0,0,httpFlood
OTH,66,0,255,255,0,0,httpFlood
OTH,66,0,802,802,0,0,httpFlood
OTH,66,0,42,42,0,0,httpFlood
S3,374,755,485,485,0,0,httpFlood
S3,374,755,116,116,0,0,httpFlood
RSTO,440,755,259,259,0,0,httpFlood
RSTO,440,755,198,198,0,0,httpFlood
S3,374,755,1028,1028,0,0,httpFlood
OTH,66,0,736,736,0,0,httpFlood
S3,374,755,729,729,0,0,httpFlood
OTH,66,0,169,169,0,0,httpFlood
S3,374,755,509,509,0,0,httpFlood
S3,374,755,147,147,0,0,httpFlood
OTH,66,0,466,466,0,0,httpFlood
RSTO,440,755,221,221,0,0,httpFlood
S3,374,755,127,127,0,0,httpFlood
S3,374,755,1002,1002,0,0,httpFlood
OTH,66,0,290,290,0,0,httpFlood
S3,374,755,154,154,0,0,httpFlood
S1,242,140,216,216,0,0,httpFlood
OTH,66,0,80,80,0,0,httpFlood
S3,374,755,501,501,0,0,httpFlood
OTH,66,0,471,471,0,0,httpFlood
RSTO,440,755,69,69,0,0,httpFlood
OTH,66,0,993,993,0,0,httpFlood
S3,374,755,1045,1045,0,0,httpFlood
OTH,66,0,928,928,0,0,httpFlood
S3,374,755,178,178,0,0,httpFlood
S3,596,755,307,307,0,0,httpFlood
S3,374,755,822,822,0,0,httpFlood
S3,374,755,1025,1025,0,0,httpFlood
OTH,66,0,697,697,0,0,httpFlood
OTH,66,0,407,407,0,0,httpFlood
OTH,66,0,320,320,0,0,httpFlood
OTH,66,0,880,880,0,0,httpFlood
S3,374,755,594,594,0,0,httpFlood
RSTO,440,755,455,455,0,0,httpFlood
S3,374,755,275,275,0,0,httpFlood
OTH,66,0,906,906,0,0,httpFlood
RSTO,440,755,262,262,0,0,httpFlood
OTH,66,0,32,32,0,0,httpFlood
OTH,66,0,688,688,0,0,httpFlood
S3,374,755,1063,1063,0,0,httpFlood
OTH,66,0,912,912,0,0,httpFlood
S3,374,755,659,659,0,0,httpFlood
S3,374,755,995,995,0,0,httpFlood
S3,374,755,469,469,0,0,httpFlood
S3,374,755,93,93,0,0,httpFlood
OTH,66,0,571,571,0,0,httpFlood
S3,374,755,608,608,0,0,httpFlood
OTH,66,0,935,935,0,0,httpFlood
OTH,66,0,214,214,0,0,httpFlood
OTH,66,0,523,523,0,0,httpFlood
S3,374,755,522,522,0,0,httpFlood
RSTO,440,755,247,247,0,0,httpFlood
OTH,66,0,17,17,0,0,httpFlood
S3,374,755,280,280,0,0,httpFlood
S3,374,755,433,433,0,0,httpFlood
S3,374,755,702,702,0,0,httpFlood
OTH,66,0,445,445,0,0,httpFlood
S3,374,755,115,115,0,0,httpFlood
S3,374,755,300,300,0,0,httpFlood
OTH,66,0,511,511,0,0,httpFlood
OTH,66,0,916,916,0,0,httpFlood
S3,374,755,356,356,0,0,httpFlood
OTH,66,0,86,86,0,0,httpFlood
S3,374,755,1017,1017,0,0,httpFlood
OTH,66,0,980,980,0,0,httpFlood
S3,374,755,1008,1008,0,0,httpFlood
S3,374,755,602,602,0,0,httpFlood
S3,374,755,768,768,0,0,httpFlood
OTH,66,0,207,207,0,0,httpFlood
S3,374,755,726,726,0,0,httpFlood
OTH,66,0,515,515,0,0,httpFlood
S3,374,755,147,147,0,0,httpFlood
S3,374,755,670,670,0,0,httpFlood
OTH,66,0,899,899,0,0,httpFlood
OTH,66,0,621,621,0,0,httpFlood
S3,374,755,869,869,0,0,httpFlood
S3,374,755,393,393,0,0,httpFlood
S3,374,755,1242,1242,0,0,httpFlood
RSTO,440,755,60,60,0,0,httpFlood
OTH,66,0,879,879,0,0,httpFlood
S3,374,755,117,117,0,0,httpFlood
OTH,66,0,882,882,0,0,httpFlood
OTH,66,0,559,559,0,0,httpFlood
S1,242,140,202,202,0,0,httpFlood
OTH,66,0,131,131,0,0,httpFlood
S3,374,755,489,489,0,0,httpFlood
S3,374,755,774,774,0,0,httpFlood
OTH,66,0,1003,1003,0,0,httpFlood
S3,374,755,215,215,0,0,httpFlood
S3,374,755,719,719,0,0,httpFlood
OTH,66,0,561,561,0,0,httpFlood
OTH,66,0,60,60,0,0,httpFlood
OTH,66,0,603,603,0,0,httpFlood
OTH,66,0,204,204,0,0,httpFlood
OTH,66,0,71,71,0,0,httpFlood
S3,374,755,157,157,0,0,httpFlood
RSTO,440,755,256,256,0,0,httpFlood
S3,374,755,34,34,0,0,httpFlood
S3,374,755,155,155,0,0,httpFlood
S3,374,755,481,481,0,0,httpFlood
OTH,66,0,75,75,0,0,httpFlood
S3,374,755,329,329,0,0,httpFlood
S3,374,755,395,395,0,0,httpFlood
S3,374,755,1128,1128,0,0,httpFlood
OTH,66,0,830,830,0,0,httpFlood
S3,374,755,132,132,0,0,httpFlood
OTH,66,0,185,185,0,0,httpFlood
OTH,66,0,369,369,0,0,httpFlood
S3,374,755,138,138,0,0,httpFlood
OTH,66,0,648,648,0,0,httpFlood
OTH,66,0,205,205,0,0,httpFlood
OTH,66,0,83,83,0,0,httpFlood
S3,374,755,67,67,0,0,httpFlood
RSTO,440,755,492,492,0,0,httpFlood
S3,374,755,234,234,0,0,httpFlood
S3,374,755,409,409,0,0,httpFlood
OTH,66,0,943,943,0,0,httpFlood
OTH,66,0,937,937,0,0,httpFlood
RSTO,440,755,474,474,0,0,httpFlood
S3,374,755,473,473,0,0,httpFlood
S3,374,755,1162,1162,0,0,httpFlood
S3,374,755,666,666,0,0,httpFlood
OTH,66,0,467,467,0,0,httpFlood
OTH,66,0,259,259,0,0,httpFlood
S3,374,755,135,135,0,0,httpFlood
S3,374,755,1184,1184,0,0,httpFlood
S3,374,755,427,427,0,0,httpFlood
S3,374,755,870,870,0,0,httpFlood
S3,374,755,51,51,0,0,httpFlood
S3,374,755,981,981,0,0,httpFlood
S3,374,755,701,701,0,0,httpFlood
S3,374,755,771,771,0,0,httpFlood
S3,374,755,736,736,0,0,httpFlood
S3,374,755,892,892,0,0,httpFlood
S1,242,140,155,155,0,0,httpFlood
OTH,66,0,14,14,0,0,httpFlood
S3,374,755,143,143,0,0,httpFlood
OTH,66,0,172,172,0,0,httpFlood
S3,374,755,386,386,0,0,httpFlood
S1,242,140,167,167,0,0,httpFlood
RSTO,440,755,106,106,0,0,httpFlood
OTH,66,0,356,356,0,0,httpFlood
S3,374,755,876,876,0,0,httpFlood
OTH,66,0,28,28,0,0,httpFlood
S3,374,755,586,586,0,0,httpFlood
S3,374,755,1116,1116,0,0,httpFlood
OTH,66,0,84,84,0,0,httpFlood
RSTO,440,755,434,434,0,0,httpFlood
OTH,66,0,305,305,0,0,httpFlood
RSTO,440,755,344,344,0,0,httpFlood
S3,374,755,131,131,0,0,httpFlood
OTH,66,0,733,733,0,0,httpFlood
RSTO,440,755,452,452,0,0,httpFlood
S3,374,755,917,917,0,0,httpFlood
OTH,66,0,325,325,0,0,httpFlood
S3,374,755,140,140,0,0,httpFlood
S3,522,755,615,615,0,0,httpFlood
S3,374,755,150,150,0,0,httpFlood
S3,374,755,499,499,0,0,httpFlood
S1,370,0,1091,1091,0,0,slowBody
S1,370,0,796,796,0,0,slowBody
S1,370,0,498,498,0,0,slowBody
RSTO,1168,956,165,165,0,0,slowBody
S1,370,0,594,594,0,0,slowBody
S1,370,0,1118,1118,0,0,slowBody
S1,370,0,1115,1115,0,0,slowBody
S1,370,0,2114,2114,0,0,slowBody
RSTO,1103,1022,240,240,0,0,slowBody
S1,370,0,2778,2778,0,0,slowBody
S1,370,0,69,69,0,0,slowBody
S1,370,0,569,569,0,0,slowBody
S1,370,0,393,393,0,0,slowBody
S1,370,0,876,876,0,0,slowBody
S1,370,0,1579,1579,0,0,slowBody
RSTO,1116,758,455,455,0,0,slowBody
RSTO,1204,956,77,77,0,0,slowBody
S1,370,0,2819,2819,0,0,slowBody
S1,370,0,968,968,0,0,slowBody
RSTO,1106,1022,1497,1497,0,0,slowBody
RSTO,1026,956,75,75,0,0,slowBody
S1,370,0,1024,1024,0,0,slowBody
S1,370,0,2766,2766,0,0,slowBody
S1,370,0,677,677,0,0,slowBody
S1,370,0,248,248,0,0,slowBody
S1,370,0,1550,1550,0,0,slowBody
S1,370,0,1485,1485,0,0,slowBody
S1,370,0,685,685,0,0,slowBody
S1,370,0,644,644,0,0,slowBody
S1,370,0,628,628,0,0,slowBody
RSTO,1033,956,164,164,0,0,slowBody
S1,370,0,3007,3007,0,0,slowBody
S1,370,0,585,585,0,0,slowBody
S1,370,0,720,720,0,0,slowBody
S1,370,0,1068,1068,0,0,slowBody
S1,370,0,2781,2781,0,0,slowBody
S1,370,0,267,267,0,0,slowBody
S1,370,0,2222,2222,0,0,slowBody
S1,370,0,45,45,0,0,slowBody
RSTO,983,956,20,20,0,0,slowBody
S1,370,0,792,792,0,0,slowBody
S1,370,0,317,317,0,0,slowBody
S1,370,0,1150,1150,0,0,slowBody
S1,370,0,274,274,0,0,slowBody
S1,370,0,1140,1140,0,0,slowBody
S1,370,0,121,121,0,0,slowBody
RSTO,1086,956,29,29,0,0,slowBody
S1,370,0,3055,3055,0,0,slowBody
S1,370,0,336,336,0,0,slowBody
RSTO,1044,956,127,127,0,0,slowBody
S1,370,0,477,477,0,0,slowBody
S1,370,0,309,309,0,0,slowBody
S1,370,0,1977,1977,0,0,slowBody
S1,370,0,2339,2339,0,0,slowBody
S1,370,0,989,989,0,0,slowBody
S1,370,0,390,390,0,0,slowBody
RSTO,5636,770,1820,1820,0,0,slowBody
RSTO,1043,956,68,68,0,0,slowBody
S1,370,0,349,349,0,0,slowBody
S1,370,0,1076,1076,0,0,slowBody
S1,370,0,776,776,0,0,slowBody
S1,370,0,2042,2042,0,0,slowBody
S1,370,0,1671,1671,0,0,slowBody
S1,370,0,1019,1019,0,0,slowBody
RSTO,1039,1022,199,199,0,0,slowBody
S1,370,0,302,302,0,0,slowBody
S1,370,0,1004,1004,0,0,slowBody
S1,370,0,446,446,0,0,slowBody
S1,370,0,2309,2309,0,0,slowBody
S1,370,0,1661,1661,0,0,slowBody
S1,370,0,1985,1985,0,0,slowBody
S1,370,0,1866,1866,0,0,slowBody
S1,370,0,470,470,0,0,slowBody
S1,370,0,1660,1660,0,0,slowBody
S1,370,0,837,837,0,0,slowBody
S1,370,0,637,637,0,0,slowBody
S1,370,0,2793,2793,0,0,slowBody
S1,370,0,3014,3014,0,0,slowBody
S1,370,0,1364,1364,0,0,slowBody
S1,370,0,794,794,0,0,slowBody
S1,370,0,448,448,0,0,slowBody
S1,370,0,517,517,0,0,slowBody
SF,642,206,14,14,0,0,slowBody
S1,370,0,487,487,0,0,slowBody
