% isAttack normal:	2000
% isAttack attack:	1667
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,8,18,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute count numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {normal,attack}

@data
S3,1045,100,attack
OTH,928,100,attack
S3,178,100,attack
S3,307,100,attack
S3,822,100,attack
S3,1025,100,attack
OTH,697,100,attack
OTH,407,100,attack
OTH,320,100,attack
OTH,880,100,attack
S3,594,100,attack
RSTO,455,100,attack
S3,275,100,attack
OTH,906,100,attack
RSTO,262,100,attack
OTH,32,100,attack
OTH,688,100,attack
S3,1063,100,attack
OTH,912,100,attack
S3,659,100,attack
S3,995,100,attack
S3,469,100,attack
S3,93,100,attack
OTH,571,100,attack
S3,608,100,attack
OTH,935,100,attack
OTH,214,100,attack
OTH,523,100,attack
S3,522,100,attack
RSTO,247,100,attack
OTH,17,76,attack
S3,280,100,attack
S3,433,100,attack
S3,702,100,attack
OTH,445,100,attack
S3,115,100,attack
S3,300,100,attack
OTH,511,100,attack
OTH,916,100,attack
S3,356,100,attack
OTH,86,100,attack
S3,1017,100,attack
OTH,980,100,attack
S3,1008,100,attack
S3,602,100,attack
S3,768,100,attack
OTH,207,100,attack
S3,726,100,attack
OTH,515,100,attack
S3,147,100,attack
S3,670,100,attack
OTH,899,100,attack
OTH,621,100,attack
S3,869,100,attack
S3,393,100,attack
S3,1242,100,attack
RSTO,60,100,attack
OTH,879,100,attack
S3,117,100,attack
OTH,882,100,attack
OTH,559,100,attack
S1,202,100,attack
OTH,131,100,attack
S3,489,100,attack
S3,774,100,attack
OTH,1003,100,attack
S3,215,100,attack
S3,719,100,attack
OTH,561,100,attack
OTH,60,38,attack
OTH,603,100,attack
OTH,204,100,attack
OTH,71,99,attack
S3,157,100,attack
RSTO,256,100,attack
S3,34,100,attack
S3,155,100,attack
S3,481,100,attack
OTH,75,100,attack
S3,329,100,attack
S3,395,100,attack
S3,1128,100,attack
OTH,830,100,attack
S3,132,100,attack
OTH,185,100,attack
OTH,369,100,attack
S3,138,100,attack
OTH,648,100,attack
OTH,205,100,attack
OTH,83,100,attack
S3,67,100,attack
RSTO,492,100,attack
S3,234,100,attack
S3,409,100,attack
OTH,943,100,attack
OTH,937,100,attack
RSTO,474,100,attack
S3,473,100,attack
S3,1162,100,attack
S3,666,100,attack
OTH,467,100,attack
OTH,259,100,attack
S3,135,100,attack
S3,1184,100,attack
S3,427,100,attack
S3,870,100,attack
S3,51,100,attack
S3,981,100,attack
S3,701,100,attack
S3,771,100,attack
S3,736,100,attack
S3,892,100,attack
S1,155,100,attack
OTH,14,100,attack
S3,143,100,attack
OTH,172,100,attack
S3,386,100,attack
S1,167,100,attack
RSTO,106,100,attack
OTH,356,100,attack
S3,876,100,attack
OTH,28,86,attack
S3,586,100,attack
S3,1116,100,attack
OTH,84,100,attack
RSTO,434,100,attack
OTH,305,100,attack
RSTO,344,100,attack
S3,131,100,attack
OTH,733,100,attack
RSTO,452,100,attack
S3,917,100,attack
OTH,325,100,attack
S3,140,100,attack
S3,615,100,attack
S3,150,100,attack
S3,499,100,attack
S3,565,100,attack
S1,223,100,attack
OTH,82,100,attack
RSTO,409,100,attack
S3,100,100,attack
RSTO,442,100,attack
RSTO,486,100,attack
S3,142,100,attack
S3,1262,100,attack
S3,1197,100,attack
S3,367,100,attack
OTH,642,100,attack
S3,149,100,attack
OTH,666,100,attack
OTH,991,100,attack
S3,56,100,attack
RSTO,76,100,attack
S3,1047,100,attack
OTH,222,100,attack
S3,1193,100,attack
S3,79,100,attack
OTH,317,100,attack
OTH,95,58,attack
RSTO,1,100,attack
OTH,807,100,attack
OTH,292,100,attack
S3,79,100,attack
RSTO,75,100,attack
S3,340,100,attack
S3,751,100,attack
S3,1145,100,attack
S3,564,100,attack
OTH,178,100,attack
OTH,166,100,attack
S3,863,100,attack
OTH,619,100,attack
RSTO,107,100,attack
S3,570,100,attack
OTH,192,100,attack
S3,652,100,attack
S3,559,100,attack
RSTO,220,100,attack
OTH,820,100,attack
OTH,662,100,attack
S3,1095,100,attack
S3,168,100,attack
S3,319,100,attack
S3,800,100,attack
OTH,94,58,attack
S3,298,100,attack
S3,753,100,attack
S3,1065,100,attack
S3,784,100,attack
S3,1226,100,attack
S3,633,100,attack
OTH,978,100,attack
S3,8,100,attack
S3,1172,100,attack
OTH,105,100,attack
OTH,80,51,attack
OTH,430,100,attack
RSTO,320,100,attack
OTH,854,100,attack
S3,823,100,attack
S3,1170,100,attack
OTH,242,100,attack
OTH,20,20,attack
RSTO,493,100,attack
S3,762,100,attack
RSTO,137,100,attack
OTH,612,100,attack
RSTO,248,100,attack
S3,355,100,attack
S1,181,100,attack
S1,197,100,attack
S3,671,100,attack
S3,142,100,attack
RSTO,165,100,attack
RSTO,351,100,attack
OTH,549,100,attack
S3,860,100,attack
RSTO,158,100,attack
S3,377,100,attack
OTH,702,100,attack
OTH,0,0,attack
RSTO,232,100,attack
OTH,524,100,attack
OTH,893,100,attack
S3,937,100,attack
S3,1168,100,attack
S3,1272,100,attack
S3,831,100,attack
S3,1220,100,attack
S3,805,100,attack
S3,422,100,attack
S3,965,100,attack
S3,375,100,attack
OTH,221,100,attack
OTH,81,51,attack
OTH,779,100,attack
S1,209,100,attack
S3,943,100,attack
S3,689,100,attack
S3,1076,100,attack
OTH,195,100,attack
RSTO,22,100,attack
S3,371,100,attack
OTH,963,100,attack
OTH,21,100,attack
S3,124,100,attack
OTH,65,99,attack
S3,739,100,attack
OTH,117,100,attack
S3,348,100,attack
OTH,62,100,attack
OTH,213,100,attack
OTH,551,100,attack
S3,119,100,attack
S3,414,100,attack
S3,875,100,attack
OTH,836,100,attack
S3,150,100,attack
OTH,66,43,attack
S3,1052,100,attack
S3,497,100,attack
OTH,74,100,attack
S3,993,100,attack
S3,955,100,attack
S3,426,100,attack
S3,126,100,attack
OTH,631,100,attack
S3,655,100,attack
RSTO,218,100,attack
OTH,278,100,attack
RSTO,488,100,attack
S3,207,100,attack
S3,102,100,attack
S3,410,100,attack
OTH,93,100,attack
S3,942,100,attack
S3,270,100,attack
RSTO,338,100,attack
S3,745,100,attack
S3,122,100,attack
RSTO,614,100,attack
RSTO,129,100,attack
S3,290,100,attack
OTH,22,100,attack
OTH,635,100,attack
S3,585,100,attack
OTH,776,100,attack
S3,244,100,attack
RSTO,222,100,attack
S3,261,100,attack
S3,498,100,attack
S3,135,100,attack
OTH,758,100,attack
OTH,443,100,attack
OTH,846,100,attack
RSTO,406,100,attack
OTH,904,100,attack
S3,142,100,attack
S3,1237,100,attack
OTH,16,16,attack
S3,73,100,attack
S3,134,100,attack
OTH,841,100,attack
S3,884,100,attack
S3,908,100,attack
OTH,232,100,attack
OTH,332,100,attack
OTH,495,100,attack
S3,973,100,attack
S3,145,100,attack
OTH,302,100,attack
OTH,61,99,attack
S3,851,100,attack
S3,545,100,attack
S3,890,100,attack
OTH,498,100,attack
S3,101,100,attack
OTH,853,100,attack
OTH,28,28,attack
OTH,216,100,attack
OTH,808,100,attack
S3,295,100,attack
S3,134,100,attack
S3,566,100,attack
OTH,1000,100,attack
RSTO,539,100,attack
OTH,960,100,attack
OTH,47,100,attack
RSTO,594,100,attack
RSTO,518,100,attack
S3,749,100,attack
S3,544,100,attack
OTH,681,100,attack
S3,361,100,attack
S3,252,100,attack
S3,978,100,attack
OTH,531,100,attack
S3,563,100,attack
S3,150,100,attack
OTH,399,100,attack
OTH,361,100,attack
OTH,429,100,attack
OTH,68,100,attack
OTH,692,100,attack
S3,970,100,attack
S3,355,100,attack
OTH,23,100,attack
RSTO,273,100,attack
OTH,737,100,attack
S3,634,100,attack
OTH,687,100,attack
OTH,187,100,attack
S3,144,100,attack
S3,533,100,attack
S3,571,100,attack
OTH,533,100,attack
S3,109,100,attack
S3,151,100,attack
RSTO,543,100,attack
S3,137,100,attack
S3,369,100,attack
OTH,547,100,attack
S3,236,100,attack
S3,252,100,attack
S3,153,100,attack
S3,155,100,attack
S3,213,100,attack
OTH,49,98,attack
S3,241,100,attack
S3,141,100,attack
RSTO,439,100,attack
S3,255,100,attack
S3,466,100,attack
RSTO,161,100,attack
S3,150,100,attack
OTH,726,100,attack
OTH,32,32,attack
S3,542,100,attack
S3,142,100,attack
S1,175,100,attack
OTH,900,100,attack
S3,733,100,attack
RSTO,405,100,attack
S3,441,100,attack
OTH,162,100,attack
S1,166,100,attack
OTH,90,57,attack
OTH,328,100,attack
OTH,548,100,attack
S3,791,100,attack
OTH,182,100,attack
S3,532,100,attack
S3,1141,100,attack
OTH,10,72,attack
OTH,717,100,attack
S3,743,100,attack
OTH,801,100,attack
S3,502,100,attack
S3,1222,100,attack
OTH,104,100,attack
S3,501,100,attack
S3,83,100,attack
RSTO,332,100,attack
S3,913,100,attack
RSTO,451,100,attack
OTH,832,100,attack
OTH,70,45,attack
S3,99,100,attack
S3,418,100,attack
S3,1112,100,attack
S3,304,100,attack
S3,242,100,attack
S3,392,100,attack
OTH,941,100,attack
OTH,526,100,attack
S3,504,100,attack
S3,1203,100,attack
OTH,457,100,attack
S3,293,100,attack
OTH,2,100,attack
RSTO,588,100,attack
OTH,874,100,attack
S1,2090,100,attack
S1,1325,100,attack
RSTO,234,100,attack
S1,1100,100,attack
S1,174,100,attack
S1,212,100,attack
S1,2813,100,attack
S1,656,100,attack
S1,3334,100,attack
S1,317,100,attack
S1,176,100,attack
S1,1051,100,attack
S1,1432,99,attack
RSTO,107,100,attack
RSTO,85,88,attack
S1,116,100,attack
RSTO,381,100,attack
S1,3415,100,attack
S1,562,100,attack
S1,775,100,attack
S1,3905,100,attack
S1,3181,100,attack
S1,767,100,attack
S1,1568,100,attack
RSTO,203,100,attack
RSTO,19,100,attack
RSTO,131,100,attack
RSTO,96,98,attack
S1,462,100,attack
S1,692,100,attack
S1,432,100,attack
S1,112,100,attack
S1,1836,100,attack
S1,1438,100,attack
S1,280,100,attack
S1,122,100,attack
RSTO,56,58,attack
S1,1669,100,attack
S1,354,100,attack
S1,1163,100,attack
S1,433,100,attack
S1,1986,100,attack
S1,901,100,attack
S1,11,100,attack
RSTO,94,97,attack
S1,249,100,attack
RSTO,53,56,attack
RSTO,298,100,attack
S1,3411,100,attack
S1,2126,100,attack
S2,1204,99,attack
S1,1615,100,attack
S1,1224,100,attack
S1,477,100,attack
S1,2463,100,attack
S1,2964,100,attack
S1,495,100,attack
S1,1844,100,attack
S1,2180,100,attack
RSTO,48,48,attack
S1,434,100,attack
RSTO,1146,100,attack
S1,224,100,attack
S1,895,100,attack
S1,504,100,attack
S1,3368,100,attack
S1,987,100,attack
S1,1141,100,attack
S1,1393,100,attack
S1,3941,100,attack
RSTO,189,100,attack
S1,1383,100,attack
S1,1557,100,attack
RSTO,67,69,attack
S1,2102,100,attack
S1,960,100,attack
RSTO,180,100,attack
S1,282,100,attack
S1,602,100,attack
S1,3059,100,attack
S1,1184,100,attack
S1,422,100,attack
RSTO,179,100,attack
RSTO,104,100,attack
S1,415,100,attack
S1,3627,100,attack
S1,349,100,attack
S1,659,100,attack
S1,446,100,attack
S1,1354,100,attack
S1,97,100,attack
S1,872,100,attack
S1,317,100,attack
S1,1757,100,attack
S1,164,100,attack
S1,3404,100,attack
RSTO,30,100,attack
S1,1369,100,attack
S1,2464,100,attack
S1,373,100,attack
S1,229,100,attack
S1,981,100,attack
RSTO,93,94,attack
S1,1648,100,attack
S1,1209,100,attack
S1,1057,100,attack
S1,2407,100,attack
RSTO,157,100,attack
S1,2804,100,attack
S1,1152,100,attack
S2,1607,99,attack
S1,1040,100,attack
S1,3451,100,attack
S1,1305,100,attack
S1,257,100,attack
S1,658,100,attack
S1,469,100,attack
S1,997,100,attack
S1,1028,100,attack
S1,577,99,attack
S1,2061,100,attack
S1,882,100,attack
RSTO,98,99,attack
S1,1890,100,attack
S1,335,100,attack
S1,250,100,attack
S1,952,100,attack
RSTO,308,100,attack
S1,1893,100,attack
RSTO,229,100,attack
S1,598,100,attack
S1,1709,100,attack
RSTO,241,100,attack
S1,1040,100,attack
S1,858,100,attack
S1,2681,100,attack
S1,507,100,attack
S1,1206,100,attack
S1,2829,100,attack
S1,323,100,attack
RSTO,1150,100,attack
S1,2631,100,attack
S1,3605,100,attack
RSTO,79,82,attack
RSTO,98,100,attack
S1,1539,100,attack
S1,1046,100,attack
RSTO,190,100,attack
S1,1338,100,attack
S1,939,100,attack
RSTO,105,100,attack
S1,619,100,attack
S1,422,100,attack
RSTO,237,100,attack
S1,224,100,attack
S1,1369,100,attack
S1,305,100,attack
S1,346,100,attack
RSTO,276,100,attack
S1,2897,100,attack
S1,1298,100,attack
S1,834,100,attack
S1,1660,100,attack
S1,383,100,attack
S1,280,100,attack
S1,2568,100,attack
S1,1747,100,attack
S1,699,100,attack
S1,666,100,attack
S1,897,100,attack
RSTO,2514,100,attack
S1,1008,100,attack
S1,920,100,attack
S1,241,100,attack
S1,2462,100,attack
S1,1461,100,attack
RSTO,529,100,attack
S1,1384,100,attack
RSTO,82,85,attack
S1,261,100,attack
S1,911,100,attack
S1,655,100,attack
S1,535,100,attack
S1,2315,100,attack
S1,995,100,attack
S1,176,100,attack
S1,968,100,attack
S1,715,100,attack
S1,1696,100,attack
S1,1354,100,attack
RSTO,151,100,attack
S1,3870,100,attack
S1,359,100,attack
S1,2696,100,attack
S1,797,100,attack
RSTO,70,72,attack
S1,303,100,attack
S1,3688,100,attack
S1,249,100,attack
S1,1091,100,attack
S1,887,100,attack
S1,2080,100,attack
RSTO,224,100,attack
S1,1329,100,attack
S1,569,100,attack
S1,2599,100,attack
S1,416,100,attack
S1,1350,100,attack
S1,317,100,attack
S1,953,100,attack
RSTO,11,14,attack
S1,432,100,attack
S1,720,100,attack
RSTO,209,100,attack
S1,2690,100,attack
S1,574,100,attack
S1,332,100,attack
S1,271,100,attack
S1,215,100,attack
S1,1560,100,attack
S1,300,100,attack
S1,1538,100,attack
S1,733,100,attack
RSTO,153,100,attack
S1,401,100,attack
S1,379,100,attack
S1,1262,100,attack
S1,674,100,attack
RSTO,360,100,attack
S1,1035,100,attack
S1,657,100,attack
S1,3009,100,attack
RSTO,162,100,attack
RSTO,29,32,attack
S1,3008,100,attack
S1,740,100,attack
S1,2668,100,attack
S1,496,100,attack
S1,3155,100,attack
S1,1424,100,attack
S1,1369,100,attack
S1,928,100,attack
S1,1950,100,attack
S1,3367,100,attack
S1,1432,100,attack
S1,996,100,attack
S1,709,100,attack
RSTO,2480,100,attack
S1,3497,100,attack
S1,2746,100,attack
S1,1140,100,attack
S1,1352,100,attack
S1,407,100,attack
S1,1190,100,attack
S1,411,100,attack
S1,1507,100,attack
RSTO,185,100,attack
S1,1272,100,attack
S1,1018,100,attack
RSTO,143,100,attack
S1,521,100,attack
S1,798,100,attack
S1,910,100,attack
S1,381,100,attack
RSTO,126,100,attack
RSTO,2511,100,attack
S1,375,100,attack
S1,2867,100,attack
S1,2210,100,attack
S1,1799,100,attack
S1,1069,100,attack
RSTO,1815,100,attack
S1,542,100,attack
S1,1118,100,attack
S1,607,100,attack
RSTO,123,100,attack
S1,413,100,attack
S1,1317,100,attack
S1,1576,100,attack
S1,2982,100,attack
RSTO,163,100,attack
RSTO,64,66,attack
S1,218,100,attack
S1,2914,100,attack
S1,122,100,attack
S1,2078,100,attack
S1,1374,100,attack
RSTO,51,54,attack
RSTO,162,100,attack
S1,337,100,attack
S1,2410,100,attack
S1,590,100,attack
S1,1903,100,attack
S1,3152,100,attack
S1,1988,100,attack
S1,3069,100,attack
S1,289,100,attack
S1,1587,100,attack
S1,639,99,attack
S1,767,100,attack
S1,2146,100,attack
S1,534,100,attack
S2,205,100,attack
S1,3366,100,attack
S1,1579,100,attack
S1,1375,100,attack
S1,570,100,attack
S1,560,100,attack
RSTO,17,20,attack
S1,2507,100,attack
S1,482,100,attack
RSTO,19,20,attack
S1,999,100,attack
S1,660,99,attack
S1,1105,100,attack
S1,832,100,attack
S1,1729,100,attack
S1,327,100,attack
RSTO,142,100,attack
RSTO,967,100,attack
S1,3500,100,attack
S1,1939,100,attack
S1,762,100,attack
S1,3880,100,attack
S1,3022,100,attack
S1,2260,100,attack
S1,300,100,attack
RSTO,122,100,attack
S1,1371,100,attack
S1,917,100,attack
S1,567,100,attack
RSTO,61,64,attack
RSTO,524,100,attack
S1,296,100,attack
S1,74,100,attack
S1,201,100,attack
S1,195,100,attack
S1,365,100,attack
S1,2694,100,attack
S1,1829,100,attack
S1,2053,100,attack
S1,3557,100,attack
S1,1940,100,attack
S1,1049,100,attack
RSTO,204,100,attack
S1,1992,100,attack
S1,320,100,attack
S1,433,100,attack
RSTO,524,100,attack
RSTO,534,100,attack
S1,744,100,attack
RSTO,101,100,attack
S1,1932,100,attack
S1,2294,100,attack
S1,1020,100,attack
S1,2908,100,attack
RSTO,235,100,attack
RSTO,115,100,attack
RSTO,99,100,attack
S1,204,100,attack
S1,656,100,attack
S1,1925,100,attack
S1,902,100,attack
S1,2092,100,attack
RSTO,118,100,attack
S1,257,100,attack
S1,485,100,attack
S1,797,100,attack
S1,371,100,attack
S1,720,100,attack
S1,100,100,attack
S1,363,100,attack
S1,903,100,attack
S1,273,100,attack
S1,1511,100,attack
S1,2415,100,attack
S1,868,100,attack
S1,1327,100,attack
S1,2359,100,attack
S1,914,100,attack
S1,2998,100,attack
S1,688,100,attack
S1,683,100,attack
S1,429,100,attack
S1,692,100,attack
RSTO,192,100,attack
S1,745,100,attack
RSTO,106,100,attack
S1,848,100,attack
S1,780,100,attack
S1,1556,100,attack
S1,846,100,attack
S1,383,100,attack
RSTO,163,100,attack
S1,2116,100,attack
RSTO,26,26,attack
S1,1662,100,attack
S1,2230,100,attack
RSTO,44,46,attack
S1,772,100,attack
RSTO,204,100,attack
S1,1342,100,attack
S1,395,100,attack
RSTO,113,100,attack
S1,1847,100,attack
S1,277,100,attack
S1,2314,100,attack
S1,1029,100,attack
RSTO,126,100,attack
S1,3505,100,attack
S1,108,100,attack
S1,1882,100,attack
S1,2108,100,attack
RSTO,953,100,attack
S1,1047,100,attack
S1,801,100,attack
S1,252,100,attack
RSTO,34,37,attack
RSTO,260,100,attack
S1,3369,100,attack
S1,3443,100,attack
S1,1250,100,attack
S1,994,100,attack
S1,594,100,attack
S1,12,100,attack
RSTO,1180,100,attack
S1,406,100,attack
RSTO,318,100,attack
RSTO,53,56,attack
S1,278,100,attack
S1,1005,100,attack
S1,489,100,attack
S1,813,100,attack
S1,744,100,attack
RSTO,515,100,attack
S1,3908,100,attack
S1,1961,100,attack
S1,1270,100,attack
S1,1168,100,attack
S1,3976,100,attack
S1,3232,100,attack
S1,604,100,attack
S1,2809,100,attack
RSTO,3,3,attack
S1,451,100,attack
S1,356,100,attack
S1,1233,100,attack
S1,25,100,attack
S1,2629,100,attack
S1,945,100,attack
RSTO,71,74,attack
S1,284,100,attack
S1,2646,100,attack
S1,346,100,attack
S1,4018,100,attack
S1,1032,100,attack
S1,1002,100,attack
S1,1177,100,attack
S1,483,100,attack
RSTO,1816,100,attack
S1,2736,100,attack
S1,1710,100,attack
S1,568,100,attack
S1,2360,100,attack
S1,335,100,attack
S1,931,100,attack
RSTO,1179,100,attack
S1,977,100,attack
S1,2946,100,attack
S1,472,100,attack
S1,3283,100,attack
S1,3233,100,attack
S1,3073,100,attack
S1,264,100,attack
S1,653,100,attack
S1,1583,100,attack
S1,297,100,attack
S1,1707,100,attack
RSTO,97,99,attack
S1,1165,100,attack
S1,907,100,attack
S1,1897,100,attack
S1,392,100,attack
S1,3241,100,attack
S1,718,100,attack
S1,468,100,attack
S1,1926,100,attack
S1,1253,100,attack
RSTO,95,97,attack
S1,401,100,attack
S1,901,100,attack
RSTO,130,100,attack
S1,777,100,attack
S1,2060,100,attack
S1,106,100,attack
S1,3932,100,attack
S1,1707,100,attack
S1,2432,100,attack
S2,207,100,attack
S1,1213,100,attack
S1,789,100,attack
S1,1097,100,attack
S1,1509,100,attack
S1,1975,100,attack
RSTO,129,100,attack
S1,878,100,attack
S1,1591,100,attack
S1,377,100,attack
S1,3015,100,attack
S1,520,100,attack
S1,2069,100,attack
S1,777,100,attack
S1,754,100,attack
S1,1785,100,attack
S1,1102,100,attack
S1,1063,100,attack
S1,433,100,attack
S1,308,100,attack
S1,549,100,attack
S1,2354,100,attack
S1,790,100,attack
S1,532,100,attack
S1,210,100,attack
S1,582,100,attack
S1,1613,100,attack
S1,1299,100,attack
S1,461,100,attack
S1,690,100,attack
S1,1839,100,attack
S1,858,100,attack
S1,787,100,attack
S1,2062,100,attack
S1,1210,100,attack
RSTO,238,100,attack
S1,450,100,attack
S1,253,100,attack
S1,293,100,attack
RSTO,155,100,attack
S1,1558,100,attack
RSTO,54,56,attack
S1,341,100,attack
S1,1388,100,attack
RSTO,403,100,attack
S1,1906,100,attack
S1,1486,100,attack
RSTO,188,100,attack
S1,1395,100,attack
S1,832,100,attack
S1,238,100,attack
S1,463,100,attack
RSTO,964,100,attack
S1,679,100,attack
S1,549,100,attack
S1,1338,100,attack
RSTO,129,100,attack
S1,1345,100,attack
S1,1919,100,attack
S1,2679,100,attack
S1,364,100,attack
RSTO,146,100,attack
S1,1672,100,attack
S1,984,100,attack
S1,1935,100,attack
S1,325,100,attack
RSTO,1899,100,attack
S1,473,100,attack
S1,1966,100,attack
S1,1744,100,attack
RSTO,64,66,attack
S1,2579,100,attack
S1,904,100,attack
S1,675,100,attack
S1,2201,100,attack
S1,1498,100,attack
RSTO,156,100,attack
S1,1486,100,attack
S1,720,100,attack
S1,463,100,attack
S1,557,100,attack
S1,1476,100,attack
S1,513,100,attack
S1,2847,100,attack
S1,1456,100,attack
RSTO,94,97,attack
S1,454,100,attack
S1,1200,100,attack
RSTO,15,18,attack
S1,1014,100,attack
S1,1949,100,attack
S1,839,100,attack
S1,2709,100,attack
S1,1536,100,attack
S1,978,100,attack
RSTO,15,17,attack
S1,697,100,attack
S1,539,100,attack
S1,369,100,attack
S1,211,100,attack
S1,1210,100,attack
S1,357,100,attack
S1,1288,100,attack
S1,1121,100,attack
S1,373,100,attack
S1,1400,100,attack
S1,385,100,attack
S1,104,100,attack
S1,900,100,attack
S1,355,100,attack
S1,1544,100,attack
S1,2591,100,attack
RSTO,108,100,attack
S1,382,100,attack
RSTO,286,100,attack
S1,1001,100,attack
S1,1152,100,attack
S1,1435,100,attack
S1,1643,100,attack
S1,1103,100,attack
S1,341,100,attack
S1,575,100,attack
S1,1123,100,attack
S1,1899,100,attack
S1,174,100,attack
S1,1574,100,attack
RSTO,802,100,attack
S1,804,100,attack
S1,1047,100,attack
S1,525,100,attack
S1,1777,100,attack
S1,684,100,attack
S1,609,100,attack
S1,1119,100,attack
S1,125,100,attack
S1,1252,100,attack
S1,1761,100,attack
S1,1472,100,attack
S1,1208,100,attack
S1,346,100,attack
S1,1212,100,attack
RSTO,124,100,attack
S1,1946,100,attack
S1,790,100,attack
S1,583,100,attack
S1,596,100,attack
RSTO,57,61,attack
RSTO,247,100,attack
RSTO,148,100,attack
RSTO,81,85,attack
S1,1719,100,attack
S1,1694,100,attack
S1,273,100,attack
S1,268,100,attack
S1,945,100,attack
S1,2347,100,attack
S1,1005,100,attack
RSTO,88,92,attack
S1,1583,100,attack
S1,890,100,attack
S1,1247,100,attack
S1,1516,100,attack
S1,41,100,attack
S1,41,100,attack
S1,356,100,attack
RSTO,199,100,attack
RSTO,156,100,attack
RSTO,299,100,attack
RSTO,62,65,attack
