% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE, normal:NORMAL-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-4,8,14,16,18,21,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute same_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
tcp,SF,217,7,1,0,255,0.14,NORMAL
tcp,SF,281,10,1,0.21,255,0.05,NORMAL
tcp,SF,339,8,1,0,249,0,NORMAL
tcp,SF,224,23,1,0,255,0.04,NORMAL
tcp,SF,309,3,1,0,243,0,NORMAL
tcp,SF,263,1,1,0,243,0,NORMAL
tcp,SF,347,7,1,0,255,0.01,NORMAL
tcp,SF,199,4,1,0,255,0,NORMAL
tcp,SF,190,2,1,0.5,255,0.01,NORMAL
tcp,SF,228,17,1,0.07,255,0,NORMAL
tcp,SF,229,24,1,0,255,0.04,NORMAL
tcp,SF,347,8,1,0.05,255,0,NORMAL
tcp,S0,0,2,1,0,255,0.5,NORMAL
tcp,SF,240,9,1,0.37,239,0,NORMAL
tcp,SF,247,9,1,0,255,0,NORMAL
tcp,REJ,0,6,1,0,191,0.06,NORMAL
tcp,SF,312,10,1,0.17,255,0.04,NORMAL
tcp,SF,290,9,1,0,255,0.01,NORMAL
tcp,SF,224,4,1,0,255,0.25,NORMAL
tcp,SF,273,3,1,0,255,0,NORMAL
tcp,SF,301,25,1,0.11,255,0,NORMAL
tcp,SF,229,8,1,0.07,255,0,NORMAL
tcp,SF,215,9,1,0,255,0,NORMAL
tcp,SF,330,5,1,0,255,0.01,NORMAL
tcp,SF,244,1,1,0,255,0.01,NORMAL
tcp,S0,0,1,1,0.38,255,0.25,NORMAL
tcp,SF,315,5,1,0.19,255,0.02,NORMAL
tcp,SF,243,27,1,0,255,0,NORMAL
tcp,OTH,78,7926,1,0,68,0.04,HIGH_RATE
tcp,OTH,78,6775,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,24080,1,0,74,0.03,HIGH_RATE
tcp,OTH,78,7619,1,0,65,0.03,HIGH_RATE
tcp,OTH,78,6558,1,0,70,0.04,HIGH_RATE
tcp,OTH,78,5526,1,0,71,0.03,HIGH_RATE
tcp,OTH,78,5506,1,0,70,0.04,HIGH_RATE
tcp,OTH,78,23617,1,0,69,0.04,HIGH_RATE
tcp,OTH,78,9360,1,0,65,0.03,HIGH_RATE
tcp,OTH,78,7403,1,0,73,0.03,HIGH_RATE
tcp,OTH,78,11522,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,20807,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,4737,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,7205,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,23719,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,5434,1,0,71,0,HIGH_RATE
tcp,OTH,78,6548,1,0,70,0,HIGH_RATE
tcp,OTH,78,15327,1,0,64,0.02,HIGH_RATE
tcp,OTH,78,25399,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,24910,1,0,60,0.03,HIGH_RATE
tcp,OTH,78,10507,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,3326,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,6835,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,11559,1,0,70,0,HIGH_RATE
tcp,OTH,78,15062,1,0,75,0.04,HIGH_RATE
tcp,OTH,78,13583,1,0,81,0.04,HIGH_RATE
tcp,OTH,78,594,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,7141,1,0,74,0.03,HIGH_RATE
tcp,OTH,78,15715,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,5985,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,19075,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,10837,1,0,69,0.04,HIGH_RATE
tcp,OTH,78,9369,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,10302,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,12350,1,0,65,0.03,HIGH_RATE
tcp,OTH,78,6510,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,5570,1,0,66,0.06,HIGH_RATE
tcp,OTH,78,7075,1,0,73,0.01,HIGH_RATE
tcp,OTH,78,20728,1,0,67,0,HIGH_RATE
tcp,OTH,78,5979,1,0,63,0.02,HIGH_RATE
tcp,OTH,78,10764,1,0,71,0,HIGH_RATE
tcp,OTH,78,2099,1,0,62,0.03,HIGH_RATE
tcp,OTH,78,12148,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,19589,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,4607,1,0,63,0.03,HIGH_RATE
tcp,OTH,78,11769,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,367,1,0,67,0,HIGH_RATE
tcp,OTH,78,9915,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,13278,1,0,73,0.03,HIGH_RATE
tcp,OTH,78,22041,1,0,51,0.02,HIGH_RATE
tcp,OTH,78,5489,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,27166,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,17207,1,0,76,0.04,HIGH_RATE
tcp,OTH,78,8560,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,16524,1,0,73,0.01,HIGH_RATE
tcp,OTH,78,23691,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,4605,1,0,62,0.05,HIGH_RATE
tcp,OTH,78,13203,1,0,79,0.04,HIGH_RATE
tcp,OTH,78,9097,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,6320,1,0,65,0,HIGH_RATE
tcp,OTH,78,17461,1,0,76,0.03,HIGH_RATE
tcp,OTH,78,6608,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,5895,1,0,64,0.02,HIGH_RATE
tcp,OTH,78,678,1,0,70,0.04,HIGH_RATE
tcp,OTH,78,11667,1,0,67,0,HIGH_RATE
tcp,OTH,78,9897,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,25926,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,10819,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,19643,1,0,52,0.02,HIGH_RATE
tcp,OTH,78,18386,1,0,74,0.01,HIGH_RATE
tcp,OTH,78,5706,1,0,69,0,HIGH_RATE
tcp,OTH,78,19931,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,7824,1,0,73,0.05,HIGH_RATE
tcp,OTH,78,22034,1,0,65,0.03,HIGH_RATE
tcp,OTH,78,7978,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,9864,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,11472,1,0,70,0,HIGH_RATE
tcp,OTH,78,3027,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,16777,1,0,77,0,HIGH_RATE
tcp,OTH,78,6304,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,7448,1,0,74,0.01,HIGH_RATE
tcp,OTH,78,9247,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,5579,1,0,69,0,HIGH_RATE
tcp,OTH,78,9882,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,10360,1,0,63,0.02,HIGH_RATE
tcp,OTH,78,9664,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,18392,1,0,74,0,HIGH_RATE
tcp,OTH,78,5135,1,0,71,0.01,HIGH_RATE
tcp,OTH,78,10618,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,15175,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,10816,1,0,71,0.03,HIGH_RATE
tcp,OTH,78,20624,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,250,1,0,74,0.01,HIGH_RATE
tcp,OTH,78,9488,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,24923,1,0,62,0.03,HIGH_RATE
tcp,OTH,78,8481,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,20013,1,0,72,0,HIGH_RATE
tcp,OTH,78,9060,1,0,71,0.01,HIGH_RATE
tcp,OTH,78,10569,1,0,73,0.03,HIGH_RATE
tcp,OTH,78,27022,1,0,73,0,HIGH_RATE
tcp,OTH,78,4830,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,22358,1,0,71,0,HIGH_RATE
tcp,OTH,78,20752,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,6520,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,22561,1,0,77,0.01,HIGH_RATE
tcp,OTH,78,7665,1,0,74,0.01,HIGH_RATE
tcp,OTH,78,14541,1,0,72,0.04,HIGH_RATE
tcp,OTH,78,14173,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,20541,1,0,68,0.04,HIGH_RATE
tcp,OTH,78,24591,1,0,73,0.01,HIGH_RATE
tcp,OTH,78,9074,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,8870,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,26890,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,6646,1,0,63,0.02,HIGH_RATE
tcp,OTH,78,5959,1,0,67,0,HIGH_RATE
tcp,OTH,78,11628,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,25745,1,0,64,0.02,HIGH_RATE
tcp,OTH,78,23618,1,0,69,0.04,HIGH_RATE
tcp,OTH,78,22501,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,23487,1,0,65,0.03,HIGH_RATE
tcp,OTH,78,9888,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,5436,1,0,73,0,HIGH_RATE
tcp,OTH,78,7134,1,0,68,0,HIGH_RATE
tcp,OTH,78,5437,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,20673,1,0,65,0.03,HIGH_RATE
tcp,OTH,78,15148,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,16498,1,0,75,0.01,HIGH_RATE
tcp,OTH,78,3990,1,0,69,0,HIGH_RATE
tcp,OTH,78,4648,1,0,65,0,HIGH_RATE
tcp,OTH,78,21310,1,0,67,0,HIGH_RATE
tcp,OTH,78,18190,1,0,76,0,HIGH_RATE
tcp,OTH,78,6905,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,10184,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,6558,1,0,70,0,HIGH_RATE
tcp,OTH,78,9928,1,0,66,0.03,HIGH_RATE
tcp,OTH,78,10779,1,0,66,0.03,HIGH_RATE
tcp,OTH,78,8283,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,4778,1,0,63,0.06,HIGH_RATE
tcp,OTH,78,26885,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,24463,1,0,62,0.03,HIGH_RATE
tcp,OTH,78,7898,1,0,76,0.04,HIGH_RATE
tcp,OTH,78,20681,1,0,64,0,HIGH_RATE
tcp,OTH,78,9961,1,0,72,0,HIGH_RATE
tcp,OTH,78,15652,1,0,78,0.01,HIGH_RATE
tcp,OTH,78,21120,1,0,73,0,HIGH_RATE
tcp,OTH,78,22833,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,27098,1,0,65,0,HIGH_RATE
tcp,OTH,78,11021,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,7173,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,4701,1,0,59,0.05,HIGH_RATE
tcp,OTH,78,24061,1,0,76,0.03,HIGH_RATE
tcp,OTH,78,23951,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,12670,1,0,70,0,HIGH_RATE
tcp,OTH,78,20632,1,0,72,0,HIGH_RATE
tcp,OTH,78,5455,1,0,66,0.03,HIGH_RATE
tcp,OTH,78,22234,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,20707,1,0,68,0,HIGH_RATE
tcp,OTH,78,7562,1,0,68,0,HIGH_RATE
tcp,OTH,78,11827,1,0,63,0,HIGH_RATE
tcp,OTH,78,11984,1,0,68,0.04,HIGH_RATE
tcp,OTH,78,15064,1,0,75,0.04,HIGH_RATE
tcp,OTH,78,10318,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,127,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,8700,1,0,71,0.03,HIGH_RATE
tcp,OTH,78,13500,1,0,71,0.03,HIGH_RATE
tcp,OTH,78,12396,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,24670,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,14996,1,0,62,0.02,HIGH_RATE
tcp,OTH,78,5767,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,20318,1,0,76,0.01,HIGH_RATE
tcp,OTH,78,23763,1,0,74,0.03,HIGH_RATE
tcp,OTH,78,26254,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,21538,1,0,73,0.03,HIGH_RATE
tcp,OTH,78,7133,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,15356,1,0,66,0,HIGH_RATE
tcp,OTH,78,21309,1,0,66,0,HIGH_RATE
tcp,OTH,78,9675,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,15000,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,8335,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,17815,1,0,73,0.01,HIGH_RATE
tcp,OTH,78,8832,1,0,77,0,HIGH_RATE
tcp,OTH,78,23549,1,0,65,0,HIGH_RATE
tcp,OTH,78,23649,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,21150,1,0,71,0,HIGH_RATE
tcp,OTH,78,6459,1,0,66,0,HIGH_RATE
tcp,OTH,78,20546,1,0,74,0.03,HIGH_RATE
tcp,OTH,78,6556,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,26523,1,0,71,0,HIGH_RATE
tcp,OTH,78,11391,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,10672,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,5694,1,0,62,0.02,HIGH_RATE
tcp,OTH,78,11067,1,0,72,0.04,HIGH_RATE
tcp,OTH,78,26769,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,11121,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,17490,1,0,73,0.04,HIGH_RATE
tcp,OTH,78,25027,1,0,68,0,HIGH_RATE
tcp,OTH,78,6702,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,12574,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,17542,1,0,74,0.04,HIGH_RATE
tcp,OTH,78,21789,1,0,74,0.03,HIGH_RATE
tcp,OTH,78,22359,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,19793,1,0,73,0.01,HIGH_RATE
tcp,OTH,78,24077,1,0,74,0.01,HIGH_RATE
tcp,OTH,78,5639,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,438,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,20385,1,0,67,0,HIGH_RATE
tcp,OTH,78,8057,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,4645,1,0,58,0.02,HIGH_RATE
tcp,OTH,78,20540,1,0,73,0,HIGH_RATE
tcp,OTH,78,11118,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,9399,1,0,64,0,HIGH_RATE
tcp,OTH,78,9875,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,6475,1,0,75,0,HIGH_RATE
tcp,OTH,78,20630,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,10707,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,6458,1,0,71,0.01,HIGH_RATE
tcp,OTH,78,11737,1,0,74,0.01,HIGH_RATE
tcp,OTH,78,9825,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,15336,1,0,74,0.03,HIGH_RATE
tcp,OTH,78,5511,1,0,64,0.02,HIGH_RATE
tcp,OTH,78,9849,1,0,74,0,HIGH_RATE
tcp,OTH,78,18105,1,0,73,0.03,HIGH_RATE
tcp,OTH,306,4671,1,0,56,0,HIGH_RATE
tcp,OTH,78,5254,1,0,72,0.04,HIGH_RATE
tcp,OTH,78,17184,1,0,75,0.04,HIGH_RATE
tcp,OTH,78,10008,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,10772,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,6564,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,26867,1,0,67,0,HIGH_RATE
tcp,OTH,78,24465,1,0,64,0.03,HIGH_RATE
tcp,OTH,78,7204,1,0,77,0,HIGH_RATE
tcp,OTH,78,23019,1,0,66,0,HIGH_RATE
tcp,OTH,78,5183,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,6234,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,15388,1,0,76,0.04,HIGH_RATE
tcp,OTH,78,8622,1,0,69,0,HIGH_RATE
tcp,OTH,78,9543,1,0,76,0.01,HIGH_RATE
tcp,OTH,78,4773,1,0,67,0.04,HIGH_RATE
tcp,OTH,78,26888,1,0,64,0.02,HIGH_RATE
tcp,OTH,78,6470,1,0,64,0.02,HIGH_RATE
tcp,OTH,78,5288,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,6573,1,0,71,0,HIGH_RATE
tcp,OTH,78,11760,1,0,67,0.06,HIGH_RATE
tcp,OTH,78,25650,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,5599,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,9977,1,0,66,0,HIGH_RATE
tcp,OTH,78,16612,1,0,76,0.04,HIGH_RATE
tcp,OTH,78,10516,1,0,67,0,HIGH_RATE
tcp,OTH,78,8234,1,0,73,0.01,HIGH_RATE
tcp,OTH,78,22149,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,1329,1,0,63,0.03,HIGH_RATE
tcp,OTH,78,772,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,8347,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,22598,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,3783,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,8583,1,0,66,0,HIGH_RATE
tcp,OTH,78,20081,1,0,62,0.02,HIGH_RATE
tcp,OTH,78,20719,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,7152,1,0,71,0.01,HIGH_RATE
tcp,OTH,78,26863,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,11117,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,20626,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,12330,1,0,69,0,HIGH_RATE
tcp,OTH,78,9862,1,0,75,0.01,HIGH_RATE
tcp,OTH,78,9973,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,14529,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,14994,1,0,64,0.02,HIGH_RATE
tcp,OTH,78,5679,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,27088,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,23586,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,20616,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,9957,1,0,72,0,HIGH_RATE
tcp,OTH,78,15590,1,0,76,0.04,HIGH_RATE
tcp,OTH,78,17173,1,0,75,0.03,HIGH_RATE
tcp,OTH,78,12604,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,214,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,10737,1,0,64,0,HIGH_RATE
tcp,OTH,78,12622,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,10582,1,0,57,0.02,HIGH_RATE
tcp,OTH,78,5151,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,23421,1,0,65,0,HIGH_RATE
tcp,OTH,78,6997,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,27108,1,0,62,0.03,HIGH_RATE
tcp,OTH,78,9988,1,0,69,0,HIGH_RATE
tcp,OTH,78,20440,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,6602,1,0,67,0,HIGH_RATE
tcp,OTH,78,17615,1,0,72,0.04,HIGH_RATE
tcp,OTH,78,16347,1,0,71,0.03,HIGH_RATE
tcp,OTH,78,9861,1,0,75,0.03,HIGH_RATE
tcp,OTH,78,11390,1,0,67,0.04,HIGH_RATE
tcp,OTH,78,9936,1,0,76,0.01,HIGH_RATE
tcp,OTH,78,10610,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,7581,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,9897,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,19670,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,645,1,0,71,0,HIGH_RATE
tcp,OTH,78,6555,1,0,69,0,HIGH_RATE
tcp,OTH,78,24711,1,0,71,0.04,HIGH_RATE
tcp,OTH,78,8609,1,0,65,0.03,HIGH_RATE
tcp,OTH,78,9905,1,0,66,0.03,HIGH_RATE
tcp,OTH,78,20337,1,0,78,0.01,HIGH_RATE
tcp,OTH,78,18558,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,1064,1,0,65,0.03,HIGH_RATE
tcp,OTH,78,26695,1,0,71,0.01,HIGH_RATE
tcp,OTH,78,23658,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,7335,1,0,71,0.01,HIGH_RATE
tcp,OTH,78,11323,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,5594,1,0,68,0.06,HIGH_RATE
tcp,OTH,78,11528,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,5699,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,6493,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,13012,1,0,78,0.03,HIGH_RATE
tcp,OTH,78,10879,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,9798,1,0,74,0.01,HIGH_RATE
tcp,OTH,78,1556,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,9563,1,0,73,0,HIGH_RATE
tcp,OTH,78,4772,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,20621,1,0,66,0,HIGH_RATE
tcp,OTH,78,23735,1,0,66,0.03,HIGH_RATE
tcp,OTH,78,10618,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,23763,1,0,72,0,HIGH_RATE
tcp,OTH,78,19743,1,0,73,0.01,HIGH_RATE
tcp,OTH,78,11716,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,4380,1,0,67,0.04,HIGH_RATE
tcp,OTH,78,8459,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,2766,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,5560,1,0,62,0.05,HIGH_RATE
tcp,OTH,78,9868,1,0,71,0.01,HIGH_RATE
tcp,OTH,78,22032,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,15539,1,0,71,0.04,HIGH_RATE
tcp,OTH,78,21533,1,0,77,0.01,HIGH_RATE
tcp,OTH,78,332,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,9080,1,0,71,0.03,HIGH_RATE
tcp,OTH,78,22071,1,0,67,0,HIGH_RATE
tcp,OTH,78,18986,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,9034,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,25092,1,0,74,0.04,HIGH_RATE
tcp,OTH,78,8487,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,25587,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,7655,1,0,73,0.01,HIGH_RATE
tcp,OTH,78,8403,1,0,63,0.06,HIGH_RATE
tcp,OTH,78,9637,1,0,69,0,HIGH_RATE
tcp,OTH,78,24957,1,0,68,0.04,HIGH_RATE
tcp,OTH,78,2412,1,0,68,0.04,HIGH_RATE
tcp,OTH,78,7725,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,25261,1,0,75,0.01,HIGH_RATE
tcp,OTH,78,15287,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,11661,1,0,67,0.04,HIGH_RATE
tcp,OTH,78,23559,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,5584,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,9632,1,0,70,0.04,HIGH_RATE
tcp,OTH,78,9914,1,0,73,0.04,HIGH_RATE
tcp,OTH,78,6804,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,14166,1,0,73,0,HIGH_RATE
tcp,OTH,78,9903,1,0,66,0.03,HIGH_RATE
tcp,OTH,78,16662,1,0,76,0.03,HIGH_RATE
tcp,OTH,78,11234,1,0,75,0.03,HIGH_RATE
tcp,OTH,78,11931,1,0,70,0,HIGH_RATE
tcp,OTH,78,4957,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,8553,1,0,69,0,HIGH_RATE
tcp,OTH,78,16325,1,0,71,0.03,HIGH_RATE
tcp,OTH,78,9998,1,0,68,0.04,HIGH_RATE
tcp,OTH,78,7117,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,9859,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,22510,1,0,67,0,HIGH_RATE
tcp,OTH,78,10456,1,0,75,0,HIGH_RATE
tcp,OTH,78,6461,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,15450,1,0,77,0.05,HIGH_RATE
tcp,OTH,78,26449,1,0,73,0.03,HIGH_RATE
tcp,OTH,78,7965,1,0,62,0.03,HIGH_RATE
tcp,OTH,78,9295,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,11836,1,0,65,0,HIGH_RATE
tcp,OTH,78,22223,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,7947,1,0,75,0,HIGH_RATE
tcp,OTH,78,11655,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,6689,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,10704,1,0,70,0,HIGH_RATE
tcp,OTH,78,6566,1,0,67,0,HIGH_RATE
tcp,OTH,78,11825,1,0,73,0.04,HIGH_RATE
tcp,OTH,78,9642,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,7981,1,0,70,0,HIGH_RATE
tcp,OTH,78,20615,1,0,71,0.01,HIGH_RATE
tcp,OTH,78,22420,1,0,69,0,HIGH_RATE
tcp,OTH,78,13943,1,0,74,0.03,HIGH_RATE
tcp,OTH,78,15320,1,0,65,0,HIGH_RATE
tcp,OTH,78,15061,1,0,76,0.01,HIGH_RATE
tcp,OTH,78,24973,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,11312,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,6454,1,0,66,0.03,HIGH_RATE
tcp,OTH,78,10495,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,27021,1,0,67,0,HIGH_RATE
tcp,OTH,78,10221,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,9645,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,14832,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,23033,1,0,63,0,HIGH_RATE
tcp,OTH,78,9984,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,23642,1,0,71,0.01,HIGH_RATE
tcp,OTH,78,9784,1,0,74,0.01,HIGH_RATE
tcp,OTH,78,7527,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,20561,1,0,74,0.03,HIGH_RATE
tcp,OTH,78,8136,1,0,74,0.03,HIGH_RATE
tcp,OTH,78,7984,1,0,68,0.04,HIGH_RATE
