% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE, normal:NORMAL-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,17,19-20,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_host_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
OTH,76,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,77,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,61,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,64,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,61,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,62,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,63,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,79,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,41,1,0,HIGH_RATE
OTH,35,1,0,HIGH_RATE
OTH,43,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,30,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,32,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,37,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,36,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,21,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,22,1,0,HIGH_RATE
OTH,23,1,0,HIGH_RATE
OTH,31,1,0,HIGH_RATE
OTH,26,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,12,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,38,1,0,HIGH_RATE
OTH,37,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,18,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,28,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,22,1,0,HIGH_RATE
OTH,26,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,21,1,0,HIGH_RATE
OTH,13,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,29,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,30,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,29,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,24,1,0,HIGH_RATE
OTH,31,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,22,1,0,HIGH_RATE
OTH,39,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,26,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,35,1,0,HIGH_RATE
OTH,30,1,0,HIGH_RATE
OTH,38,1,0,HIGH_RATE
OTH,17,1,0,HIGH_RATE
OTH,19,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,24,1,0,HIGH_RATE
OTH,23,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,39,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,38,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,11,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,0,0,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,41,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,27,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,24,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,38,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,20,1,0,HIGH_RATE
OTH,25,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,27,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,24,1,0,HIGH_RATE
OTH,21,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,22,1,0,HIGH_RATE
OTH,11,1,0,HIGH_RATE
OTH,35,1,0,HIGH_RATE
OTH,29,1,0,HIGH_RATE
OTH,27,1,0,HIGH_RATE
OTH,30,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,20,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,15,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,41,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,18,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,24,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,15,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,8,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,21,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,26,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,7,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,14,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,14,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,25,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,11,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,23,1,0,HIGH_RATE
OTH,18,1,0,HIGH_RATE
OTH,4,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,41,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,25,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,30,1,0,HIGH_RATE
OTH,5,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,41,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,21,1,0,HIGH_RATE
OTH,41,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,24,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,25,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,41,1,0,HIGH_RATE
OTH,25,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,19,1,0,HIGH_RATE
OTH,3,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,32,1,0,HIGH_RATE
OTH,36,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,43,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,24,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,37,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,17,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,22,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,17,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,23,1,0,HIGH_RATE
OTH,16,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,41,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,2,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,6,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,12,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,37,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,32,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,41,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,23,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,10,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,41,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,35,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,39,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,18,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,41,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,19,1,0,HIGH_RATE
OTH,41,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,25,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,27,1,0,HIGH_RATE
OTH,11,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,21,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,36,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,13,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,25,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,22,1,0,HIGH_RATE
OTH,28,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,28,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,37,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,23,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,39,1,0,HIGH_RATE
OTH,26,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,20,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,43,1,0,HIGH_RATE
OTH,26,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,38,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,21,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,27,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,21,1,0,HIGH_RATE
OTH,9,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,24,1,0,HIGH_RATE
OTH,35,1,0,HIGH_RATE
OTH,28,1,0,HIGH_RATE
OTH,29,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,41,1,0,HIGH_RATE
OTH,36,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,41,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,38,1,0,HIGH_RATE
OTH,25,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,20,1,0,HIGH_RATE
OTH,36,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,32,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,1,1,0,HIGH_RATE
OTH,25,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,12,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,40,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,38,1,0,HIGH_RATE
OTH,41,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,37,1,0,HIGH_RATE
OTH,43,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,16,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,10,1,0,HIGH_RATE
OTH,27,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,31,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,34,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,28,1,0,HIGH_RATE
OTH,29,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,42,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,26,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
OTH,41,1,0,HIGH_RATE
OTH,100,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
S3,73,0.23,0.77,HIGH_RATE
S1,100,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
RSTO,100,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
RSTO,100,1,0,HIGH_RATE
OTH,36,1,0,HIGH_RATE
S3,80,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
OTH,33,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
RSTO,100,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
S3,41,1,0,HIGH_RATE
OTH,100,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
S3,56,1,0,HIGH_RATE
OTH,32,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
OTH,98,1,0,HIGH_RATE
OTH,55,1,0,HIGH_RATE
S3,100,1,0,HIGH_RATE
RSTO,100,1,0,HIGH_RATE
S3,98,1,0,HIGH_RATE
S1,100,1,0,LOW_RATE
OTH,7,1,0,LOW_RATE
OTH,48,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,27,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,30,1,0,LOW_RATE
RSTO,87,1,0,LOW_RATE
OTH,90,1,0,LOW_RATE
OTH,92,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,21,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,48,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,66,1,0,LOW_RATE
OTH,27,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,65,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,73,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,85,0.99,0.01,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,34,1,0,LOW_RATE
OTH,53,1,0,LOW_RATE
OTH,45,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,53,1,0,LOW_RATE
