% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R4-5,17-18,21,27'

@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
78,0,63,63,0.06,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,62,62,0.03,HIGH_RATE
78,0,76,76,0.04,HIGH_RATE
78,0,64,64,0,HIGH_RATE
78,0,72,72,0,HIGH_RATE
78,0,78,78,0.01,HIGH_RATE
78,0,73,73,0,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,65,65,0,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,59,59,0.05,HIGH_RATE
78,0,76,76,0.03,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,70,70,0,HIGH_RATE
78,0,72,72,0,HIGH_RATE
78,0,66,66,0.03,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,68,68,0,HIGH_RATE
78,0,68,68,0,HIGH_RATE
78,0,63,63,0,HIGH_RATE
78,0,68,68,0.04,HIGH_RATE
78,0,75,75,0.04,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,71,71,0.03,HIGH_RATE
78,0,71,71,0.03,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,62,62,0.02,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,76,76,0.01,HIGH_RATE
78,0,74,74,0.03,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,73,73,0.03,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,66,66,0,HIGH_RATE
78,0,66,66,0,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,73,73,0.01,HIGH_RATE
78,0,77,77,0,HIGH_RATE
78,0,65,65,0,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,71,71,0,HIGH_RATE
78,0,66,66,0,HIGH_RATE
78,0,74,74,0.03,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,71,71,0,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,62,62,0.02,HIGH_RATE
78,0,72,72,0.04,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,73,73,0.04,HIGH_RATE
78,0,68,68,0,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,74,74,0.04,HIGH_RATE
78,0,74,74,0.03,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,73,73,0.01,HIGH_RATE
78,0,74,74,0.01,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,58,58,0.02,HIGH_RATE
78,0,73,73,0,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,64,64,0,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,75,75,0,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,71,71,0.01,HIGH_RATE
78,0,74,74,0.01,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,74,74,0.03,HIGH_RATE
78,0,64,64,0.02,HIGH_RATE
78,0,74,74,0,HIGH_RATE
78,0,73,73,0.03,HIGH_RATE
306,0,56,56,0,HIGH_RATE
78,0,72,72,0.04,HIGH_RATE
78,0,75,75,0.04,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,64,64,0.03,HIGH_RATE
78,0,77,77,0,HIGH_RATE
78,0,66,66,0,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,76,76,0.04,HIGH_RATE
78,0,69,69,0,HIGH_RATE
78,0,76,76,0.01,HIGH_RATE
78,0,67,67,0.04,HIGH_RATE
78,0,64,64,0.02,HIGH_RATE
78,0,64,64,0.02,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,71,71,0,HIGH_RATE
78,0,67,67,0.06,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,66,66,0,HIGH_RATE
78,0,76,76,0.04,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,73,73,0.01,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,63,63,0.03,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,66,66,0,HIGH_RATE
78,0,62,62,0.02,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,71,71,0.01,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,69,69,0,HIGH_RATE
78,0,75,75,0.01,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,64,64,0.02,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,72,72,0,HIGH_RATE
78,0,76,76,0.04,HIGH_RATE
78,0,75,75,0.03,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,64,64,0,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,57,57,0.02,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,65,65,0,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,62,62,0.03,HIGH_RATE
78,0,69,69,0,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,72,72,0.04,HIGH_RATE
78,0,71,71,0.03,HIGH_RATE
78,0,75,75,0.03,HIGH_RATE
78,0,67,67,0.04,HIGH_RATE
78,0,76,76,0.01,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,71,71,0,HIGH_RATE
78,0,69,69,0,HIGH_RATE
78,0,71,71,0.04,HIGH_RATE
78,0,65,65,0.03,HIGH_RATE
78,0,66,66,0.03,HIGH_RATE
78,0,78,78,0.01,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,65,65,0.03,HIGH_RATE
78,0,71,71,0.01,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,71,71,0.01,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,68,68,0.06,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,78,78,0.03,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,74,74,0.01,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,73,73,0,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,66,66,0,HIGH_RATE
78,0,66,66,0.03,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,72,72,0,HIGH_RATE
78,0,73,73,0.01,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,67,67,0.04,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,62,62,0.05,HIGH_RATE
78,0,71,71,0.01,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,71,71,0.04,HIGH_RATE
78,0,77,77,0.01,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,71,71,0.03,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,74,74,0.04,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,73,73,0.01,HIGH_RATE
78,0,63,63,0.06,HIGH_RATE
78,0,69,69,0,HIGH_RATE
78,0,68,68,0.04,HIGH_RATE
78,0,68,68,0.04,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,75,75,0.01,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,67,67,0.04,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,70,70,0.04,HIGH_RATE
78,0,73,73,0.04,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,73,73,0,HIGH_RATE
78,0,66,66,0.03,HIGH_RATE
78,0,76,76,0.03,HIGH_RATE
78,0,75,75,0.03,HIGH_RATE
78,0,70,70,0,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,69,69,0,HIGH_RATE
78,0,71,71,0.03,HIGH_RATE
78,0,68,68,0.04,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,75,75,0,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,77,77,0.05,HIGH_RATE
78,0,73,73,0.03,HIGH_RATE
78,0,62,62,0.03,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,65,65,0,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,75,75,0,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,70,70,0,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,73,73,0.04,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,70,70,0,HIGH_RATE
78,0,71,71,0.01,HIGH_RATE
78,0,69,69,0,HIGH_RATE
78,0,74,74,0.03,HIGH_RATE
78,0,65,65,0,HIGH_RATE
78,0,76,76,0.01,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,66,66,0.03,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,63,63,0,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,71,71,0.01,HIGH_RATE
78,0,74,74,0.01,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,74,74,0.03,HIGH_RATE
78,0,74,74,0.03,HIGH_RATE
78,0,68,68,0.04,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,73,73,0.01,HIGH_RATE
78,0,74,74,0.01,HIGH_RATE
78,0,71,71,0,HIGH_RATE
78,0,63,63,0.03,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,62,62,0.02,HIGH_RATE
78,0,71,71,0.03,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,76,76,0.05,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,69,69,0.04,HIGH_RATE
78,0,77,77,0.04,HIGH_RATE
78,0,74,74,0.03,HIGH_RATE
78,0,61,61,0.06,HIGH_RATE
78,0,64,64,0,HIGH_RATE
78,0,71,71,0.04,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,82,82,0.04,HIGH_RATE
78,0,73,73,0.04,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,46,46,0,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,68,68,0,HIGH_RATE
78,0,73,73,0,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,73,73,0.01,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,65,65,0.03,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,73,73,0,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,68,68,0,HIGH_RATE
78,0,72,72,0,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,74,74,0.03,HIGH_RATE
78,0,79,79,0.01,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,71,71,0.01,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,63,63,0.03,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,71,71,0.03,HIGH_RATE
78,0,73,73,0.03,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,68,68,0,HIGH_RATE
78,0,71,71,0.04,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,68,68,0.06,HIGH_RATE
78,0,66,66,0,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,71,71,0.06,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,66,66,0.03,HIGH_RATE
78,0,71,71,0,HIGH_RATE
78,0,70,70,0.04,HIGH_RATE
78,0,75,75,0,HIGH_RATE
78,0,70,70,0.04,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,74,74,0.04,HIGH_RATE
78,0,73,73,0.03,HIGH_RATE
78,0,70,70,0,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,80,80,0.04,HIGH_RATE
78,0,76,76,0,HIGH_RATE
78,0,71,71,0.01,HIGH_RATE
78,0,73,73,0.01,HIGH_RATE
78,0,74,74,0.03,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,61,61,0.02,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,74,74,0.03,HIGH_RATE
78,0,76,76,0.03,HIGH_RATE
78,0,52,52,0,HIGH_RATE
78,0,73,73,0.01,HIGH_RATE
78,0,70,70,0.06,HIGH_RATE
78,0,62,62,0,HIGH_RATE
78,0,74,74,0.04,HIGH_RATE
78,0,76,76,0.01,HIGH_RATE
78,0,73,73,0.01,HIGH_RATE
78,0,73,73,0.01,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,73,73,0,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,71,71,0.03,HIGH_RATE
78,0,57,57,0,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,77,77,0.01,HIGH_RATE
78,0,76,76,0.01,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,71,71,0.01,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,66,66,0.03,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,73,73,0.01,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,72,72,0.04,HIGH_RATE
78,0,71,71,0.03,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,70,70,0.04,HIGH_RATE
78,0,68,68,0.04,HIGH_RATE
78,0,71,71,0.04,HIGH_RATE
78,0,69,69,0.04,HIGH_RATE
78,0,73,73,0.03,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,67,67,0.04,HIGH_RATE
78,0,71,71,0.01,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,73,73,0.04,HIGH_RATE
78,0,61,61,0.02,HIGH_RATE
78,0,69,69,0.06,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,66,66,0.03,HIGH_RATE
78,0,75,75,0.03,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,75,75,0.04,HIGH_RATE
78,0,76,76,0.03,HIGH_RATE
78,0,70,70,0.04,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,74,74,0.03,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,67,67,0.04,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,63,63,0.05,HIGH_RATE
78,0,74,74,0.01,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,71,71,0.03,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,71,71,0.01,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,74,74,0.04,HIGH_RATE
78,0,74,74,0.03,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,63,63,0.03,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,70,70,0.04,HIGH_RATE
78,0,73,73,0.04,HIGH_RATE
78,0,63,63,0.02,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,71,71,0.04,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,71,71,0.01,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,75,75,0.03,HIGH_RATE
78,0,77,77,0.03,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,70,70,0,HIGH_RATE
78,0,71,71,0.01,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,66,66,0.03,HIGH_RATE
78,0,66,66,0.03,HIGH_RATE
78,0,72,72,0.04,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,66,66,0.03,HIGH_RATE
78,0,61,61,0.03,HIGH_RATE
78,0,66,66,0.03,HIGH_RATE
78,0,76,76,0.03,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,76,76,0.04,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,66,66,0.03,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,74,74,0.01,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,77,77,0.05,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,71,71,0.03,HIGH_RATE
78,0,71,71,0.03,HIGH_RATE
78,0,75,75,0.04,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,61,61,0.03,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,73,73,0,HIGH_RATE
78,0,64,64,0.03,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,72,72,0,HIGH_RATE
78,0,61,61,0.02,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,74,74,0.03,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,67,67,0.04,HIGH_RATE
78,0,62,62,0.02,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,63,63,0.02,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,71,71,0.03,HIGH_RATE
78,0,79,79,0,HIGH_RATE
78,0,71,71,0.03,HIGH_RATE
78,0,65,65,0,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,68,68,0.03,HIGH_RATE
78,0,75,75,0.01,HIGH_RATE
78,0,70,70,0,HIGH_RATE
78,0,68,68,0.04,HIGH_RATE
78,0,73,73,0.05,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,68,68,0.04,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,66,66,0,HIGH_RATE
78,0,66,66,0,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,76,76,0.04,HIGH_RATE
78,0,75,75,0,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,68,68,0,HIGH_RATE
78,0,75,75,0.03,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,69,69,0,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,41,41,0.98,HIGH_RATE
60,0,35,35,0.97,HIGH_RATE
60,0,43,43,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,30,30,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,32,32,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,37,37,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,36,36,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,21,21,0.95,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,22,22,0.96,HIGH_RATE
60,0,23,23,0.96,HIGH_RATE
60,0,31,31,0.97,HIGH_RATE
60,0,26,26,0.96,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,12,12,0.92,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,38,38,0.97,HIGH_RATE
60,0,37,37,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,18,18,0.95,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,28,28,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,22,22,0.96,HIGH_RATE
60,0,26,26,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,21,21,0.95,HIGH_RATE
60,0,13,13,0.93,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,29,29,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,30,30,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,29,29,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,24,24,0.96,HIGH_RATE
60,0,31,31,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,22,22,0.96,HIGH_RATE
60,0,39,39,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,26,26,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,35,35,0.97,HIGH_RATE
60,0,30,30,0.97,HIGH_RATE
60,0,38,38,0.97,HIGH_RATE
60,0,17,17,0.94,HIGH_RATE
60,0,19,19,0.95,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,24,24,0.96,HIGH_RATE
60,0,23,23,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
