% isAttack normal:	2000
% isAttack attack:	1667
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,13,17,22,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute srv_rerror_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,attack}

@data
SF,0,203,0.02,normal
SF,0,187,0.02,normal
SF,0,255,0,normal
SF,0,255,0,normal
OTH,0,62,0,attack
OTH,0,61,0,attack
OTH,0,58,0,attack
OTH,0,63,0,attack
OTH,0,63,0,attack
OTH,0,62,0,attack
OTH,0,69,0,attack
OTH,0,68,0,attack
OTH,0,62,0,attack
OTH,0,56,0,attack
OTH,0,58,0,attack
OTH,0,58,0,attack
OTH,0,63,0,attack
OTH,0,61,0,attack
OTH,0,61,0,attack
OTH,0,70,0,attack
OTH,0,71,0,attack
OTH,0,58,0,attack
OTH,0,68,0,attack
OTH,0,79,0,attack
OTH,0,66,0,attack
OTH,0,65,0,attack
OTH,0,64,0,attack
OTH,0,62,0,attack
OTH,0,64,0,attack
OTH,0,57,0,attack
OTH,0,67,0,attack
OTH,0,58,0,attack
OTH,0,60,0,attack
OTH,0,62,0,attack
OTH,0,61,0,attack
OTH,0,69,0,attack
OTH,0,64,0,attack
OTH,0,60,0,attack
OTH,0,60,0,attack
OTH,0,62,0,attack
OTH,0,64,0,attack
OTH,0,61,0,attack
OTH,0,65,0,attack
OTH,0,60,0,attack
OTH,0,66,0,attack
OTH,0,61,0,attack
OTH,0,62,0,attack
OTH,0,63,0,attack
OTH,0,63,0,attack
OTH,0,73,0,attack
OTH,0,54,0,attack
OTH,0,55,0,attack
OTH,0,61,0,attack
OTH,0,61,0,attack
OTH,0,62,0,attack
OTH,0,63,0,attack
OTH,0,86,0,attack
OTH,0,53,0,attack
OTH,0,83,0,attack
OTH,0,61,0,attack
OTH,0,61,0,attack
OTH,0,62,0,attack
OTH,0,62,0,attack
OTH,0,70,0,attack
OTH,0,65,0,attack
OTH,0,63,0,attack
OTH,0,60,0,attack
OTH,0,58,0,attack
OTH,0,61,0,attack
OTH,0,72,0,attack
OTH,0,62,0,attack
OTH,0,66,0,attack
OTH,0,59,0,attack
OTH,0,63,0,attack
OTH,0,73,0,attack
OTH,0,62,0,attack
OTH,0,62,0,attack
OTH,0,57,0,attack
OTH,0,64,0,attack
OTH,0,64,0,attack
OTH,0,64,0,attack
OTH,0,61,0,attack
OTH,0,63,0,attack
OTH,0,63,0,attack
OTH,0,59,0,attack
OTH,0,56,0,attack
OTH,0,58,0,attack
OTH,0,52,0,attack
OTH,0,62,0,attack
OTH,0,68,0,attack
OTH,0,63,0,attack
OTH,0,65,0,attack
OTH,0,71,0,attack
OTH,0,63,0,attack
OTH,0,70,0,attack
OTH,0,59,0,attack
OTH,0,62,0,attack
OTH,0,56,0,attack
OTH,0,74,0,attack
OTH,0,64,0,attack
OTH,0,60,0,attack
OTH,0,64,0,attack
OTH,0,68,0,attack
OTH,0,63,0,attack
OTH,0,68,0,attack
OTH,0,60,0,attack
OTH,0,62,0,attack
OTH,0,57,0,attack
OTH,0,58,0,attack
OTH,0,65,0,attack
OTH,0,61,0,attack
OTH,0,65,0,attack
OTH,0,70,0,attack
OTH,0,61,0,attack
OTH,0,65,0,attack
OTH,0,62,0,attack
OTH,0,61,0,attack
OTH,0,58,0,attack
OTH,0,67,0,attack
OTH,0,69,0,attack
OTH,0,60,0,attack
OTH,0,62,0,attack
OTH,0,56,0,attack
OTH,0,62,0,attack
OTH,0,72,0,attack
OTH,0,74,0,attack
OTH,0,73,0,attack
OTH,0,57,0,attack
OTH,0,62,0,attack
OTH,0,60,0,attack
OTH,0,61,0,attack
OTH,0,68,0,attack
OTH,0,69,0,attack
OTH,0,58,0,attack
OTH,0,69,0,attack
OTH,0,71,0,attack
OTH,0,58,0,attack
OTH,0,60,0,attack
OTH,0,64,0,attack
OTH,0,64,0,attack
OTH,0,58,0,attack
OTH,0,69,0,attack
OTH,0,66,0,attack
OTH,0,72,0,attack
OTH,0,60,0,attack
OTH,0,60,0,attack
OTH,0,71,0,attack
OTH,0,59,0,attack
OTH,0,57,0,attack
OTH,0,63,0,attack
OTH,0,65,0,attack
OTH,0,64,0,attack
OTH,0,65,0,attack
OTH,0,67,0,attack
OTH,0,54,0,attack
OTH,0,61,0,attack
OTH,0,68,0,attack
OTH,0,62,0,attack
OTH,0,61,0,attack
OTH,0,58,0,attack
OTH,0,63,0,attack
OTH,0,60,0,attack
OTH,0,53,0,attack
OTH,0,60,0,attack
OTH,0,57,0,attack
OTH,0,64,0,attack
OTH,0,59,0,attack
OTH,0,66,0,attack
OTH,0,71,0,attack
OTH,0,65,0,attack
OTH,0,54,0,attack
OTH,0,59,0,attack
OTH,0,55,0,attack
OTH,0,66,0,attack
OTH,0,67,0,attack
OTH,0,63,0,attack
OTH,0,63,0,attack
OTH,0,82,0,attack
OTH,0,63,0,attack
OTH,0,61,0,attack
OTH,0,62,0,attack
OTH,0,56,0,attack
OTH,0,61,0,attack
OTH,0,58,0,attack
OTH,0,57,0,attack
OTH,0,61,0,attack
OTH,0,65,0,attack
OTH,0,69,0,attack
OTH,0,57,0,attack
OTH,0,60,0,attack
OTH,0,58,0,attack
OTH,0,55,0,attack
OTH,0,59,0,attack
OTH,0,73,0,attack
OTH,0,71,0,attack
OTH,0,66,0,attack
OTH,0,61,0,attack
OTH,0,58,0,attack
OTH,0,58,0,attack
OTH,0,54,0,attack
OTH,0,63,0,attack
OTH,0,60,0,attack
OTH,0,57,0,attack
OTH,0,56,0,attack
OTH,0,56,0,attack
OTH,0,60,0,attack
OTH,0,61,0,attack
OTH,0,67,0,attack
OTH,0,61,0,attack
OTH,0,58,0,attack
OTH,0,51,0,attack
OTH,0,60,0,attack
OTH,0,57,0,attack
OTH,0,68,0,attack
OTH,0,64,0,attack
OTH,0,70,0,attack
OTH,0,61,0,attack
OTH,0,63,0,attack
OTH,0,64,0,attack
OTH,0,54,0,attack
OTH,0,62,0,attack
OTH,0,63,0,attack
OTH,0,57,0,attack
OTH,0,37,0,attack
OTH,0,56,0,attack
OTH,0,69,0,attack
OTH,0,58,0,attack
OTH,0,60,0,attack
OTH,0,69,0,attack
OTH,0,64,0,attack
OTH,0,54,0,attack
OTH,0,63,0,attack
OTH,0,64,0,attack
OTH,0,60,0,attack
OTH,0,65,0,attack
OTH,0,62,0,attack
OTH,0,66,0,attack
OTH,0,63,0,attack
OTH,0,65,0,attack
OTH,0,58,0,attack
OTH,0,60,0,attack
OTH,0,61,0,attack
OTH,0,70,0,attack
OTH,0,64,0,attack
OTH,0,61,0,attack
OTH,0,65,0,attack
OTH,0,57,0,attack
OTH,0,62,0,attack
OTH,0,62,0,attack
OTH,0,65,0,attack
OTH,0,66,0,attack
OTH,0,79,0,attack
OTH,0,61,0,attack
OTH,0,62,0,attack
OTH,0,61,0,attack
OTH,0,66,0,attack
OTH,0,61,0,attack
OTH,0,62,0,attack
OTH,0,66,0,attack
OTH,0,58,0,attack
OTH,0,69,0,attack
OTH,0,71,0,attack
OTH,0,62,0,attack
OTH,0,59,0,attack
OTH,0,72,0,attack
OTH,0,69,0,attack
OTH,0,70,0,attack
OTH,0,64,0,attack
OTH,0,64,0,attack
OTH,0,60,0,attack
OTH,0,65,0,attack
OTH,0,65,0,attack
OTH,0,60,0,attack
OTH,0,61,0,attack
OTH,0,57,0,attack
OTH,0,61,0,attack
OTH,0,62,0,attack
OTH,0,40,0,attack
OTH,0,56,0,attack
OTH,0,65,0,attack
OTH,0,61,0,attack
OTH,0,66,0,attack
OTH,0,61,0,attack
OTH,0,59,0,attack
OTH,0,71,0,attack
OTH,0,62,0,attack
OTH,0,66,0,attack
OTH,0,57,0,attack
OTH,0,54,0,attack
OTH,0,59,0,attack
OTH,0,64,0,attack
OTH,0,70,0,attack
OTH,0,58,0,attack
OTH,0,92,0,attack
OTH,0,65,0,attack
OTH,0,61,0,attack
OTH,0,63,0,attack
OTH,0,71,0,attack
OTH,0,67,0,attack
OTH,0,56,0,attack
OTH,0,61,0,attack
OTH,0,59,0,attack
OTH,0,61,0,attack
OTH,0,64,0,attack
OTH,0,59,0,attack
OTH,0,61,0,attack
OTH,0,58,0,attack
OTH,0,69,0,attack
OTH,0,61,0,attack
OTH,0,61,0,attack
OTH,0,61,0,attack
OTH,0,55,0,attack
OTH,0,62,0,attack
OTH,0,66,0,attack
OTH,0,66,0,attack
OTH,0,64,0,attack
OTH,0,58,0,attack
OTH,0,63,0,attack
OTH,0,61,0,attack
OTH,0,69,0,attack
OTH,0,65,0,attack
OTH,0,55,0,attack
OTH,0,61,0,attack
OTH,0,57,0,attack
OTH,0,62,0,attack
OTH,0,62,0,attack
OTH,0,61,0,attack
OTH,0,63,0,attack
OTH,0,64,0,attack
OTH,0,63,0,attack
OTH,0,59,0,attack
OTH,0,57,0,attack
OTH,0,75,0,attack
OTH,0,63,0,attack
OTH,0,67,0,attack
OTH,0,60,0,attack
OTH,0,62,0,attack
OTH,0,65,0,attack
OTH,0,64,0,attack
OTH,0,65,0,attack
OTH,0,59,0,attack
OTH,0,68,0,attack
OTH,0,63,0,attack
OTH,0,63,0,attack
OTH,0,68,0,attack
OTH,0,61,0,attack
OTH,0,60,0,attack
OTH,0,68,0,attack
OTH,0,60,0,attack
OTH,0,69,0,attack
OTH,0,64,0,attack
OTH,0,72,0,attack
OTH,0,66,0,attack
OTH,0,58,0,attack
OTH,0,61,0,attack
OTH,0,61,0,attack
OTH,0,68,0,attack
OTH,0,63,0,attack
OTH,0,68,0,attack
OTH,0,68,0,attack
OTH,0,64,0,attack
OTH,0,64,0,attack
OTH,0,62,0,attack
OTH,0,67,0,attack
OTH,0,63,0,attack
OTH,0,66,0,attack
OTH,0,66,0,attack
OTH,0,63,0,attack
OTH,0,60,0,attack
OTH,0,65,0,attack
OTH,0,66,0,attack
OTH,0,65,0,attack
OTH,0,74,0,attack
OTH,0,59,0,attack
OTH,0,64,0,attack
OTH,0,57,0,attack
OTH,0,65,0,attack
OTH,0,61,0,attack
OTH,0,62,0,attack
OTH,0,59,0,attack
OTH,0,62,0,attack
OTH,0,63,0,attack
OTH,0,62,0,attack
OTH,0,63,0,attack
OTH,0,63,0,attack
OTH,0,61,0,attack
OTH,0,63,0,attack
OTH,0,64,0,attack
OTH,0,55,0,attack
OTH,0,65,0,attack
OTH,0,61,0,attack
OTH,0,56,0,attack
OTH,0,61,0,attack
OTH,0,68,0,attack
OTH,0,59,0,attack
OTH,0,64,0,attack
OTH,0,67,0,attack
OTH,0,64,0,attack
OTH,0,67,0,attack
OTH,0,66,0,attack
OTH,0,62,0,attack
OTH,0,67,0,attack
OTH,0,64,0,attack
OTH,0,60,0,attack
OTH,0,64,0,attack
OTH,0,65,0,attack
OTH,0,67,0,attack
OTH,0,62,0,attack
OTH,0,59,0,attack
OTH,0,61,0,attack
OTH,0,67,0,attack
OTH,0,60,0,attack
OTH,0,61,0,attack
OTH,0,66,0,attack
OTH,0,61,0,attack
OTH,0,65,0,attack
OTH,0,63,0,attack
OTH,0,56,0,attack
OTH,0,64,0,attack
OTH,0,60,0,attack
OTH,0,62,0,attack
OTH,0,61,0,attack
OTH,0,62,0,attack
OTH,0,57,0,attack
OTH,0,60,0,attack
OTH,0,61,0,attack
OTH,0,59,0,attack
OTH,0,60,0,attack
OTH,0,63,0,attack
OTH,0,62,0,attack
OTH,0,59,0,attack
OTH,0,60,0,attack
OTH,0,62,0,attack
OTH,0,52,0,attack
OTH,0,59,0,attack
OTH,0,58,0,attack
OTH,0,62,0,attack
OTH,0,63,0,attack
OTH,0,65,0,attack
OTH,0,56,0,attack
OTH,0,68,0,attack
OTH,0,60,0,attack
OTH,0,63,0,attack
OTH,0,64,0,attack
OTH,0,62,0,attack
OTH,0,53,0,attack
OTH,0,55,0,attack
OTH,0,59,0,attack
OTH,0,61,0,attack
OTH,0,66,0,attack
OTH,0,62,0,attack
OTH,0,65,0,attack
OTH,0,68,0,attack
OTH,0,63,0,attack
OTH,0,57,0,attack
OTH,0,65,0,attack
OTH,0,62,0,attack
OTH,0,59,0,attack
OTH,0,60,0,attack
OTH,0,59,0,attack
OTH,0,62,0,attack
OTH,0,61,0,attack
OTH,0,62,0,attack
OTH,0,57,0,attack
OTH,0,70,0,attack
OTH,0,57,0,attack
OTH,0,10,0,attack
OTH,0,62,0,attack
OTH,0,61,0,attack
OTH,0,68,0,attack
OTH,0,63,0,attack
OTH,0,64,0,attack
OTH,0,66,0,attack
OTH,0,57,0,attack
OTH,0,60,0,attack
OTH,0,57,0,attack
OTH,0,60,0,attack
OTH,0,59,0,attack
OTH,0,68,0,attack
OTH,0,66,0,attack
OTH,0,60,0,attack
OTH,0,29,0,attack
OTH,0,63,0,attack
OTH,0,71,0,attack
OTH,0,64,0,attack
OTH,0,67,0,attack
OTH,0,64,0,attack
OTH,0,62,0,attack
OTH,0,68,0,attack
OTH,0,62,0,attack
OTH,0,63,0,attack
OTH,0,64,0,attack
OTH,0,60,0,attack
OTH,0,56,0,attack
OTH,0,68,0,attack
OTH,0,55,0,attack
OTH,0,59,0,attack
OTH,0,57,0,attack
OTH,0,67,0,attack
OTH,0,59,0,attack
OTH,0,72,0,attack
OTH,0,65,0,attack
OTH,0,61,0,attack
OTH,0,68,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,95,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
OTH,0,95,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S1,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
OTH,0,76,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S1,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,38,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
OTH,0,99,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S1,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,86,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S1,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,58,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,58,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,51,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,20,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,0,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,51,0,attack
OTH,0,100,0,attack
S1,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,99,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,43,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,16,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,99,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,28,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,98,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,32,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S1,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S1,0,100,0,attack
OTH,0,57,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,72,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
S3,0,100,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
OTH,0,45,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
S3,0,100,0,attack
OTH,0,100,0,attack
RSTO,0,100,0,attack
OTH,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,99,0,attack
RSTO,0,100,0,attack
RSTO,0,88,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,98,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,58,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,97,0,attack
S1,0,100,0,attack
RSTO,0,56,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S2,0,99,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,48,0,attack
S1,0,100,0,attack
