% isAttack normal:	2000
% isAttack attack:	2000
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,8,18,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute count numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {normal,attack}

@data
OTH,77,33,attack
OTH,119,34,attack
OTH,113,38,attack
OTH,109,33,attack
OTH,138,11,attack
OTH,114,33,attack
OTH,105,33,attack
OTH,145,33,attack
OTH,0,0,attack
OTH,101,34,attack
OTH,88,41,attack
OTH,102,33,attack
OTH,30,27,attack
OTH,138,33,attack
OTH,121,33,attack
OTH,88,40,attack
OTH,108,33,attack
OTH,111,33,attack
OTH,112,33,attack
OTH,24,24,attack
OTH,117,33,attack
OTH,143,33,attack
OTH,109,38,attack
OTH,108,33,attack
OTH,115,34,attack
OTH,118,34,attack
OTH,121,33,attack
OTH,139,20,attack
OTH,60,25,attack
OTH,112,33,attack
OTH,69,27,attack
OTH,160,33,attack
OTH,95,42,attack
OTH,128,33,attack
OTH,141,33,attack
OTH,102,40,attack
OTH,155,33,attack
OTH,108,34,attack
OTH,87,40,attack
OTH,145,33,attack
OTH,125,33,attack
OTH,86,40,attack
OTH,94,42,attack
OTH,113,34,attack
OTH,57,24,attack
OTH,140,21,attack
OTH,117,33,attack
OTH,112,33,attack
OTH,110,33,attack
OTH,45,22,attack
OTH,137,11,attack
OTH,119,35,attack
OTH,141,29,attack
OTH,141,27,attack
OTH,141,30,attack
OTH,154,33,attack
OTH,128,33,attack
OTH,106,33,attack
OTH,101,40,attack
OTH,109,33,attack
OTH,137,20,attack
OTH,86,42,attack
OTH,138,15,attack
OTH,102,33,attack
OTH,120,33,attack
OTH,116,33,attack
OTH,145,33,attack
OTH,117,34,attack
OTH,85,41,attack
OTH,101,34,attack
OTH,142,33,attack
OTH,103,33,attack
OTH,141,33,attack
OTH,93,42,attack
OTH,93,42,attack
OTH,132,33,attack
OTH,110,33,attack
OTH,135,18,attack
OTH,116,33,attack
OTH,87,42,attack
OTH,103,40,attack
OTH,143,33,attack
OTH,141,24,attack
OTH,145,33,attack
OTH,151,33,attack
OTH,15,15,attack
OTH,86,42,attack
OTH,106,33,attack
OTH,114,33,attack
OTH,8,8,attack
OTH,108,33,attack
OTH,138,33,attack
OTH,164,33,attack
OTH,49,21,attack
OTH,123,33,attack
OTH,151,33,attack
OTH,64,26,attack
OTH,125,33,attack
OTH,110,33,attack
OTH,160,33,attack
OTH,119,33,attack
OTH,142,33,attack
OTH,84,40,attack
OTH,7,7,attack
OTH,125,33,attack
OTH,86,40,attack
OTH,14,14,attack
OTH,81,42,attack
OTH,138,14,attack
OTH,91,42,attack
OTH,112,33,attack
OTH,141,34,attack
OTH,123,33,attack
OTH,131,33,attack
OTH,114,33,attack
OTH,62,25,attack
OTH,121,33,attack
OTH,112,34,attack
OTH,114,33,attack
OTH,131,33,attack
OTH,11,11,attack
OTH,145,33,attack
OTH,129,33,attack
OTH,109,33,attack
OTH,54,23,attack
OTH,136,18,attack
OTH,4,4,attack
OTH,148,33,attack
OTH,87,41,attack
OTH,142,33,attack
OTH,142,33,attack
OTH,141,33,attack
OTH,117,33,attack
OTH,153,33,attack
OTH,117,33,attack
OTH,121,33,attack
OTH,28,25,attack
OTH,160,33,attack
OTH,143,30,attack
OTH,5,5,attack
OTH,130,33,attack
OTH,142,33,attack
OTH,105,40,attack
OTH,116,33,attack
OTH,121,33,attack
OTH,80,41,attack
OTH,131,33,attack
OTH,104,34,attack
OTH,138,21,attack
OTH,89,41,attack
OTH,112,33,attack
OTH,42,34,attack
OTH,118,33,attack
OTH,108,33,attack
OTH,86,42,attack
OTH,125,33,attack
OTH,113,33,attack
OTH,110,33,attack
OTH,55,24,attack
OTH,112,34,attack
OTH,25,25,attack
OTH,113,34,attack
OTH,121,33,attack
OTH,98,41,attack
OTH,61,25,attack
OTH,161,33,attack
OTH,147,33,attack
OTH,136,33,attack
OTH,104,34,attack
OTH,112,33,attack
OTH,90,42,attack
OTH,117,33,attack
OTH,153,33,attack
OTH,103,33,attack
OTH,104,40,attack
OTH,145,33,attack
OTH,112,33,attack
OTH,121,33,attack
OTH,19,19,attack
OTH,3,3,attack
OTH,109,33,attack
OTH,161,33,attack
OTH,141,32,attack
OTH,118,36,attack
OTH,114,33,attack
OTH,153,33,attack
OTH,112,33,attack
OTH,107,33,attack
OTH,156,33,attack
OTH,105,33,attack
OTH,97,43,attack
OTH,117,33,attack
OTH,145,33,attack
OTH,141,24,attack
OTH,109,33,attack
OTH,114,33,attack
OTH,84,42,attack
OTH,40,37,attack
OTH,102,34,attack
OTH,139,17,attack
OTH,145,33,attack
OTH,145,33,attack
OTH,133,33,attack
OTH,82,42,attack
OTH,106,34,attack
OTH,50,22,attack
OTH,130,33,attack
OTH,139,17,attack
OTH,113,33,attack
OTH,109,33,attack
OTH,110,33,attack
OTH,109,33,attack
OTH,125,33,attack
OTH,117,33,attack
OTH,84,40,attack
OTH,142,33,attack
OTH,53,23,attack
OTH,138,16,attack
OTH,83,42,attack
OTH,83,41,attack
OTH,142,33,attack
OTH,153,33,attack
OTH,141,34,attack
OTH,110,33,attack
OTH,142,33,attack
OTH,95,42,attack
OTH,105,34,attack
OTH,2,2,attack
OTH,111,34,attack
OTH,6,6,attack
OTH,102,33,attack
OTH,142,33,attack
OTH,134,33,attack
OTH,145,33,attack
OTH,146,33,attack
OTH,138,12,attack
OTH,163,33,attack
OTH,98,42,attack
OTH,104,34,attack
OTH,115,37,attack
OTH,107,34,attack
OTH,114,33,attack
OTH,110,33,attack
OTH,110,33,attack
OTH,35,32,attack
OTH,154,33,attack
OTH,86,41,attack
OTH,102,33,attack
OTH,141,23,attack
OTH,114,34,attack
OTH,107,40,attack
OTH,10,10,attack
OTH,87,42,attack
OTH,114,33,attack
OTH,79,41,attack
OTH,109,33,attack
OTH,148,33,attack
OTH,117,33,attack
OTH,149,33,attack
OTH,143,33,attack
OTH,118,33,attack
OTH,137,33,attack
OTH,79,35,attack
OTH,111,34,attack
OTH,109,33,attack
OTH,103,34,attack
OTH,83,39,attack
OTH,160,33,attack
OTH,160,33,attack
OTH,151,33,attack
OTH,158,33,attack
OTH,18,18,attack
OTH,162,33,attack
OTH,79,41,attack
OTH,138,33,attack
OTH,108,33,attack
OTH,153,33,attack
OTH,153,33,attack
OTH,139,19,attack
OTH,84,41,attack
OTH,125,33,attack
OTH,107,33,attack
OTH,133,33,attack
OTH,141,25,attack
OTH,119,33,attack
OTH,102,33,attack
OTH,114,33,attack
OTH,109,33,attack
OTH,107,34,attack
OTH,131,33,attack
OTH,67,27,attack
OTH,137,11,attack
OTH,142,33,attack
OTH,138,21,attack
OTH,100,40,attack
OTH,117,33,attack
OTH,41,36,attack
OTH,153,33,attack
OTH,13,13,attack
OTH,104,33,attack
OTH,58,25,attack
OTH,87,42,attack
OTH,117,34,attack
OTH,22,22,attack
OTH,72,28,attack
OTH,162,33,attack
OTH,126,33,attack
OTH,108,33,attack
OTH,70,28,attack
OTH,109,34,attack
OTH,82,40,attack
OTH,36,33,attack
OTH,110,37,attack
OTH,112,33,attack
OTH,141,33,attack
OTH,142,33,attack
OTH,51,23,attack
OTH,152,33,attack
OTH,125,33,attack
OTH,127,33,attack
OTH,131,33,attack
OTH,153,33,attack
OTH,120,33,attack
OTH,105,34,attack
OTH,106,39,attack
OTH,66,26,attack
OTH,116,33,attack
OTH,106,34,attack
OTH,139,20,attack
OTH,107,34,attack
OTH,160,33,attack
OTH,86,43,attack
OTH,63,26,attack
OTH,131,33,attack
OTH,141,34,attack
OTH,117,33,attack
OTH,144,33,attack
OTH,37,34,attack
OTH,86,42,attack
OTH,158,33,attack
OTH,112,38,attack
OTH,114,34,attack
OTH,46,21,attack
OTH,110,33,attack
OTH,125,33,attack
OTH,27,27,attack
OTH,99,42,attack
OTH,21,21,attack
OTH,9,9,attack
OTH,158,33,attack
OTH,117,33,attack
OTH,141,24,attack
OTH,38,35,attack
OTH,70,28,attack
OTH,32,29,attack
OTH,135,33,attack
OTH,160,33,attack
OTH,85,40,attack
OTH,109,34,attack
OTH,89,41,attack
OTH,39,36,attack
OTH,108,33,attack
OTH,108,34,attack
OTH,90,41,attack
OTH,110,33,attack
OTH,107,38,attack
OTH,141,25,attack
OTH,130,33,attack
OTH,91,42,attack
OTH,105,33,attack
OTH,20,20,attack
OTH,117,36,attack
OTH,153,33,attack
OTH,101,34,attack
OTH,43,32,attack
OTH,125,33,attack
OTH,122,33,attack
OTH,115,33,attack
OTH,150,33,attack
OTH,160,33,attack
OTH,1,1,attack
OTH,59,25,attack
OTH,125,33,attack
OTH,92,42,attack
OTH,107,33,attack
OTH,143,33,attack
OTH,135,33,attack
OTH,131,33,attack
OTH,153,33,attack
OTH,166,33,attack
OTH,109,33,attack
OTH,12,12,attack
OTH,143,33,attack
OTH,109,40,attack
OTH,108,33,attack
OTH,82,38,attack
OTH,87,41,attack
OTH,138,33,attack
OTH,111,34,attack
OTH,111,33,attack
OTH,108,34,attack
OTH,44,33,attack
OTH,131,33,attack
OTH,153,33,attack
OTH,81,37,attack
OTH,78,43,attack
OTH,138,33,attack
OTH,142,33,attack
OTH,16,16,attack
OTH,111,33,attack
OTH,136,10,attack
OTH,68,27,attack
OTH,110,34,attack
OTH,75,31,attack
OTH,146,33,attack
OTH,110,34,attack
OTH,113,34,attack
OTH,142,33,attack
OTH,141,28,attack
OTH,73,29,attack
OTH,140,33,attack
OTH,82,42,attack
OTH,137,33,attack
OTH,85,42,attack
OTH,85,42,attack
OTH,138,33,attack
OTH,141,26,attack
OTH,112,33,attack
OTH,106,33,attack
OTH,99,41,attack
OTH,137,11,attack
RSTO,402,100,attack
RSTO,553,100,attack
S3,453,100,attack
S3,753,100,attack
OTH,322,100,attack
S3,156,100,attack
S3,154,100,attack
OTH,179,33,attack
S3,101,100,attack
S3,134,100,attack
RSTO,460,100,attack
S3,146,100,attack
S3,141,100,attack
S1,183,100,attack
S1,445,100,attack
OTH,179,33,attack
RSTO,471,100,attack
S3,151,100,attack
OTH,125,32,attack
OTH,44,31,attack
S3,65,65,attack
OTH,306,100,attack
S3,954,100,attack
S3,220,100,attack
S3,38,38,attack
S3,150,100,attack
S3,384,87,attack
S3,829,99,attack
OTH,177,33,attack
S3,141,100,attack
OTH,6,66,attack
OTH,144,31,attack
OTH,135,25,attack
RSTO,612,100,attack
S3,171,100,attack
S3,37,37,attack
OTH,89,96,attack
S3,142,100,attack
S3,123,100,attack
S3,85,98,attack
S3,33,98,attack
S1,217,100,attack
OTH,31,31,attack
S3,157,100,attack
RSTO,523,100,attack
OTH,116,28,attack
S3,430,100,attack
S3,135,100,attack
S3,157,100,attack
S3,165,100,attack
OTH,140,14,attack
S3,121,100,attack
OTH,181,99,attack
S3,547,100,attack
RSTO,420,100,attack
OTH,20,20,attack
S3,130,100,attack
OTH,232,98,attack
S3,134,100,attack
S3,155,100,attack
OTH,170,33,attack
OTH,205,98,attack
S3,177,100,attack
RSTO,510,100,attack
S3,643,100,attack
OTH,63,30,attack
S3,144,100,attack
S3,11,98,attack
S3,123,82,attack
S3,540,100,attack
RSTO,588,100,attack
S3,140,100,attack
S3,345,61,attack
S3,103,100,attack
RSTO,706,100,attack
S3,301,100,attack
S3,97,100,attack
OTH,138,33,attack
OTH,47,94,attack
S3,539,100,attack
RSTO,707,100,attack
OTH,113,33,attack
OTH,168,33,attack
S3,989,100,attack
RSTO,515,100,attack
S3,140,100,attack
S3,137,100,attack
S3,963,100,attack
S1,1035,100,attack
S3,114,100,attack
OTH,129,33,attack
S3,703,100,attack
OTH,168,100,attack
S3,154,100,attack
OTH,136,33,attack
S3,170,100,attack
RSTO,427,100,attack
OTH,126,100,attack
OTH,92,35,attack
S3,24,24,attack
S3,160,100,attack
S3,626,100,attack
S3,749,100,attack
S3,67,67,attack
S3,156,100,attack
S3,143,100,attack
RSTO,674,100,attack
S3,602,100,attack
OTH,15,15,attack
S3,164,100,attack
OTH,62,31,attack
S3,107,100,attack
S3,342,59,attack
S1,178,100,attack
S3,776,99,attack
S3,815,99,attack
S3,147,100,attack
S3,139,100,attack
S3,345,100,attack
RSTO,557,100,attack
S3,174,100,attack
S3,689,100,attack
S3,732,100,attack
RSTO,713,100,attack
S3,196,100,attack
S3,989,100,attack
S3,98,98,attack
S3,57,57,attack
S3,700,100,attack
OTH,63,42,attack
S3,139,100,attack
S3,861,100,attack
S3,155,100,attack
OTH,172,33,attack
S3,165,100,attack
S3,155,100,attack
S3,255,100,attack
S3,64,64,attack
OTH,7,7,attack
S3,137,100,attack
S3,92,100,attack
RSTO,847,100,attack
OTH,61,32,attack
OTH,20,20,attack
S3,145,100,attack
S3,137,100,attack
S3,46,46,attack
S3,394,100,attack
S3,130,100,attack
S3,127,100,attack
S3,151,100,attack
S3,785,99,attack
S3,151,100,attack
S3,15,98,attack
OTH,124,33,attack
OTH,165,33,attack
S3,120,100,attack
S3,143,100,attack
S3,147,100,attack
S3,593,100,attack
S1,176,100,attack
S3,882,100,attack
S3,76,76,attack
OTH,164,33,attack
RSTO,582,100,attack
S3,145,100,attack
S3,151,100,attack
RSTO,526,100,attack
OTH,179,33,attack
OTH,165,100,attack
S3,780,100,attack
S3,179,100,attack
S3,952,100,attack
S3,154,100,attack
S3,110,74,attack
S3,150,100,attack
OTH,115,100,attack
S3,150,100,attack
S3,291,100,attack
OTH,179,33,attack
S3,962,100,attack
S3,53,98,attack
S3,909,100,attack
OTH,177,33,attack
S3,1018,100,attack
RSTO,392,100,attack
OTH,180,33,attack
S3,147,100,attack
OTH,76,94,attack
RSTO,822,100,attack
S3,889,100,attack
OTH,136,33,attack
OTH,95,65,attack
S3,554,100,attack
S3,939,100,attack
S3,148,100,attack
OTH,67,30,attack
S3,148,100,attack
OTH,180,33,attack
OTH,177,99,attack
OTH,177,33,attack
S3,138,94,attack
S3,483,100,attack
OTH,209,98,attack
OTH,136,21,attack
S3,728,100,attack
RSTO,658,100,attack
S3,160,100,attack
S3,150,100,attack
S3,129,100,attack
OTH,136,33,attack
OTH,255,98,attack
S3,877,100,attack
OTH,27,27,attack
S3,83,83,attack
S3,150,100,attack
S3,680,100,attack
S3,145,100,attack
S3,250,100,attack
OTH,80,60,attack
OTH,109,32,attack
S3,79,98,attack
S1,170,100,attack
OTH,114,33,attack
S3,1032,100,attack
S3,920,100,attack
S3,537,100,attack
S3,147,100,attack
OTH,110,33,attack
OTH,140,31,attack
OTH,146,100,attack
S3,527,100,attack
S1,160,100,attack
S3,152,100,attack
S3,808,99,attack
S3,976,100,attack
S3,138,100,attack
S3,159,100,attack
OTH,137,11,attack
S3,49,49,attack
S3,166,100,attack
S3,663,100,attack
S3,142,100,attack
S3,133,100,attack
S3,272,100,attack
OTH,180,33,attack
S3,60,60,attack
S3,48,98,attack
S3,786,99,attack
RSTO,771,100,attack
S3,922,100,attack
RSTO,824,100,attack
S3,972,100,attack
OTH,216,98,attack
S3,802,99,attack
S3,99,100,attack
S3,114,100,attack
S3,147,100,attack
RSTO,470,100,attack
S3,154,100,attack
S3,148,100,attack
OTH,11,69,attack
S3,445,100,attack
S3,665,100,attack
S3,168,100,attack
OTH,321,100,attack
RSTO,351,100,attack
S3,91,91,attack
OTH,135,10,attack
OTH,77,94,attack
S3,147,100,attack
S3,55,98,attack
S3,858,100,attack
S3,156,100,attack
S3,138,100,attack
S3,349,63,attack
S1,157,100,attack
S3,867,100,attack
S3,148,100,attack
S3,17,17,attack
OTH,62,42,attack
OTH,104,33,attack
S3,149,100,attack
S3,12,98,attack
S3,147,100,attack
RSTO,594,100,attack
RSTO,840,100,attack
OTH,100,100,attack
S1,211,100,attack
S3,522,100,attack
S3,150,100,attack
S3,931,100,attack
RSTO,529,100,attack
RSTO,463,100,attack
S3,305,33,attack
S3,883,100,attack
OTH,129,100,attack
OTH,118,31,attack
OTH,179,33,attack
S3,880,100,attack
S3,796,99,attack
S3,311,37,attack
S1,1038,100,attack
S3,52,52,attack
OTH,177,33,attack
S3,328,49,attack
S3,425,100,attack
S3,141,100,attack
OTH,177,33,attack
RSTO,422,100,attack
S3,887,100,attack
OTH,318,100,attack
S3,143,100,attack
S3,583,100,attack
S3,422,100,attack
RSTO,448,100,attack
S3,354,67,attack
RSTO,729,100,attack
RSTO,636,100,attack
OTH,57,35,attack
S3,719,100,attack
S1,175,100,attack
S3,148,100,attack
S3,122,100,attack
OTH,285,99,attack
RSTO,571,100,attack
OTH,179,33,attack
OTH,240,98,attack
OTH,179,33,attack
S3,200,100,attack
OTH,39,91,attack
S3,274,100,attack
OTH,164,100,attack
RSTO,662,100,attack
S3,534,100,attack
S3,648,100,attack
S3,148,100,attack
S3,145,100,attack
S3,219,100,attack
S3,749,100,attack
S3,15,15,attack
S3,932,100,attack
S3,150,100,attack
S3,161,100,attack
S3,19,19,attack
S3,208,100,attack
S1,207,100,attack
OTH,177,33,attack
S3,111,100,attack
S3,888,100,attack
OTH,135,29,attack
S3,144,100,attack
OTH,177,33,attack
S3,119,100,attack
OTH,300,100,attack
S3,795,99,attack
S3,411,100,attack
S3,99,100,attack
RSTO,787,100,attack
S3,69,98,attack
S3,748,100,attack
S3,137,100,attack
S3,948,100,attack
OTH,179,33,attack
OTH,64,50,attack
OTH,16,16,attack
S3,115,100,attack
OTH,128,32,attack
S3,904,100,attack
OTH,87,30,attack
S3,151,100,attack
S3,881,100,attack
S3,385,88,attack
OTH,139,13,attack
OTH,78,58,attack
OTH,312,100,attack
S3,70,98,attack
RSTO,688,100,attack
S3,317,100,attack
S3,180,100,attack
S3,610,100,attack
S3,113,100,attack
S3,903,100,attack
S3,162,100,attack
S3,860,100,attack
S3,979,100,attack
RSTO,430,100,attack
RSTO,332,100,attack
OTH,85,57,attack
S3,142,100,attack
OTH,145,33,attack
OTH,221,98,attack
RSTO,816,100,attack
S3,578,100,attack
OTH,58,48,attack
OTH,114,33,attack
S3,143,100,attack
S3,377,82,attack
RSTO,687,100,attack
S3,1,1,attack
S3,106,100,attack
S3,947,100,attack
S3,137,100,attack
S3,151,100,attack
OTH,177,33,attack
S3,977,100,attack
S3,366,75,attack
S3,451,100,attack
S3,145,100,attack
OTH,24,24,attack
OTH,33,30,attack
S3,153,100,attack
S3,932,100,attack
OTH,139,31,attack
S3,114,100,attack
RSTO,592,100,attack
OTH,177,33,attack
OTH,136,33,attack
RSTO,807,100,attack
S3,169,100,attack
S3,980,100,attack
S3,816,99,attack
RSTO,440,100,attack
S3,770,100,attack
OTH,40,33,attack
RSTO,563,100,attack
S3,108,100,attack
S3,355,100,attack
RSTO,548,100,attack
S3,356,100,attack
S3,161,100,attack
S3,162,100,attack
RSTO,818,100,attack
S3,951,100,attack
S3,983,100,attack
S3,287,100,attack
S3,963,100,attack
S3,133,100,attack
RSTO,772,100,attack
S1,1044,100,attack
OTH,118,29,attack
S3,444,100,attack
S3,487,100,attack
OTH,91,63,attack
OTH,292,100,attack
S3,72,72,attack
S3,399,100,attack
S3,424,100,attack
S3,147,100,attack
S3,450,100,attack
S3,161,100,attack
RSTO,401,100,attack
OTH,56,38,attack
S3,128,87,attack
S3,370,100,attack
S3,342,100,attack
S3,148,100,attack
S3,685,100,attack
S3,324,100,attack
S3,960,100,attack
OTH,179,33,attack
S3,103,100,attack
S3,258,100,attack
S3,142,100,attack
OTH,179,33,attack
OTH,86,96,attack
S3,520,100,attack
S3,919,100,attack
S3,402,100,attack
OTH,179,33,attack
OTH,138,33,attack
RSTO,441,100,attack
RSTO,808,100,attack
RSTO,741,100,attack
S3,135,100,attack
S3,119,100,attack
RSTO,530,100,attack
S3,157,100,attack
OTH,180,33,attack
OTH,143,32,attack
S3,984,100,attack
RSTO,722,100,attack
RSTO,524,100,attack
OTH,53,94,attack
S3,739,100,attack
S3,109,73,attack
OTH,178,99,attack
RSTO,649,100,attack
S3,420,100,attack
S3,4,98,attack
S3,792,99,attack
OTH,179,33,attack
S3,108,100,attack
RSTO,438,100,attack
RSTO,537,100,attack
S3,138,100,attack
S1,755,100,attack
S3,110,100,attack
S3,477,100,attack
S1,158,100,attack
RSTO,193,100,attack
S1,582,99,attack
S1,170,100,attack
S1,330,100,attack
OTH,1024,49,attack
S1,122,100,attack
S1,388,100,attack
S1,267,100,attack
S1,105,100,attack
S1,427,100,attack
RSTO,146,99,attack
OTH,736,47,attack
S1,336,100,attack
OTH,380,89,attack
S1,422,100,attack
OTH,914,34,attack
OTH,233,50,attack
S1,554,100,attack
RSTO,28,43,attack
S1,332,100,attack
S1,205,100,attack
S1,72,100,attack
S1,99,98,attack
OTH,989,45,attack
OTH,714,50,attack
S1,120,100,attack
S1,447,100,attack
OTH,961,47,attack
S1,182,100,attack
S1,52,100,attack
S1,599,100,attack
RSTO,384,100,attack
OTH,396,84,attack
OTH,231,50,attack
OTH,126,50,attack
S1,455,100,attack
RSTO,132,100,attack
S1,321,100,attack
S1,282,100,attack
S1,747,100,attack
OTH,149,50,attack
S1,1026,100,attack
S1,307,100,attack
S1,653,100,attack
S1,413,100,attack
RSTO,374,100,attack
S1,407,100,attack
S1,205,100,attack
S1,480,100,attack
RSTO,348,100,attack
OTH,97,50,attack
S1,943,100,attack
S1,330,99,attack
S1,225,100,attack
OTH,679,51,attack
RSTO,178,100,attack
OTH,370,87,attack
S1,275,99,attack
OTH,313,65,attack
OTH,602,91,attack
S1,230,100,attack
OTH,6,10,attack
OTH,97,50,attack
S1,147,100,attack
S1,474,100,attack
S1,402,100,attack
OTH,381,89,attack
S1,290,100,attack
OTH,746,23,attack
OTH,39,53,attack
S1,614,100,attack
S1,420,100,attack
S1,292,100,attack
S1,349,100,attack
S1,571,100,attack
OTH,1019,54,attack
S1,864,100,attack
S1,518,100,attack
S1,73,100,attack
S1,174,100,attack
OTH,256,50,attack
OTH,567,76,attack
S1,605,100,attack
S1,675,100,attack
S1,331,100,attack
RSTO,331,99,attack
S1,102,100,attack
OTH,25,53,attack
S1,538,100,attack
OTH,652,84,attack
S1,523,100,attack
RSTO,3,27,attack
S1,112,100,attack
S1,387,100,attack
OTH,964,46,attack
RSTO,69,87,attack
OTH,255,50,attack
OTH,1075,51,attack
OTH,68,50,attack
S1,549,100,attack
S1,626,100,attack
S1,147,100,attack
S1,430,100,attack
S1,189,100,attack
S1,252,100,attack
S1,749,100,attack
RSTO,396,100,attack
S1,464,100,attack
RSTO,363,100,attack
RSTO,7,31,attack
S1,234,100,attack
S1,229,100,attack
S1,979,100,attack
OTH,126,50,attack
S1,943,100,attack
S1,307,100,attack
S1,12,100,attack
OTH,63,50,attack
S1,339,100,attack
OTH,173,50,attack
S1,968,100,attack
RSTO,341,100,attack
S1,179,100,attack
OTH,4,4,attack
S1,65,100,attack
OTH,298,57,attack
S1,458,100,attack
S1,341,100,attack
S1,642,100,attack
S1,63,100,attack
OTH,953,47,attack
S1,348,100,attack
S1,570,100,attack
OTH,411,80,attack
OTH,275,50,attack
S1,661,100,attack
S1,324,100,attack
RSTO,30,55,attack
OTH,148,50,attack
S1,481,100,attack
S1,124,100,attack
OTH,281,50,attack
S2,610,100,attack
OTH,90,98,attack
RSTO,38,63,attack
RSTO,52,81,attack
RSTO,143,100,attack
S1,223,100,attack
S1,281,100,attack
S1,453,100,attack
RSTO,102,100,attack
OTH,429,89,attack
OTH,147,50,attack
OTH,562,73,attack
S1,250,100,attack
S1,453,100,attack
S1,498,89,attack
S1,498,100,attack
RSTO,41,75,attack
S1,239,100,attack
OTH,51,50,attack
OTH,595,90,attack
S1,28,100,attack
S1,306,100,attack
S1,47,100,attack
S1,642,100,attack
S1,106,100,attack
S1,591,100,attack
S1,337,100,attack
S1,525,100,attack
S2,140,100,attack
S1,78,100,attack
S2,141,100,attack
OTH,1138,54,attack
OTH,380,90,attack
S1,458,100,attack
OTH,488,86,attack
OTH,244,50,attack
S1,98,100,attack
S1,278,100,attack
S1,800,100,attack
S1,936,100,attack
OTH,742,27,attack
OTH,2,30,attack
OTH,160,50,attack
S1,260,100,attack
OTH,743,44,attack
OTH,187,100,attack
RSTO,93,96,attack
S1,68,100,attack
S1,466,100,attack
OTH,948,50,attack
OTH,207,50,attack
S2,228,100,attack
OTH,610,92,attack
S1,701,100,attack
S1,617,100,attack
S1,980,100,attack
OTH,883,20,attack
OTH,37,53,attack
S1,115,100,attack
S1,737,100,attack
S1,321,100,attack
S1,747,100,attack
OTH,882,24,attack
OTH,28,40,attack
S1,217,100,attack
OTH,3,6,attack
S1,72,100,attack
S1,274,100,attack
RSTO,233,100,attack
S1,612,100,attack
OTH,871,48,attack
S1,623,100,attack
OTH,177,50,attack
S1,954,100,attack
OTH,763,29,attack
OTH,174,50,attack
S1,61,85,attack
S1,150,100,attack
S1,246,100,attack
OTH,946,52,attack
S1,340,100,attack
S1,371,100,attack
S1,365,100,attack
S1,157,100,attack
S1,137,100,attack
OTH,440,79,attack
S1,334,100,attack
S1,6,100,attack
OTH,328,71,attack
OTH,7,7,attack
OTH,122,50,attack
S1,242,100,attack
OTH,690,47,attack
OTH,131,100,attack
S1,1017,100,attack
S1,431,100,attack
S1,299,100,attack
OTH,304,61,attack
S1,485,100,attack
S1,72,88,attack
OTH,290,53,attack
OTH,124,50,attack
S1,528,100,attack
S1,360,100,attack
S1,356,100,attack
OTH,821,39,attack
S2,404,100,attack
OTH,9,12,attack
OTH,564,77,attack
S1,217,100,attack
OTH,980,46,attack
RSTO,196,100,attack
OTH,841,45,attack
S1,109,100,attack
S1,830,100,attack
RSTO,282,99,attack
S1,314,100,attack
OTH,188,50,attack
RSTO,134,100,attack
S1,112,100,attack
S1,498,100,attack
OTH,540,72,attack
OTH,605,88,attack
S1,320,100,attack
OTH,236,50,attack
OTH,99,50,attack
S1,224,100,attack
OTH,221,50,attack
OTH,651,60,attack
S1,464,100,attack
S1,355,100,attack
S1,537,89,attack
OTH,98,50,attack
OTH,455,80,attack
OTH,154,100,attack
S1,315,100,attack
S1,711,100,attack
S1,453,100,attack
RSTO,160,99,attack
S1,129,100,attack
OTH,135,50,attack
S1,692,100,attack
S1,89,100,attack
S1,564,100,attack
RSTO,370,100,attack
OTH,549,86,attack
S1,258,100,attack
OTH,1052,48,attack
S1,323,100,attack
RSTO,92,97,attack
S1,569,100,attack
S1,505,100,attack
S1,594,100,attack
S1,497,100,attack
S1,724,100,attack
S1,342,100,attack
S1,234,100,attack
OTH,610,85,attack
OTH,1105,49,attack
S1,625,100,attack
RSTO,118,99,attack
OTH,260,50,attack
S1,175,100,attack
OTH,659,47,attack
RSTO,96,99,attack
OTH,252,50,attack
OTH,76,50,attack
OTH,721,49,attack
S1,457,100,attack
OTH,785,34,attack
S1,649,100,attack
S1,482,89,attack
S1,548,100,attack
S1,256,100,attack
OTH,1095,48,attack
OTH,6,6,attack
S1,718,100,attack
S1,335,100,attack
OTH,66,50,attack
S1,603,100,attack
S1,265,100,attack
S1,130,100,attack
OTH,986,45,attack
S1,153,100,attack
S1,147,100,attack
S1,442,100,attack
OTH,826,44,attack
RSTO,169,100,attack
OTH,664,67,attack
OTH,267,50,attack
OTH,467,88,attack
RSTO,138,100,attack
S1,263,100,attack
S1,317,100,attack
S1,246,100,attack
S1,354,100,attack
OTH,1051,50,attack
RSTO,390,100,attack
S1,127,100,attack
S1,698,100,attack
S1,36,66,attack
OTH,318,67,attack
OTH,260,100,attack
