% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	372
% isAttack slowBody:	571
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-3,9,12,18,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute srv_count numeric
@attribute rerror_rate numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
udp,OTH,142,0,33,udpFlood
udp,OTH,141,0,33,udpFlood
udp,OTH,117,0,33,udpFlood
udp,OTH,153,0,33,udpFlood
udp,OTH,117,0,33,udpFlood
udp,OTH,121,0,33,udpFlood
udp,OTH,28,0,25,udpFlood
udp,OTH,160,0,33,udpFlood
udp,OTH,143,0,30,udpFlood
udp,OTH,5,0,5,udpFlood
udp,OTH,130,0,33,udpFlood
udp,OTH,142,0,33,udpFlood
udp,OTH,105,0,40,udpFlood
udp,OTH,116,0,33,udpFlood
udp,OTH,121,0,33,udpFlood
udp,OTH,80,0,41,udpFlood
udp,OTH,131,0,33,udpFlood
udp,OTH,104,0,34,udpFlood
udp,OTH,138,0,21,udpFlood
udp,OTH,89,0,41,udpFlood
udp,OTH,112,0,33,udpFlood
udp,OTH,42,0,34,udpFlood
udp,OTH,118,0,33,udpFlood
udp,OTH,108,0,33,udpFlood
udp,OTH,86,0,42,udpFlood
udp,OTH,125,0,33,udpFlood
udp,OTH,113,0,33,udpFlood
udp,OTH,110,0,33,udpFlood
udp,OTH,55,0,24,udpFlood
udp,OTH,112,0,34,udpFlood
udp,OTH,25,0,25,udpFlood
udp,OTH,113,0,34,udpFlood
udp,OTH,121,0,33,udpFlood
udp,OTH,98,0,41,udpFlood
udp,OTH,61,0,25,udpFlood
udp,OTH,161,0,33,udpFlood
udp,OTH,147,0,33,udpFlood
udp,OTH,136,0,33,udpFlood
udp,OTH,104,0,34,udpFlood
udp,OTH,112,0,33,udpFlood
udp,OTH,90,0,42,udpFlood
udp,OTH,117,0,33,udpFlood
udp,OTH,153,0,33,udpFlood
udp,OTH,103,0,33,udpFlood
udp,OTH,104,0,40,udpFlood
udp,OTH,145,0,33,udpFlood
udp,OTH,112,0,33,udpFlood
udp,OTH,121,0,33,udpFlood
udp,OTH,19,0,19,udpFlood
udp,OTH,3,0,3,udpFlood
udp,OTH,109,0,33,udpFlood
udp,OTH,161,0,33,udpFlood
udp,OTH,141,0,32,udpFlood
udp,OTH,118,0,36,udpFlood
udp,OTH,114,0,33,udpFlood
udp,OTH,153,0,33,udpFlood
udp,OTH,112,0,33,udpFlood
udp,OTH,107,0,33,udpFlood
udp,OTH,156,0,33,udpFlood
udp,OTH,105,0,33,udpFlood
udp,OTH,97,0,43,udpFlood
udp,OTH,117,0,33,udpFlood
udp,OTH,145,0,33,udpFlood
udp,OTH,141,0,24,udpFlood
udp,OTH,109,0,33,udpFlood
udp,OTH,114,0,33,udpFlood
udp,OTH,84,0,42,udpFlood
udp,OTH,40,0,37,udpFlood
udp,OTH,102,0,34,udpFlood
udp,OTH,139,0,17,udpFlood
udp,OTH,145,0,33,udpFlood
udp,OTH,145,0,33,udpFlood
udp,OTH,133,0,33,udpFlood
udp,OTH,82,0,42,udpFlood
udp,OTH,106,0,34,udpFlood
udp,OTH,50,0,22,udpFlood
udp,OTH,130,0,33,udpFlood
udp,OTH,139,0,17,udpFlood
udp,OTH,113,0,33,udpFlood
udp,OTH,109,0,33,udpFlood
udp,OTH,110,0,33,udpFlood
udp,OTH,109,0,33,udpFlood
udp,OTH,125,0,33,udpFlood
udp,OTH,117,0,33,udpFlood
udp,OTH,84,0,40,udpFlood
udp,OTH,142,0,33,udpFlood
udp,OTH,53,0,23,udpFlood
udp,OTH,138,0,16,udpFlood
udp,OTH,83,0,42,udpFlood
udp,OTH,83,0,41,udpFlood
udp,OTH,142,0,33,udpFlood
udp,OTH,153,0,33,udpFlood
udp,OTH,141,0,34,udpFlood
udp,OTH,110,0,33,udpFlood
udp,OTH,142,0,33,udpFlood
udp,OTH,95,0,42,udpFlood
udp,OTH,105,0,34,udpFlood
udp,OTH,2,0,2,udpFlood
udp,OTH,111,0,34,udpFlood
udp,OTH,6,0,6,udpFlood
udp,OTH,102,0,33,udpFlood
udp,OTH,142,0,33,udpFlood
udp,OTH,134,0,33,udpFlood
udp,OTH,145,0,33,udpFlood
udp,OTH,146,0,33,udpFlood
udp,OTH,138,0,12,udpFlood
udp,OTH,163,0,33,udpFlood
udp,OTH,98,0,42,udpFlood
udp,OTH,104,0,34,udpFlood
udp,OTH,115,0,37,udpFlood
udp,OTH,107,0,34,udpFlood
udp,OTH,114,0,33,udpFlood
udp,OTH,110,0,33,udpFlood
udp,OTH,110,0,33,udpFlood
tcp,S3,125,0,100,httpFlood
tcp,RSTO,455,0,100,httpFlood
tcp,OTH,65,0,94,httpFlood
tcp,S3,150,0,100,httpFlood
tcp,OTH,180,0,33,httpFlood
tcp,S3,75,0,75,httpFlood
tcp,S3,144,0,100,httpFlood
tcp,S3,833,0,100,httpFlood
tcp,S3,796,0,100,httpFlood
tcp,S3,132,0,100,httpFlood
tcp,RSTO,633,0,100,httpFlood
tcp,S3,754,0,100,httpFlood
tcp,S3,153,0,100,httpFlood
tcp,RSTO,738,0,100,httpFlood
tcp,OTH,74,0,94,httpFlood
tcp,OTH,171,0,33,httpFlood
tcp,S3,775,0,100,httpFlood
tcp,S3,905,0,100,httpFlood
tcp,OTH,174,0,33,httpFlood
tcp,RSTO,692,0,100,httpFlood
tcp,S3,149,0,100,httpFlood
tcp,S3,152,0,100,httpFlood
tcp,S3,147,0,100,httpFlood
tcp,OTH,66,0,44,httpFlood
tcp,S3,978,0,100,httpFlood
tcp,OTH,20,0,75,httpFlood
tcp,S3,149,0,100,httpFlood
tcp,S3,600,0,99,httpFlood
tcp,S3,5,0,5,httpFlood
tcp,RSTO,522,0,100,httpFlood
tcp,RSTO,541,0,100,httpFlood
tcp,S3,153,0,100,httpFlood
tcp,RSTO,490,0,100,httpFlood
tcp,S3,497,0,100,httpFlood
tcp,OTH,82,0,94,httpFlood
tcp,S3,100,0,100,httpFlood
tcp,S3,110,0,100,httpFlood
tcp,S3,163,0,100,httpFlood
tcp,OTH,21,0,21,httpFlood
tcp,S3,359,0,100,httpFlood
tcp,OTH,167,0,33,httpFlood
tcp,S3,758,0,100,httpFlood
tcp,S3,146,0,100,httpFlood
tcp,S3,146,0,100,httpFlood
tcp,S3,749,0,100,httpFlood
tcp,OTH,170,0,33,httpFlood
tcp,S3,163,0,100,httpFlood
tcp,S3,135,0,100,httpFlood
tcp,S3,264,0,100,httpFlood
tcp,S3,310,0,100,httpFlood
tcp,S3,140,0,94,httpFlood
tcp,OTH,25,0,80,httpFlood
tcp,OTH,155,0,100,httpFlood
tcp,RSTO,841,0,100,httpFlood
tcp,S3,554,0,100,httpFlood
tcp,S3,62,0,62,httpFlood
tcp,S3,146,0,100,httpFlood
tcp,OTH,179,0,33,httpFlood
tcp,S3,198,0,69,httpFlood
tcp,RSTO,536,0,100,httpFlood
tcp,OTH,178,0,33,httpFlood
tcp,OTH,177,0,33,httpFlood
tcp,OTH,132,0,31,httpFlood
tcp,S3,151,0,100,httpFlood
tcp,OTH,61,0,27,httpFlood
tcp,S3,141,0,100,httpFlood
tcp,OTH,186,0,98,httpFlood
tcp,S3,47,0,98,httpFlood
tcp,S1,151,0,100,httpFlood
tcp,RSTO,480,0,100,httpFlood
tcp,S3,150,0,100,httpFlood
tcp,OTH,171,0,100,httpFlood
tcp,S3,147,0,35,httpFlood
tcp,OTH,237,0,98,httpFlood
tcp,S1,185,0,100,httpFlood
tcp,S3,168,0,100,httpFlood
tcp,S3,81,0,81,httpFlood
tcp,S3,766,0,100,httpFlood
tcp,S3,112,0,75,httpFlood
tcp,RSTO,500,0,100,httpFlood
tcp,OTH,55,0,37,httpFlood
tcp,S3,933,0,100,httpFlood
tcp,OTH,153,0,100,httpFlood
tcp,S3,689,0,99,httpFlood
tcp,S3,158,0,100,httpFlood
tcp,OTH,167,0,33,httpFlood
tcp,S3,120,0,100,httpFlood
tcp,S3,70,0,70,httpFlood
tcp,S3,230,0,100,httpFlood
tcp,OTH,179,0,33,httpFlood
tcp,S3,169,0,100,httpFlood
tcp,S3,334,0,100,httpFlood
tcp,OTH,178,0,33,httpFlood
tcp,OTH,147,0,31,httpFlood
tcp,S3,123,0,100,httpFlood
tcp,S3,174,0,100,httpFlood
tcp,S3,163,0,100,httpFlood
tcp,S3,144,0,100,httpFlood
tcp,S3,234,0,94,httpFlood
tcp,OTH,125,0,100,httpFlood
tcp,S3,186,0,100,httpFlood
tcp,OTH,249,0,98,httpFlood
tcp,S3,849,0,100,httpFlood
tcp,S3,127,0,100,httpFlood
tcp,S3,151,0,100,httpFlood
tcp,S3,866,0,100,httpFlood
tcp,OTH,7,0,7,httpFlood
tcp,S1,457,0,100,httpFlood
tcp,OTH,25,0,25,httpFlood
tcp,S3,306,0,100,httpFlood
tcp,S3,484,0,100,httpFlood
tcp,S3,59,0,59,httpFlood
tcp,OTH,172,0,33,httpFlood
tcp,S3,463,0,100,httpFlood
tcp,S1,213,0,100,httpFlood
tcp,S3,130,0,100,httpFlood
tcp,RSTO,783,0,100,httpFlood
tcp,OTH,191,0,98,httpFlood
tcp,S3,144,0,100,httpFlood
tcp,S3,132,0,100,httpFlood
tcp,S3,202,0,72,httpFlood
tcp,S3,372,0,100,httpFlood
tcp,S3,157,0,100,httpFlood
tcp,S3,109,0,100,httpFlood
tcp,S3,66,0,66,httpFlood
tcp,OTH,166,0,100,httpFlood
tcp,S3,111,0,100,httpFlood
tcp,S3,123,0,100,httpFlood
tcp,S3,567,0,100,httpFlood
tcp,S3,71,0,71,httpFlood
tcp,OTH,24,0,24,httpFlood
tcp,OTH,71,0,33,httpFlood
tcp,S3,144,0,100,httpFlood
tcp,S3,657,0,99,httpFlood
tcp,S3,148,0,100,httpFlood
tcp,S3,760,0,100,httpFlood
tcp,S3,757,0,100,httpFlood
tcp,S3,326,0,100,httpFlood
tcp,S3,86,0,86,httpFlood
tcp,S3,141,0,100,httpFlood
tcp,S3,486,0,100,httpFlood
tcp,S3,869,0,100,httpFlood
tcp,RSTO,532,0,100,httpFlood
tcp,S3,151,0,100,httpFlood
tcp,OTH,160,0,100,httpFlood
tcp,RSTO,517,0,100,httpFlood
tcp,S3,161,0,100,httpFlood
tcp,OTH,51,0,34,httpFlood
tcp,S3,947,0,100,httpFlood
tcp,S3,136,0,100,httpFlood
tcp,OTH,288,0,100,httpFlood
tcp,S3,165,0,100,httpFlood
tcp,S3,142,0,100,httpFlood
tcp,RSTO,580,0,100,httpFlood
tcp,S3,131,0,100,httpFlood
tcp,OTH,177,0,33,httpFlood
tcp,S3,795,0,100,httpFlood
tcp,S3,54,0,54,httpFlood
tcp,S3,13,0,13,httpFlood
tcp,OTH,156,0,100,httpFlood
tcp,RSTO,431,0,100,httpFlood
tcp,S3,142,0,100,httpFlood
tcp,S3,165,0,47,httpFlood
tcp,S3,396,0,100,httpFlood
tcp,S3,341,0,100,httpFlood
tcp,S3,967,0,100,httpFlood
tcp,S3,447,0,100,httpFlood
tcp,S3,142,0,100,httpFlood
tcp,RSTO,839,0,100,httpFlood
tcp,S3,97,0,97,httpFlood
tcp,OTH,179,0,33,httpFlood
tcp,S3,218,0,83,httpFlood
tcp,OTH,129,0,32,httpFlood
tcp,OTH,162,0,33,httpFlood
tcp,OTH,90,0,45,httpFlood
tcp,OTH,133,0,37,httpFlood
tcp,OTH,142,0,31,httpFlood
tcp,OTH,98,0,100,httpFlood
tcp,OTH,112,0,100,httpFlood
tcp,S3,403,0,100,httpFlood
tcp,OTH,14,0,14,httpFlood
tcp,S3,378,0,100,httpFlood
tcp,OTH,50,0,42,httpFlood
tcp,S3,148,0,100,httpFlood
tcp,S3,143,0,95,httpFlood
tcp,S3,798,0,100,httpFlood
tcp,OTH,174,0,33,httpFlood
tcp,S3,151,0,100,httpFlood
tcp,S3,159,0,100,httpFlood
tcp,S3,745,0,100,httpFlood
tcp,S3,78,0,78,httpFlood
tcp,OTH,309,0,100,httpFlood
tcp,S3,410,0,100,httpFlood
tcp,S3,159,0,100,httpFlood
tcp,S3,161,0,44,httpFlood
tcp,S1,204,0,100,httpFlood
tcp,S3,107,0,100,httpFlood
tcp,OTH,179,0,33,httpFlood
tcp,RSTO,608,0,100,httpFlood
tcp,S3,316,0,100,httpFlood
tcp,RSTO,747,0,100,httpFlood
tcp,OTH,134,0,36,httpFlood
tcp,S3,80,0,80,httpFlood
tcp,S3,945,0,100,httpFlood
tcp,S3,126,0,100,httpFlood
tcp,S3,96,0,100,httpFlood
tcp,S3,454,0,100,httpFlood
tcp,OTH,158,0,33,httpFlood
tcp,S3,273,0,100,httpFlood
tcp,RSTO,383,0,100,httpFlood
tcp,S3,906,0,100,httpFlood
tcp,S3,283,0,100,httpFlood
tcp,S3,41,0,41,httpFlood
tcp,OTH,144,0,100,httpFlood
tcp,S3,323,0,100,httpFlood
tcp,S3,134,0,100,httpFlood
tcp,S3,56,0,56,httpFlood
tcp,OTH,112,0,32,httpFlood
tcp,S3,514,0,100,httpFlood
tcp,S3,854,0,100,httpFlood
tcp,S3,147,0,100,httpFlood
tcp,S3,154,0,100,httpFlood
tcp,OTH,234,0,98,httpFlood
tcp,OTH,77,0,55,httpFlood
tcp,S3,221,0,100,httpFlood
tcp,RSTO,584,0,100,httpFlood
tcp,S3,13,0,98,httpFlood
tcp,RSTO,828,0,100,httpFlood
tcp,S3,4,0,4,httpFlood
tcp,S3,701,0,100,httpFlood
tcp,S3,144,0,100,httpFlood
tcp,OTH,32,0,32,httpFlood
tcp,OTH,179,0,33,httpFlood
tcp,S3,757,0,100,httpFlood
tcp,OTH,155,0,33,httpFlood
tcp,RSTO,575,0,100,httpFlood
tcp,S1,161,0,100,httpFlood
tcp,S3,111,0,100,httpFlood
tcp,RSTO,811,0,100,httpFlood
tcp,RSTO,412,0,100,httpFlood
tcp,OTH,114,0,32,httpFlood
tcp,OTH,50,0,94,httpFlood
tcp,OTH,119,0,31,httpFlood
tcp,RSTO,765,0,100,httpFlood
tcp,S3,658,0,99,httpFlood
tcp,OTH,119,0,31,httpFlood
tcp,S3,501,0,100,httpFlood
tcp,S3,156,0,100,httpFlood
tcp,S3,147,0,100,httpFlood
tcp,S3,156,0,100,httpFlood
tcp,S3,117,0,100,httpFlood
tcp,OTH,133,0,33,httpFlood
tcp,S3,396,0,100,httpFlood
tcp,S3,25,0,98,httpFlood
tcp,S3,148,0,100,httpFlood
tcp,S3,152,0,100,httpFlood
tcp,RSTO,340,0,100,httpFlood
tcp,S3,115,0,100,httpFlood
tcp,S3,994,0,100,httpFlood
tcp,RSTO,660,0,100,httpFlood
tcp,S3,145,0,100,httpFlood
tcp,RSTO,567,0,100,httpFlood
tcp,S3,147,0,100,httpFlood
tcp,S3,597,0,99,httpFlood
tcp,S3,684,0,99,httpFlood
tcp,S3,63,0,98,httpFlood
tcp,S3,97,0,97,httpFlood
tcp,S3,792,0,100,httpFlood
tcp,OTH,66,0,30,httpFlood
tcp,OTH,93,0,99,httpFlood
tcp,S3,127,0,100,httpFlood
tcp,OTH,47,0,33,httpFlood
tcp,S3,184,0,60,httpFlood
tcp,OTH,128,0,32,httpFlood
tcp,S3,153,0,100,httpFlood
tcp,OTH,178,0,33,httpFlood
tcp,S3,139,0,100,httpFlood
tcp,S3,145,0,100,httpFlood
tcp,OTH,177,0,33,httpFlood
tcp,RSTO,371,0,100,httpFlood
tcp,S3,815,0,100,httpFlood
tcp,S3,400,0,100,httpFlood
tcp,OTH,142,0,32,httpFlood
tcp,OTH,76,0,58,httpFlood
tcp,S3,166,0,100,httpFlood
tcp,S3,147,0,100,httpFlood
tcp,S3,83,0,83,httpFlood
tcp,S3,12,0,12,httpFlood
tcp,RSTO,404,0,100,httpFlood
tcp,OTH,94,0,100,httpFlood
tcp,S3,149,0,100,httpFlood
tcp,S3,146,0,100,httpFlood
tcp,OTH,180,0,33,httpFlood
tcp,RSTO,782,0,100,httpFlood
tcp,OTH,3,0,3,httpFlood
tcp,S3,178,0,56,httpFlood
tcp,OTH,130,0,32,httpFlood
tcp,S3,129,0,100,httpFlood
tcp,S3,151,0,100,httpFlood
tcp,S3,875,0,100,httpFlood
tcp,S3,161,0,100,httpFlood
tcp,S3,299,0,100,httpFlood
tcp,S3,176,0,100,httpFlood
tcp,S3,157,0,100,httpFlood
tcp,OTH,41,0,30,httpFlood
tcp,OTH,137,0,19,httpFlood
tcp,OTH,280,0,99,httpFlood
tcp,S3,89,0,100,httpFlood
tcp,S3,34,0,34,httpFlood
tcp,S3,480,0,100,httpFlood
tcp,OTH,75,0,53,httpFlood
tcp,OTH,15,0,15,httpFlood
tcp,S3,770,0,100,httpFlood
tcp,S3,122,0,100,httpFlood
tcp,OTH,132,0,100,httpFlood
tcp,S3,140,0,100,httpFlood
tcp,S3,61,0,98,httpFlood
tcp,OTH,172,0,33,httpFlood
tcp,S3,688,0,99,httpFlood
tcp,OTH,179,0,33,httpFlood
tcp,S3,140,0,100,httpFlood
tcp,S3,388,0,100,httpFlood
tcp,OTH,13,0,13,httpFlood
tcp,S3,556,0,100,httpFlood
tcp,S3,190,0,100,httpFlood
tcp,OTH,137,0,35,httpFlood
tcp,RSTO,363,0,100,httpFlood
tcp,S3,69,0,69,httpFlood
tcp,OTH,138,0,33,httpFlood
tcp,OTH,20,0,20,httpFlood
tcp,RSTO,663,0,100,httpFlood
tcp,S3,132,0,100,httpFlood
tcp,S3,152,0,100,httpFlood
tcp,OTH,180,0,33,httpFlood
tcp,S3,153,0,100,httpFlood
tcp,RSTO,661,0,100,httpFlood
tcp,RSTO,605,0,100,httpFlood
tcp,S3,134,0,100,httpFlood
tcp,S3,262,0,100,httpFlood
tcp,S3,125,0,100,httpFlood
tcp,OTH,3,0,3,httpFlood
tcp,OTH,177,0,33,httpFlood
tcp,S3,868,0,100,httpFlood
tcp,S3,928,0,100,httpFlood
tcp,S1,449,0,100,httpFlood
tcp,S3,150,0,100,httpFlood
tcp,S3,268,0,100,httpFlood
tcp,S3,162,0,100,httpFlood
tcp,OTH,159,0,33,httpFlood
tcp,S3,322,0,100,httpFlood
tcp,S3,93,0,93,httpFlood
tcp,OTH,111,0,21,httpFlood
tcp,RSTO,514,0,100,httpFlood
tcp,S3,158,0,100,httpFlood
tcp,RSTO,676,0,100,httpFlood
tcp,OTH,178,0,33,httpFlood
tcp,RSTO,428,0,100,httpFlood
tcp,OTH,137,0,11,httpFlood
tcp,RSTO,402,0,100,httpFlood
tcp,RSTO,553,0,100,httpFlood
tcp,S3,293,0,100,httpFlood
tcp,S3,753,0,100,httpFlood
tcp,OTH,322,0,100,httpFlood
tcp,S3,156,0,100,httpFlood
tcp,S3,154,0,100,httpFlood
tcp,OTH,179,0,33,httpFlood
tcp,S3,101,0,100,httpFlood
tcp,S3,134,0,100,httpFlood
tcp,RSTO,460,0,100,httpFlood
tcp,S3,146,0,100,httpFlood
tcp,S3,141,0,100,httpFlood
tcp,S1,183,0,100,httpFlood
tcp,S1,445,0,100,httpFlood
tcp,OTH,179,0,33,httpFlood
tcp,RSTO,471,0,100,httpFlood
tcp,S3,151,0,100,httpFlood
tcp,OTH,125,0,32,httpFlood
tcp,OTH,44,0,31,httpFlood
tcp,S3,65,0,65,httpFlood
tcp,OTH,306,0,100,httpFlood
tcp,S3,954,0,100,httpFlood
tcp,S3,220,0,100,httpFlood
tcp,S3,38,0,38,httpFlood
tcp,S3,150,0,100,httpFlood
tcp,S3,224,0,87,httpFlood
tcp,S3,669,0,99,httpFlood
tcp,OTH,177,0,33,httpFlood
tcp,S3,141,0,100,httpFlood
tcp,OTH,6,0,66,httpFlood
tcp,OTH,144,0,31,httpFlood
tcp,OTH,135,0,25,httpFlood
tcp,RSTO,612,0,100,httpFlood
tcp,S3,171,0,100,httpFlood
tcp,S3,37,0,37,httpFlood
tcp,OTH,89,0,96,httpFlood
tcp,S3,142,0,100,httpFlood
tcp,S3,123,0,100,httpFlood
tcp,S3,85,0,98,httpFlood
tcp,S3,33,0,98,httpFlood
tcp,S1,217,0,100,httpFlood
tcp,OTH,31,0,31,httpFlood
tcp,S3,157,0,100,httpFlood
tcp,RSTO,523,0,100,httpFlood
tcp,OTH,63,0,28,httpFlood
tcp,S3,270,0,100,httpFlood
tcp,S3,135,0,100,httpFlood
tcp,S3,157,0,100,httpFlood
tcp,S3,165,0,100,httpFlood
tcp,OTH,140,0,14,httpFlood
tcp,S3,121,0,100,httpFlood
tcp,OTH,181,0,99,httpFlood
tcp,S3,387,0,100,httpFlood
tcp,RSTO,420,0,100,httpFlood
tcp,OTH,20,0,20,httpFlood
tcp,S3,130,0,100,httpFlood
tcp,OTH,232,0,98,httpFlood
tcp,S3,134,0,100,httpFlood
tcp,S3,155,0,100,httpFlood
tcp,OTH,170,0,33,httpFlood
tcp,OTH,205,0,98,httpFlood
tcp,S3,177,0,100,httpFlood
tcp,RSTO,510,0,100,httpFlood
tcp,S3,483,0,100,httpFlood
tcp,OTH,101,0,30,httpFlood
tcp,S3,144,0,100,httpFlood
tcp,S3,11,0,98,httpFlood
tcp,S3,123,0,82,httpFlood
tcp,S3,380,0,100,httpFlood
tcp,RSTO,588,0,100,httpFlood
tcp,S3,140,0,100,httpFlood
tcp,S3,185,0,61,httpFlood
tcp,S3,103,0,100,httpFlood
tcp,RSTO,706,0,100,httpFlood
tcp,S3,301,0,100,httpFlood
tcp,S3,97,0,100,httpFlood
tcp,OTH,176,0,33,httpFlood
tcp,OTH,47,0,94,httpFlood
tcp,S3,379,0,100,httpFlood
tcp,RSTO,707,0,100,httpFlood
tcp,OTH,151,0,33,httpFlood
tcp,OTH,168,0,33,httpFlood
tcp,S3,829,0,100,httpFlood
tcp,RSTO,515,0,100,httpFlood
tcp,S3,140,0,100,httpFlood
tcp,S3,137,0,100,httpFlood
tcp,S3,803,0,100,httpFlood
tcp,S1,876,0,100,httpFlood
tcp,S3,114,0,100,httpFlood
tcp,OTH,167,0,33,httpFlood
tcp,S3,543,0,100,httpFlood
tcp,OTH,168,0,100,httpFlood
tcp,S3,154,0,100,httpFlood
tcp,OTH,174,0,33,httpFlood
tcp,S3,170,0,100,httpFlood
tcp,RSTO,427,0,100,httpFlood
tcp,OTH,126,0,100,httpFlood
tcp,OTH,130,0,35,httpFlood
tcp,S3,24,0,24,httpFlood
tcp,S3,160,0,100,httpFlood
tcp,S3,466,0,100,httpFlood
tcp,S3,589,0,100,httpFlood
tcp,S3,67,0,67,httpFlood
tcp,S3,156,0,100,httpFlood
tcp,S3,143,0,100,httpFlood
tcp,RSTO,674,0,100,httpFlood
tcp,S3,442,0,100,httpFlood
tcp,OTH,15,0,15,httpFlood
tcp,S3,164,0,100,httpFlood
tcp,OTH,100,0,31,httpFlood
tcp,S3,107,0,100,httpFlood
tcp,S3,182,0,59,httpFlood
tcp,S1,178,0,100,httpFlood
tcp,S3,616,0,99,httpFlood
tcp,S3,655,0,99,httpFlood
tcp,S3,147,0,100,httpFlood
tcp,S3,139,0,100,httpFlood
tcp,S3,345,0,100,httpFlood
tcp,RSTO,557,0,100,httpFlood
tcp,S3,174,0,100,httpFlood
tcp,S3,529,0,100,httpFlood
tcp,S3,572,0,100,httpFlood
tcp,RSTO,713,0,100,httpFlood
tcp,S3,196,0,100,httpFlood
tcp,S3,989,0,100,httpFlood
tcp,S3,98,0,98,httpFlood
tcp,S3,57,0,57,httpFlood
tcp,S3,540,0,100,httpFlood
tcp,OTH,63,0,42,httpFlood
tcp,S3,139,0,100,httpFlood
tcp,S3,861,0,100,httpFlood
tcp,S3,155,0,100,httpFlood
tcp,OTH,172,0,33,httpFlood
tcp,S3,165,0,100,httpFlood
tcp,S3,155,0,100,httpFlood
tcp,S3,255,0,100,httpFlood
tcp,S3,64,0,64,httpFlood
tcp,OTH,7,0,7,httpFlood
tcp,S3,137,0,100,httpFlood
tcp,S3,92,0,100,httpFlood
tcp,RSTO,847,0,100,httpFlood
tcp,OTH,99,0,32,httpFlood
tcp,OTH,20,0,20,httpFlood
tcp,S3,145,0,100,httpFlood
tcp,S3,137,0,100,httpFlood
tcp,S3,46,0,46,httpFlood
tcp,S3,394,0,100,httpFlood
tcp,S3,130,0,100,httpFlood
tcp,S3,127,0,100,httpFlood
tcp,S3,151,0,100,httpFlood
tcp,S3,625,0,99,httpFlood
tcp,S3,151,0,100,httpFlood
tcp,S3,15,0,98,httpFlood
tcp,OTH,124,0,33,httpFlood
tcp,OTH,165,0,33,httpFlood
tcp,S3,120,0,100,httpFlood
tcp,S3,143,0,100,httpFlood
tcp,S3,147,0,100,httpFlood
tcp,S3,433,0,100,httpFlood
tcp,S1,176,0,100,httpFlood
tcp,S3,722,0,100,httpFlood
tcp,S3,76,0,76,httpFlood
tcp,OTH,164,0,33,httpFlood
tcp,RSTO,582,0,100,httpFlood
tcp,S3,145,0,100,httpFlood
tcp,S3,151,0,100,httpFlood
tcp,RSTO,526,0,100,httpFlood
tcp,OTH,179,0,33,httpFlood
tcp,OTH,165,0,100,httpFlood
tcp,S3,780,0,100,httpFlood
tcp,S3,179,0,100,httpFlood
tcp,S3,952,0,100,httpFlood
tcp,S3,154,0,100,httpFlood
tcp,S3,110,0,74,httpFlood
tcp,S3,150,0,100,httpFlood
tcp,OTH,115,0,100,httpFlood
tcp,S3,150,0,100,httpFlood
tcp,S3,291,0,100,httpFlood
tcp,OTH,179,0,33,httpFlood
tcp,S3,962,0,100,httpFlood
tcp,S3,53,0,98,httpFlood
tcp,S3,749,0,100,httpFlood
tcp,OTH,177,0,33,httpFlood
tcp,S3,858,0,100,httpFlood
tcp,RSTO,392,0,100,httpFlood
tcp,OTH,180,0,33,httpFlood
tcp,S3,147,0,100,httpFlood
tcp,OTH,76,0,94,httpFlood
tcp,RSTO,822,0,100,httpFlood
tcp,S3,729,0,100,httpFlood
tcp,OTH,174,0,33,httpFlood
tcp,OTH,95,0,65,httpFlood
tcp,S3,394,0,100,httpFlood
tcp,S3,779,0,100,httpFlood
tcp,S3,148,0,100,httpFlood
tcp,OTH,105,0,30,httpFlood
tcp,S3,148,0,100,httpFlood
tcp,OTH,180,0,33,httpFlood
tcp,OTH,177,0,99,httpFlood
tcp,OTH,177,0,33,httpFlood
tcp,S3,138,0,94,httpFlood
tcp,S3,323,0,100,httpFlood
tcp,OTH,209,0,98,httpFlood
tcp,OTH,136,0,21,httpFlood
tcp,S3,728,0,100,httpFlood
tcp,RSTO,658,0,100,httpFlood
tcp,S3,160,0,100,httpFlood
tcp,S3,150,0,100,httpFlood
tcp,S3,129,0,100,httpFlood
tcp,OTH,174,0,33,httpFlood
tcp,OTH,255,0,98,httpFlood
tcp,S3,717,0,100,httpFlood
tcp,S2,82,0,94,slowBody
tcp,S1,389,0,100,slowBody
tcp,S1,448,0,100,slowBody
tcp,S1,345,0,100,slowBody
tcp,OTH,191,0,50,slowBody
tcp,S1,178,0,100,slowBody
tcp,OTH,392,0,84,slowBody
tcp,S1,201,0,100,slowBody
tcp,S1,213,0,100,slowBody
tcp,OTH,1107,0,59,slowBody
tcp,S1,397,0,100,slowBody
tcp,S1,374,0,100,slowBody
tcp,S1,396,0,100,slowBody
tcp,OTH,955,0,45,slowBody
